
6416	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]																	REACTOME_INFECTIOUS_DISEASE		REACTOME_DISEASE											
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]																			REACTOME_DISEASE										REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	
22848	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]																					REACTOME_MEMBRANE_TRAFFICKING			REACTOME_VESICLE_MEDIATED_TRANSPORT						
23770	FKBP8	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]																						REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES				REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		REACTOME_DEUBIQUITINATION		
4839	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]																							REACTOME_METABOLISM_OF_RNA		REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION					
7264	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]																										REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION				REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]																													REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]																														
6282	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]																														
4664	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]																														
2181	ACSL3	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]																														
51601	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]																														
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]																														
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]																														
389362	PSMG4	proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]																														
56683	CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]																														
57446	NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]																														
6651	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]																														
9770	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]																														
