
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]								GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS			GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST	GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING				GO_REGULATION_OF_CELL_CYCLE_ARREST					GO_HOMEOSTATIC_PROCESS								GO_TELOMERE_ORGANIZATION			GO_DNA_BIOSYNTHETIC_PROCESS		
10574	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]								GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS				GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		GO_REGULATION_OF_PROTEIN_LOCALIZATION		GO_REGULATION_OF_CELLULAR_LOCALIZATION				GO_HOMEOSTATIC_PROCESS		GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION				GO_REGULATION_OF_ORGANELLE_ORGANIZATION	GO_TELOMERE_ORGANIZATION			GO_DNA_BIOSYNTHETIC_PROCESS		
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]											GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST					GO_REGULATION_OF_CELL_CYCLE_ARREST																		
83786	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]													GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		GO_REGULATION_OF_PROTEIN_LOCALIZATION																			
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]																					GO_HOMEOSTATIC_PROCESS		GO_CELLULAR_MACROMOLECULE_LOCALIZATION											
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]																																		
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]																																		
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]																																		
8479	HIRIP3	HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]																																		
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]																																		
