
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]		REACTOME_DISEASE		REACTOME_RHO_GTPASE_EFFECTORS			REACTOME_SIGNALING_BY_RHO_GTPASES			REACTOME_INFECTIOUS_DISEASE																																																																															
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]		REACTOME_DISEASE						REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS		REACTOME_INFECTIOUS_DISEASE																					REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS																												REACTOME_HIV_INFECTION																														
9208	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]		REACTOME_DISEASE																		REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS															REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION											REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE																REACTOME_SIGNALING_BY_FGFR_IN_DISEASE																REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS											
7750	ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]		REACTOME_DISEASE																		REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS															REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION											REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE																REACTOME_SIGNALING_BY_FGFR_IN_DISEASE																REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS											
27044	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]		REACTOME_DISEASE																																																																												REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS											
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]				REACTOME_RHO_GTPASE_EFFECTORS			REACTOME_SIGNALING_BY_RHO_GTPASES					REACTOME_INTERFERON_SIGNALING				REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES							REACTOME_RHO_GTPASES_ACTIVATE_PAKS																																									REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM																									
55920	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]				REACTOME_RHO_GTPASE_EFFECTORS			REACTOME_SIGNALING_BY_RHO_GTPASES						REACTOME_MITOTIC_PROMETAPHASE								REACTOME_MITOTIC_SPINDLE_CHECKPOINT				REACTOME_CELL_CYCLE_CHECKPOINTS				REACTOME_CELL_CYCLE_MITOTIC	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION		REACTOME_RHO_GTPASES_ACTIVATE_FORMINS													REACTOME_CELL_CYCLE					REACTOME_M_PHASE		REACTOME_SEPARATION_OF_SISTER_CHROMATIDS									REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE																												
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]				REACTOME_RHO_GTPASE_EFFECTORS			REACTOME_SIGNALING_BY_RHO_GTPASES																REACTOME_RHO_GTPASES_ACTIVATE_PAKS																																												REACTOME_NERVOUS_SYSTEM_DEVELOPMENT									REACTOME_DEVELOPMENTAL_BIOLOGY													
29894	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]						REACTOME_METABOLISM_OF_RNA			REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS		REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS						REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM					REACTOME_TRNA_PROCESSING																																									REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA																									REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	
2091	FBL	fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]						REACTOME_METABOLISM_OF_RNA									REACTOME_RRNA_PROCESSING																																																																										
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]												REACTOME_INTERFERON_SIGNALING																																																				REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM																									
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]													REACTOME_MITOTIC_PROMETAPHASE																REACTOME_CELL_CYCLE_MITOTIC				REACTOME_MITOTIC_PROPHASE												REACTOME_CELL_CYCLE					REACTOME_M_PHASE																																							
7167	TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]														REACTOME_GLYCOLYSIS				REACTOME_GLUCOSE_METABOLISM																																																					REACTOME_METABOLISM_OF_CARBOHYDRATES																		
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]																																		REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES										REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION																								REACTOME_PROTEIN_UBIQUITINATION														REACTOME_REGULATION_OF_TP53_ACTIVITY			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		REACTOME_DNA_REPAIR	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
7332	UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]																																		REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES																																		REACTOME_PROTEIN_UBIQUITINATION																	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION				
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]																																							REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES																																																		
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																																																																REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM																									
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																																																																																					REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION				
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]																																																																																									
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]																																																																																									
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]																																																																																									
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]																																																																																									
10061	ABCF2	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]																																																																																									
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]																																																																																									
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]																																																																																									
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																																																																																									
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]																																																																																									
445815	PALM2AKAP2	PALM2 and AKAP2 fusion [Source:HGNC Symbol;Acc:HGNC:33529]																																																																																									
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]																																																																																									
5074	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]																																																																																									
51574	LARP7	La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]																																																																																									
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]																																																																																									
