
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]							GO_CELL_BODY	GO_CELL_CORTEX				GO_SUPRAMOLECULAR_COMPLEX						GO_ACTIN_CYTOSKELETON				GO_ACTIN_FILAMENT_BUNDLE			GO_ACTOMYOSIN							GO_SOMATODENDRITIC_COMPARTMENT		GO_BRUSH_BORDER	GO_CELL_SUBSTRATE_JUNCTION	GO_SUPRAMOLECULAR_POLYMER		GO_I_BAND	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS			GO_CONTRACTILE_FIBER		GO_ANCHORING_JUNCTION					GO_NEURON_PROJECTION
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]							GO_CELL_BODY	GO_CELL_CORTEX						GO_SYNAPSE																		GO_SOMATODENDRITIC_COMPARTMENT			GO_CELL_SUBSTRATE_JUNCTION									GO_ANCHORING_JUNCTION					
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]											GO_PERINUCLEAR_REGION_OF_CYTOPLASM							GO_ACTIN_CYTOSKELETON																															
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]											GO_PERINUCLEAR_REGION_OF_CYTOPLASM																																				GO_ENVELOPE		
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]													GO_NUCLEAR_BODY																				GO_NUCLEAR_SPECK														GO_ENVELOPE	GO_ORGANELLE_INNER_MEMBRANE	
54890	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]													GO_NUCLEAR_BODY																				GO_NUCLEAR_SPECK																
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]													GO_NUCLEAR_BODY																																				
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]														GO_SYNAPSE									GO_NEUROMUSCULAR_JUNCTION																		GO_POSTSYNAPSE								
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]																				GO_SITE_OF_DOUBLE_STRAND_BREAK						GO_SITE_OF_DNA_DAMAGE																							
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																													GO_ENDOPLASMIC_RETICULUM																GO_ENDOPLASMIC_RETICULUM_LUMEN				
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																																															GO_ENVELOPE	GO_ORGANELLE_INNER_MEMBRANE	
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]																																																	
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																																																	
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																																																	
9208	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]																																																	
