
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]				MODULE_3																																																			
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]					MODULE_524	MODULE_419												MODULE_202																																					
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]					MODULE_524	MODULE_419													MODULE_321																																				
2318	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]					MODULE_524	MODULE_419																																																MODULE_95	MODULE_163
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]							MODULE_32				MODULE_133			MODULE_244	MODULE_159																																								
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]							MODULE_32						MODULE_331		MODULE_159																																								
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]							MODULE_32								MODULE_159																																								
7919	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]							MODULE_32																											MODULE_9																				MODULE_95	MODULE_163
9493	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]									MODULE_54					MODULE_244												MODULE_438						MODULE_397				MODULE_212			MODULE_98														MODULE_252		
10808	HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]									MODULE_54																MODULE_105																														
8805	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]									MODULE_54																						MODULE_239																								
23760	PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]										MODULE_18													MODULE_15																																
9656	MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]										MODULE_18																																													
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]											MODULE_133					MODULE_17						MODULE_322	MODULE_15							MODULE_16																									
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]												MODULE_432																																											
7555	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]												MODULE_432																																											
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]													MODULE_331															MODULE_97	MODULE_182																										
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]													MODULE_331																																										
5917	RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]																MODULE_17																																							
847	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]																	MODULE_43																									MODULE_93													
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]																			MODULE_321	MODULE_8															MODULE_324								MODULE_6			MODULE_5									
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]																			MODULE_321																																MODULE_47				
10120	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]																						MODULE_322				MODULE_438													MODULE_98																
10594	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]																								MODULE_183															MODULE_98														MODULE_252		
10963	STIP1	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]																									MODULE_105																														
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																											MODULE_62																												
5781	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]																												MODULE_97	MODULE_182																										
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]																															MODULE_239																								
65083	NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]																																MODULE_397																							
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]																																			MODULE_324	MODULE_212				MODULE_532					MODULE_459		MODULE_378	MODULE_317	MODULE_255	MODULE_179					
65263	PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]																																								MODULE_532					MODULE_459		MODULE_378	MODULE_317	MODULE_255	MODULE_179		MODULE_67			
55023	PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]																																								MODULE_532					MODULE_459		MODULE_378	MODULE_317	MODULE_255	MODULE_179					
55236	UBA6	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]																																																				MODULE_67			
10528	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]																																																							
31	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]																																																							
4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]																																																							
7150	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]																																																							
217	ALDH2	aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]																																																							
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]																																																							
10801	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]																																																							
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]																																																							
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]																																																							
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]																																																							
1431	CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]																																																							
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]																																																							
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																																																							
23215	PRRC2C	proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]																																																							
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																																																							
23435	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]																																																							
25873	RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]																																																							
3308	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]																																																							
4670	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]																																																							
4931	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]																																																							
51510	CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]																																																							
5162	PDHB	pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]																																																							
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]																																																							
56893	UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]																																																							
6156	RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]																																																							
6500	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]																																																							
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																																																							
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]																																																							
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]																																																							
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]																																																							
85440	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]																																																							
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]																																																							
9904	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]																																																							
