
10801	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]									GLI1_UP.V1_DN			MTOR_UP.V1_UP																												AKT_UP.V1_UP																	
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]									GLI1_UP.V1_DN																															AKT_UP.V1_UP																	
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]										PDGF_ERK_DN.V1_UP																																															
6238	RRBP1	ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]										PDGF_ERK_DN.V1_UP																																															
302	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]											ESC_V6.5_UP_EARLY.V1_DN								CRX_DN.V1_DN																																						
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]												MTOR_UP.V1_UP										SRC_UP.V1_DN																																			
6309	SC5D	sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]												MTOR_UP.V1_UP																																													
4931	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]													GCNP_SHH_UP_EARLY.V1_UP																																												
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]														TBK1.DF_DN																															ESC_J1_UP_LATE.V1_UP												
9748	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]														TBK1.DF_DN																																											
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]															SIRNA_EIF4GI_UP																																										
2058	EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]															SIRNA_EIF4GI_UP																																										
4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]															SIRNA_EIF4GI_UP																																										
3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]																E2F1_UP.V1_DN					RB_P130_DN.V1_DN							MTOR_UP.N4.V1_UP			EIF4E_UP																										
30	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]																	CYCLIN_D1_UP.V1_DN																																								
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]																	CYCLIN_D1_UP.V1_DN																																								
7170	TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]																	CYCLIN_D1_UP.V1_DN																																								
4976	OPA1	OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]																		PIGF_UP.V1_UP																																							
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]																			CRX_DN.V1_DN	NRL_DN.V1_DN				IL15_UP.V1_UP									CRX_NRL_DN.V1_DN																IL2_UP.V1_UP								
217	ALDH2	aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]																				NRL_DN.V1_DN																																					
1653	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]																					RB_P130_DN.V1_DN																																				
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]																					RB_P130_DN.V1_DN																																				
4678	NASP	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]																							E2F1_UP.V1_UP																																		
54969	HPF1	histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]																							E2F1_UP.V1_UP																																		
65263	PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]																								IL15_UP.V1_UP																									IL2_UP.V1_UP								
26145	IRF2BP1	interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]																								IL15_UP.V1_UP																																	
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]																									PRC2_EED_UP.V1_DN																			ATF2_UP.V1_DN							HOXA9_DN.V1_DN				KRAS.DF.V1_DN		
10763	NES	nestin [Source:HGNC Symbol;Acc:HGNC:7756]																										LEF1_UP.V1_UP																								ATF2_UP.V1_UP							
2318	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]																										LEF1_UP.V1_UP																															
847	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]																											P53_DN.V1_UP																									KRAS.DF.V1_UP					
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]																											P53_DN.V1_UP																														
31	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]																												MTOR_UP.N4.V1_UP																ATF2_UP.V1_DN													
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]																													ERBB2_UP.V1_DN																												
55236	UBA6	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]																													ERBB2_UP.V1_DN																												
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]																															EIF4E_UP																										
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]																																RB_DN.V1_DN																									
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																																RB_DN.V1_DN																									
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]																																		CSR_EARLY_UP.V1_DN		STK33_SKM_DN																					
8091	HMGA2	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]																																			RB_P130_DN.V1_UP	STK33_SKM_DN									ESC_J1_UP_LATE.V1_UP												
5074	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]																																				STK33_SKM_DN																					
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]																																					ALK_DN.V1_DN																				
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]																																					ALK_DN.V1_DN																				
7150	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]																																						CSR_EARLY_UP.V1_UP																			
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]																																						CSR_EARLY_UP.V1_UP																			
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]																																							PKCA_DN.V1_DN																		
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																																											MTOR_UP.V1_DN														
10120	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]																																														RAPA_EARLY_UP.V1_DN											
4000	LMNA	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]																																														RAPA_EARLY_UP.V1_DN											
8805	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]																																															JNK_DN.V1_UP										EGFR_UP.V1_DN
7247	TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]																																															JNK_DN.V1_UP										
3831	KLC1	kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]																																																CYCLIN_D1_KE_.V1_UP									
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]																																																			HOXA9_DN.V1_DN					LTE2_UP.V1_DN	EGFR_UP.V1_DN
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]																																																							KRAS.DF.V1_DN		
7750	ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]																																																								LTE2_UP.V1_DN	
10128	LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]																																																									
8899	PRPF4B	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]																																																									
1431	CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]																																																									
65083	NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]																																																									
5781	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]																																																									
5834	PYGB	glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]																																																									
85440	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]																																																									
10061	ABCF2	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]																																																									
10376	TUBA1B	tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]																																																									
10552	ARPC1A	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]																																																									
10594	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]																																																									
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]																																																									
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]																																																									
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]																																																									
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]																																																									
10989	IMMT	inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]																																																									
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																																																									
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]																																																									
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]																																																									
2091	FBL	fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]																																																									
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																																																									
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]																																																									
22803	XRN2	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]																																																									
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]																																																									
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]																																																									
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																																																									
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]																																																									
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]																																																									
25873	RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]																																																									
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]																																																									
27044	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]																																																									
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																																																									
29894	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]																																																									
3068	HDGF	heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]																																																									
3308	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]																																																									
3939	LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]																																																									
4134	MAP4	microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]																																																									
445815	PALM2AKAP2	PALM2 and AKAP2 fusion [Source:HGNC Symbol;Acc:HGNC:33529]																																																									
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]																																																									
4670	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]																																																									
47	ACLY	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]																																																									
493856	CISD2	CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]																																																									
51510	CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]																																																									
51602	NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]																																																									
5162	PDHB	pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]																																																									
54890	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]																																																									
55651	NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]																																																									
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]																																																									
55920	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]																																																									
56893	UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]																																																									
57062	DDX24	DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]																																																									
5976	UPF1	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]																																																									
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]																																																									
6156	RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]																																																									
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]																																																									
6224	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]																																																									
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]																																																									
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]																																																									
6294	SAFB	scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]																																																									
6500	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]																																																									
7167	TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]																																																									
7175	TPR	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]																																																									
7203	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]																																																									
7332	UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]																																																									
7411	VBP1	VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]																																																									
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]																																																									
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]																																																									
7555	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]																																																									
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]																																																									
7919	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]																																																									
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]																																																									
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]																																																									
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]																																																									
87	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]																																																									
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]																																																									
9656	MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]																																																									
9789	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]																																																									
9904	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]																																																									
