
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]				REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_			REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_															REACTOME_METABOLISM_OF_STEROIDS						REACTOME_METABOLISM_OF_LIPIDS			
9208	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]					REACTOME_INNATE_IMMUNE_SYSTEM													REACTOME_DISEASE													
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]						REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S				REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_INFECTIOUS_DISEASE	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY		REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_DISEASE	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		REACTOME_INFLUENZA_INFECTION	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_TRANSLATION		
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]						REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S				REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_INFECTIOUS_DISEASE	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY		REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_DISEASE	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		REACTOME_INFLUENZA_INFECTION	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_TRANSLATION		
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]									REACTOME_DNA_REPAIR	REACTOME_PROTEIN_UBIQUITINATION																				REACTOME_DEUBIQUITINATION	
54890	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]									REACTOME_DNA_REPAIR																						
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]												REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES																			
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]														REACTOME_INFECTIOUS_DISEASE				REACTOME_DISEASE													
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM															
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																															
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]																															
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]																															
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																															
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]																															
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]																															
