
3939	LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]		MODULE_151	MODULE_83	MODULE_114									MODULE_321											MODULE_306				MODULE_43														MODULE_93												MODULE_212	MODULE_286																									
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]		MODULE_151	MODULE_83	MODULE_114																			MODULE_126																																																									
30	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]		MODULE_151	MODULE_83	MODULE_114																								MODULE_43																																																				
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]		MODULE_151	MODULE_83	MODULE_114																																																															MODULE_62													
7203	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]		MODULE_151	MODULE_83	MODULE_114																																																																												
10128	LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]		MODULE_151		MODULE_114					MODULE_8	MODULE_17																MODULE_15																																																						
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]			MODULE_83		MODULE_32							MODULE_29																																																																				
3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]			MODULE_83																					MODULE_306				MODULE_43														MODULE_93												MODULE_212	MODULE_286																									
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]					MODULE_32			MODULE_244									MODULE_133	MODULE_110	MODULE_35						MODULE_159								MODULE_160																																															
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]					MODULE_32										MODULE_331										MODULE_159																																																							
7112	TMPO	thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]					MODULE_32											MODULE_198				MODULE_252	MODULE_352																																																											
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]					MODULE_32																				MODULE_159																																																							
7919	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]					MODULE_32																																																																				MODULE_9							
23760	PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]						MODULE_18																				MODULE_15																																																						
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]						MODULE_18																																							MODULE_52		MODULE_5												MODULE_1		MODULE_2		MODULE_6						MODULE_84					MODULE_38					MODULE_12	
9656	MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]						MODULE_18																																																																								MODULE_13		
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]							MODULE_419	MODULE_244					MODULE_321										MODULE_126																															MODULE_212																										
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]							MODULE_419						MODULE_321	MODULE_524																																																																		
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]							MODULE_419							MODULE_524																													MODULE_202																																					
2318	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]							MODULE_419							MODULE_524																																																																		
3978	LIG1	DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]								MODULE_244			MODULE_98					MODULE_198		MODULE_110	MODULE_35	MODULE_252																																					MODULE_158	MODULE_125																						
8899	PRPF4B	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]								MODULE_244			MODULE_98					MODULE_198				MODULE_252												MODULE_277					MODULE_183							MODULE_303					MODULE_229																															
9493	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]								MODULE_244			MODULE_98					MODULE_198				MODULE_252																		MODULE_438		MODULE_54														MODULE_212														MODULE_124				MODULE_397								
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]									MODULE_8				MODULE_321									MODULE_543												MODULE_164	MODULE_324												MODULE_5																MODULE_6																	
6309	SC5D	sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]									MODULE_8																																	MODULE_93																																						
8091	HMGA2	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]									MODULE_8																																																																							
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]										MODULE_17							MODULE_133									MODULE_15				MODULE_16																																		MODULE_322																
5917	RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]										MODULE_17																																																																						
10594	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]											MODULE_98					MODULE_198				MODULE_252																	MODULE_183																																											
7247	TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]											MODULE_98					MODULE_198				MODULE_252																				MODULE_54																																								
4678	NASP	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]											MODULE_98					MODULE_198				MODULE_252																																																												
7175	TPR	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]											MODULE_98										MODULE_352																																																											
10120	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]											MODULE_98																											MODULE_438																										MODULE_322																
6294	SAFB	scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]											MODULE_98																																																																					
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]													MODULE_321																																																																			
23603	CORO1C	coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]													MODULE_321																																																																			
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]															MODULE_331												MODULE_97		MODULE_182			MODULE_277																																																
57187	THOC2	THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]															MODULE_331																	MODULE_277																																																
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]															MODULE_331																																																																	
2058	EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]																	MODULE_133	MODULE_110	MODULE_35														MODULE_160																																															
5903	RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]																					MODULE_352																																																									MODULE_13		
3068	HDGF	heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]																							MODULE_126								MODULE_61																																															MODULE_13		
10376	TUBA1B	tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]																							MODULE_126								MODULE_61																																																	
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]																								MODULE_306																																																					MODULE_206			
5781	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]																											MODULE_97		MODULE_182																																					MODULE_358				MODULE_261					MODULE_205					
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																											MODULE_97		MODULE_182																																					MODULE_358				MODULE_261										
4976	OPA1	OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]																											MODULE_97		MODULE_182																																														MODULE_205					
847	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]																												MODULE_43														MODULE_93																																						
7150	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]																															MODULE_61																																																	
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]																																			MODULE_324	MODULE_179					MODULE_532					MODULE_459		MODULE_378		MODULE_317		MODULE_255		MODULE_212															MODULE_84											
65263	PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]																																				MODULE_179					MODULE_532					MODULE_459		MODULE_378		MODULE_317		MODULE_255				MODULE_136				MODULE_69					MODULE_37															
5834	PYGB	glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]																																				MODULE_179					MODULE_532					MODULE_459		MODULE_378		MODULE_317		MODULE_255				MODULE_136				MODULE_69					MODULE_37															
22803	XRN2	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]																																				MODULE_179					MODULE_532					MODULE_459		MODULE_378		MODULE_317		MODULE_255				MODULE_136				MODULE_69					MODULE_37															
55023	PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]																																				MODULE_179					MODULE_532					MODULE_459		MODULE_378		MODULE_317		MODULE_255								MODULE_69																				
3831	KLC1	kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]																																						MODULE_438																																										
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]																																							MODULE_81																																									
10808	HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]																																								MODULE_54											MODULE_105																													
8805	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]																																								MODULE_54																															MODULE_239									
10963	STIP1	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]																																																			MODULE_105																													
4134	MAP4	microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]																																																								MODULE_136				MODULE_69					MODULE_37															
10528	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]																																																								MODULE_136																								
4000	LMNA	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]																																																											MODULE_1																					
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]																																																													MODULE_2																		MODULE_12	
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																																																																			MODULE_62													
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]																																																																					MODULE_84											MODULE_45
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]																																																																							MODULE_239									
65083	NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]																																																																								MODULE_397								
9789	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]																																																																													MODULE_206			
31	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]																																																																														MODULE_13		
55236	UBA6	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]																																																																																
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]																																																																																
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]																																																																																
25932	CLIC4	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]																																																																																
4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]																																																																																
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]																																																																																
217	ALDH2	aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]																																																																																
7332	UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]																																																																																
7555	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]																																																																																
10112	KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]																																																																																
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]																																																																																
10763	NES	nestin [Source:HGNC Symbol;Acc:HGNC:7756]																																																																																
10801	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]																																																																																
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]																																																																																
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]																																																																																
1431	CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]																																																																																
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]																																																																																
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																																																																																
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]																																																																																
23215	PRRC2C	proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]																																																																																
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																																																																																
23435	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]																																																																																
25873	RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]																																																																																
26145	IRF2BP1	interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]																																																																																
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]																																																																																
3308	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]																																																																																
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]																																																																																
4670	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]																																																																																
4931	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]																																																																																
493856	CISD2	CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]																																																																																
51510	CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]																																																																																
51574	LARP7	La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]																																																																																
51602	NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]																																																																																
5162	PDHB	pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]																																																																																
54969	HPF1	histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]																																																																																
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]																																																																																
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]																																																																																
55920	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]																																																																																
56893	UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]																																																																																
57062	DDX24	DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]																																																																																
5976	UPF1	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]																																																																																
6156	RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]																																																																																
6238	RRBP1	ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]																																																																																
6500	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]																																																																																
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																																																																																
7170	TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]																																																																																
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]																																																																																
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]																																																																																
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]																																																																																
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]																																																																																
80155	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]																																																																																
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]																																																																																
85440	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]																																																																																
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]																																																																																
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]																																																																																
9360	PPIG	peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]																																																																																
9748	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]																																																																																
9904	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]																																																																																
