
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	GO_RNA_BINDING				GO_STRUCTURAL_MOLECULE_ACTIVITY							GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING			GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	GO_KINASE_BINDING					GO_TRANSLATION_REGULATOR_ACTIVITY									GO_SIGNALING_RECEPTOR_BINDING	GO_MRNA_BINDING							
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	GO_RNA_BINDING				GO_STRUCTURAL_MOLECULE_ACTIVITY									GO_PROTEIN_DOMAIN_SPECIFIC_BINDING		GO_KINASE_BINDING														GO_SIGNALING_RECEPTOR_BINDING								
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	GO_RNA_BINDING				GO_STRUCTURAL_MOLECULE_ACTIVITY																									GO_SIGNALING_RECEPTOR_BINDING	GO_MRNA_BINDING							
6133	RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]	GO_RNA_BINDING				GO_STRUCTURAL_MOLECULE_ACTIVITY																																	
6124	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	GO_RNA_BINDING				GO_STRUCTURAL_MOLECULE_ACTIVITY																																	
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]	GO_RNA_BINDING									GO_LIGASE_ACTIVITY																												
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]	GO_RNA_BINDING										GO_CADHERIN_BINDING									GO_CELL_ADHESION_MOLECULE_BINDING																		
10155	TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]	GO_RNA_BINDING													GO_PROTEIN_DOMAIN_SPECIFIC_BINDING												GO_KINASE_ACTIVITY			GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS				GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING					
79882	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	GO_RNA_BINDING																											GO_SINGLE_STRANDED_RNA_BINDING										
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]	GO_RNA_BINDING																													GO_SIGNALING_RECEPTOR_BINDING								
5094	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	GO_RNA_BINDING																														GO_MRNA_BINDING		GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING					
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	GO_RNA_BINDING																															GO_GTPASE_REGULATOR_ACTIVITY					GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]	GO_RNA_BINDING																																					
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	GO_RNA_BINDING																																					
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	GO_RNA_BINDING																																					
4640	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]		GO_CYTOSKELETAL_PROTEIN_BINDING	GO_RIBONUCLEOTIDE_BINDING				GO_ACTIN_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING										GO_MOTOR_ACTIVITY			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES			GO_ACTIN_FILAMENT_BINDING													
24137	KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]		GO_CYTOSKELETAL_PROTEIN_BINDING	GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING											GO_MOTOR_ACTIVITY			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES																
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]		GO_CYTOSKELETAL_PROTEIN_BINDING			GO_STRUCTURAL_MOLECULE_ACTIVITY		GO_ACTIN_BINDING		GO_PROTEIN_CONTAINING_COMPLEX_BINDING					GO_PROTEIN_DOMAIN_SPECIFIC_BINDING				GO_SPECTRIN_BINDING																				
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_BINDING		GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_CADHERIN_BINDING									GO_CELL_ADHESION_MOLECULE_BINDING					GO_ACTIN_FILAMENT_BINDING													
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_BINDING		GO_PROTEIN_CONTAINING_COMPLEX_BINDING																GO_ACTIN_FILAMENT_BINDING													
23271	CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]		GO_CYTOSKELETAL_PROTEIN_BINDING							GO_PROTEIN_CONTAINING_COMPLEX_BINDING									GO_SPECTRIN_BINDING																				
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]		GO_CYTOSKELETAL_PROTEIN_BINDING							GO_PROTEIN_CONTAINING_COMPLEX_BINDING																													
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]		GO_CYTOSKELETAL_PROTEIN_BINDING												GO_PROTEIN_DOMAIN_SPECIFIC_BINDING		GO_KINASE_BINDING														GO_SIGNALING_RECEPTOR_BINDING			GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING					
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]		GO_CYTOSKELETAL_PROTEIN_BINDING												GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																								
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]			GO_RIBONUCLEOTIDE_BINDING			GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS		GO_ADENYL_NUCLEOTIDE_BINDING		GO_LIGASE_ACTIVITY							GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA							GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA						GO_SIGNALING_RECEPTOR_BINDING								
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]			GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING															GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR			GO_KINASE_ACTIVITY			GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS									
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]			GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING															GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR			GO_KINASE_ACTIVITY			GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS									
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]			GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING																		GO_KINASE_ACTIVITY			GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS						GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H			
5447	POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]			GO_RIBONUCLEOTIDE_BINDING																								GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING								GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H			
22820	COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]					GO_STRUCTURAL_MOLECULE_ACTIVITY																																	
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]									GO_PROTEIN_CONTAINING_COMPLEX_BINDING																					GO_SIGNALING_RECEPTOR_BINDING				GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		GO_UNFOLDED_PROTEIN_BINDING		GO_ANTIGEN_BINDING
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]									GO_PROTEIN_CONTAINING_COMPLEX_BINDING																									GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY				
8260	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]									GO_PROTEIN_CONTAINING_COMPLEX_BINDING																													
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]											GO_CADHERIN_BINDING									GO_CELL_ADHESION_MOLECULE_BINDING												GO_GTPASE_REGULATOR_ACTIVITY					GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]														GO_PROTEIN_DOMAIN_SPECIFIC_BINDING													GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING											
80014	WWC2	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]																GO_KINASE_BINDING																						
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]																GO_KINASE_BINDING																						
84952	CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]																			GO_MOTOR_ACTIVITY			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES																
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																																GO_GTPASE_REGULATOR_ACTIVITY					GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	
7265	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]																																				GO_UNFOLDED_PROTEIN_BINDING		
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]																																						GO_ANTIGEN_BINDING
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]																																						
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]																																						
7417	VDAC2	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]																																						
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]																																						
83786	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]																																						
84836	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]																																						
