
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]											
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]											
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]											
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]											
10155	TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]											
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]											
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]											
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]											
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]											
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]											
22820	COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]											
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]											
23271	CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]											
24137	KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]											
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]											
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]											
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]											
4640	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]											
5094	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]											
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]											
5447	POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]											
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]											
7265	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]											
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]											
79882	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]											
80014	WWC2	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]											
8260	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]											
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]											
83786	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]											
84836	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]											
84952	CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]											
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]											
8899	PRPF4B	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]											
