Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	638	Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:dph, GOC:tb]	11	0.0172	5.93E-8	1.21E-5
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	106	The targeting of proteins to a membrane that occurs during translation. The transport of most secretory proteins, particularly those with more than 100 amino acids, into the endoplasmic reticulum lumen occurs in this manner, as does the import of some proteins into mitochondria. [ISBN:0716731363, PMID:10512867, PMID:16896215]	6	0.0566	7.61E-8	1.52E-5
GO_PROTEIN_LOCALIZATION_TO_NUCLEUS	277	A process in which a protein transports or maintains the localization of another protein to the nucleus. [GOC:ecd]	8	0.0289	8.88E-8	1.73E-5
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	666	Any process that modulates the rate or extent of progress through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	11	0.0165	9.14E-8	1.73E-5
GO_REGULATION_OF_CELL_CYCLE	1226	Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]	14	0.0114	1.34E-7	2.48E-5
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	121	The directed movement of a protein to a specific location in the endoplasmic reticulum. [GOC:mah]	6	0.0496	1.67E-7	3.02E-5
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	559	Any process that modulates the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	10	0.0179	1.77E-7	3.12E-5
GO_MEMBRANE_ORGANIZATION	937	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	12	0.0128	3.49E-7	6.01E-5
GO_DNA_METABOLIC_PROCESS	943	Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides. [ISBN:0198506732]	12	0.0127	3.74E-7	6.29E-5
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	149	A process in which a protein is transported to, or maintained in, a location within the endoplasmic reticulum. [GOC:mah]	6	0.0403	5.72E-7	9.42E-5
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	357	Any process that modulates the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]	8	0.0224	6.09E-7	9.64E-5
GO_ORGANIC_ACID_METABOLIC_PROCESS	1183	The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]	13	0.0110	6.11E-7	9.64E-5
GO_REGULATION_OF_PROTEIN_LOCALIZATION	994	Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location. [GOC:dph, GOC:mah, GOC:tb]	12	0.0121	6.51E-7	1.01E-4
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1011	Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell. [GOC:dph, GOC:tb]	12	0.0119	7.77E-7	1.18E-4
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	509	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]	9	0.0177	8.37E-7	1.22E-4
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1217	Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]	13	0.0107	8.38E-7	1.22E-4
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	87	The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG. [ISBN:0716731363, PMID:16510524]	5	0.0575	9.08E-7	1.3E-4
GO_REGULATION_OF_SPINDLE_ORGANIZATION	38	Any process that modulates the rate, frequency or extent of the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle. [GOC:ascb_2009, GOC:dph, GOC:tb]	4	0.1053	1.03E-6	1.45E-4
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	534	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances. [GOC:jl]	9	0.0169	1.24E-6	1.71E-4
GO_ORGANELLE_ASSEMBLY	878	The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane. [GOC:mah]	11	0.0125	1.39E-6	1.88E-4
GO_EXOCYTOSIS	914	A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell. [GOC:mah, ISBN:0716731363, PMID:22323285]	11	0.0120	2.05E-6	2.72E-4
GO_CELLULAR_RESPIRATION	187	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration). [GOC:das, ISBN:0140513590, ISBN:0198506732]	6	0.0321	2.15E-6	2.81E-4
GO_REGULATION_OF_PROTEIN_STABILITY	295	Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation. [GOC:dph, GOC:mah, GOC:tb]	7	0.0237	2.19E-6	2.81E-4
GO_DNA_BIOSYNTHETIC_PROCESS	191	The cellular DNA metabolic process resulting in the formation of DNA, deoxyribonucleic acid, one of the two main types of nucleic acid, consisting of a long unbranched macromolecule formed from one or two strands of linked deoxyribonucleotides, the 3'-phosphate group of each constituent deoxyribonucleotide being joined in 3',5'-phosphodiester linkage to the 5'-hydroxyl group of the deoxyribose moiety of the next one. [GOC:mah]	6	0.0314	2.43E-6	3.03E-4
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	1129	The aggregation, arrangement and bonding together of a set of components to form a protein complex, occurring at the level of an individual cell. [GOC:jl]	12	0.0106	2.44E-6	3.03E-4
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	591	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]	9	0.0152	2.84E-6	3.45E-4
GO_AMINO_ACID_ACTIVATION	49	The modification of an amino acid to an active form, for incorporation into a peptide, protein or other macromolecule. [GOC:jl]	4	0.0816	2.91E-6	3.45E-4
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	49	The directed movement of a protein to a specific location in the mitochondrial membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]	4	0.0816	2.91E-6	3.45E-4
GO_CELL_DIVISION	603	The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells. [GOC:di, GOC:go_curators, GOC:pr]	9	0.0149	3.35E-6	3.9E-4
GO_SECRETION	1618	The controlled release of a substance by a cell or a tissue. [GOC:ai]	14	0.0087	3.59E-6	4.08E-4
GO_SPINDLE_ASSEMBLY	115	The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart. [GOC:ai, GOC:expert_rg, GOC:mtg_sensu, GOC:tb]	5	0.0435	3.61E-6	4.08E-4
GO_CYTOSKELETON_ORGANIZATION	1396	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]	13	0.0093	3.79E-6	4.22E-4
GO_PROTEIN_TARGETING_TO_MEMBRANE	207	The process of directing proteins towards a membrane, usually using signals contained within the protein. [GOC:curators]	6	0.0290	3.86E-6	4.22E-4
GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	322	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	7	0.0217	3.9E-6	4.22E-4
GO_REGULATION_OF_CELL_CYCLE_PROCESS	791	Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]	10	0.0126	4.02E-6	4.29E-4
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	337	Any process that activates or increases the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	7	0.0208	5.25E-6	5.52E-4
GO_RNA_PROCESSING	1442	Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules. [GOC:mah]	13	0.0090	5.38E-6	5.58E-4
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	221	Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]	6	0.0271	5.62E-6	5.75E-4
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	127	Any process that modulates the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]	5	0.0394	5.87E-6	5.93E-4
GO_REGULATION_OF_CATABOLIC_PROCESS	1030	Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	11	0.0107	6.37E-6	6.35E-4
GO_MICROTUBULE_BASED_PROCESS	852	Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. [GOC:mah]	10	0.0117	7.7E-6	7.58E-4
GO_RNA_LOCALIZATION	235	A process in which RNA is transported to, or maintained in, a specific location. [GOC:ai]	6	0.0255	7.98E-6	7.75E-4
GO_REGULATION_OF_CELL_DEATH	1746	Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death. [GOC:dph, GOC:tb]	14	0.0080	8.56E-6	8.02E-4
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	238	Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex. [GOC:mah]	6	0.0252	8.58E-6	8.02E-4
GO_RRNA_METABOLIC_PROCESS	238	The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes. [ISBN:0198506732]	6	0.0252	8.58E-6	8.02E-4
GO_MITOTIC_SPINDLE_ASSEMBLY	65	Mitotic bipolar spindle assembly begins with spindle microtubule nucleation from the separated spindle pole body, includes spindle elongation during prometaphase, and is complete when all kinetochores are stably attached the spindle, and the spindle assembly checkpoint is satisfied. [GOC:tb, GOC:vw]	4	0.0615	9.09E-6	8.29E-4
GO_PROTEIN_INSERTION_INTO_MEMBRANE	65	The process that results in the incorporation of a protein into a biological membrane.  Incorporation in this context means having some part or covalently attached group that is inserted into the the hydrophobic region of one or both bilayers. [GOC:ai]	4	0.0615	9.09E-6	8.29E-4
GO_GOLGI_VESICLE_TRANSPORT	374	The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles. [GOC:jid, ISBN:0716731363, PMID:10219233]	7	0.0187	1.03E-5	9.31E-4
GO_PLATELET_MORPHOGENESIS	22	Generation and organization of a platelet, a non-nucleated disk-shaped cell formed by extrusion from megakaryocytes, found in the blood of all mammals, and mainly involved in blood coagulation. [CL:0000233, GOC:BHF, GOC:vk]	3	0.1364	1.15E-5	1.02E-3
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	69	Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process. [GOC:obol]	4	0.0580	1.15E-5	1.02E-3
GO_STRESS_GRANULE_ASSEMBLY	23	The aggregation, arrangement and bonding together of proteins and RNA molecules to form a stress granule. [GOC:mah, PMID:17392519]	3	0.1304	1.32E-5	1.15E-3
GO_DOUBLE_STRAND_BREAK_REPAIR	262	The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix. [GOC:elh]	6	0.0229	1.48E-5	1.26E-3
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	396	Any process that activates or increases the rate or extent of progression through the cell cycle. [GOC:go_curators]	7	0.0177	1.49E-5	1.26E-3
GO_REGULATION_OF_SPINDLE_ASSEMBLY	24	Any process that modulates the rate, frequency or extent of spindle assembly. Spindle assembly is the aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart. [GOC:ascb_2009, GOC:dph, GOC:tb]	3	0.1250	1.5E-5	1.26E-3
GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	263	Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells. [GOC:mah]	6	0.0228	1.51E-5	1.26E-3
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	264	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells. [GOC:mah]	6	0.0227	1.54E-5	1.27E-3
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	555	Any process involved in the carrying out of an immune response by a myeloid leukocyte. [GO_REF:0000022, GOC:add, ISBN:0781735149]	8	0.0144	1.56E-5	1.27E-3
GO_NCRNA_PROCESSING	400	Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]	7	0.0175	1.59E-5	1.27E-3
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	400	Any process that activates or increases the frequency, rate or extent of establishment of protein localization. [GO_REF:0000058, GOC:TermGenie, PMID:22761445]	7	0.0175	1.59E-5	1.27E-3
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1861	Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids. [GOC:go_curators]	14	0.0075	1.75E-5	1.38E-3
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	278	The chemical reactions and pathways by which a cell derives energy from organic compounds; results in the oxidation of the compounds from which energy is released. [GOC:mah]	6	0.0216	2.06E-5	1.6E-3
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	80	Any process that activates or increases the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]	4	0.0500	2.08E-5	1.6E-3
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	167	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]	5	0.0299	2.21E-5	1.69E-3
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	980	Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. [GOC:jl]	10	0.0102	2.56E-5	1.94E-3


