Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_ACTIN_FILAMENT_BINDING	206	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits. [ISBN:0198506732]	11	0.0534	3.26E-10	4.25E-8
GO_MOTOR_ACTIVITY	132	Catalysis of the generation of force resulting either in movement along a microfilament or microtubule, or in torque resulting in membrane scission, coupled to the hydrolysis of a nucleoside triphosphate. [GOC:mah, GOC:vw, ISBN:0815316194, PMID:11242086]	8	0.0606	3.4E-8	4.12E-6
GO_STRUCTURAL_MOLECULE_ACTIVITY	709	The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]	15	0.0212	6.17E-8	6.98E-6
GO_TUBULIN_BINDING	365	Interacting selectively and non-covalently with monomeric or multimeric forms of tubulin, including microtubules. [GOC:clt]	11	0.0301	1.21E-7	1.28E-5
GO_LIGASE_ACTIVITY	165	Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient. [EC:6, GOC:mah]	8	0.0485	1.91E-7	1.91E-5
GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	385	Catalytic activity that acts to modify RNA. [GOC:molecular_function_refactoring, GOC:pdt]	11	0.0286	2.06E-7	1.94E-5
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	41	Catalysis of the joining of two molecules via a carbon-oxygen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate. [EC:6.1, GOC:mah]	5	0.1220	4.18E-7	3.73E-5
GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	655	Interacting selectively and non-covalently with an identical protein to form a homodimer. [GOC:jl]	13	0.0198	9.95E-7	8.44E-5
GO_PROTEIN_DIMERIZATION_ACTIVITY	1023	The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits. [ISBN:0198506732]	16	0.0156	1.25E-6	1.01E-4
GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	24	Catalysis of the reaction: ATP + H2O = ADP + phosphate. This reaction requires the presence of an actin filament to accelerate release of ADP and phosphate. [GOC:mah]	4	0.1667	1.74E-6	1.35E-4
GO_MICROFILAMENT_MOTOR_ACTIVITY	29	Catalysis of movement along a microfilament, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP). [GOC:mah, ISBN:0815316194]	4	0.1379	3.84E-6	2.84E-4
GO_SINGLE_STRANDED_DNA_BINDING	114	Interacting selectively and non-covalently with single-stranded DNA. [GOC:elh, GOC:vw, PMID:22976174]	6	0.0526	4.23E-6	2.99E-4
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	186	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	7	0.0376	6.11E-6	4.14E-4
GO_MICROTUBULE_BINDING	265	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers. [GOC:krc]	8	0.0302	6.64E-6	4.33E-4
GO_RAC_GTPASE_BINDING	73	Interacting selectively and non-covalently with Rac protein, any member of the Rac subfamily of the Ras superfamily of monomeric GTPases. [GOC:ebc, PMID:11702775]	5	0.0685	7.62E-6	4.79E-4
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	35	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	4	0.1143	8.33E-6	5.05E-4
GO_DOUBLE_STRANDED_RNA_BINDING	76	Interacting selectively and non-covalently with double-stranded RNA. [GOC:jl]	5	0.0658	9.3E-6	5.44E-4
GO_ADP_BINDING	38	Interacting selectively and non-covalently with ADP, adenosine 5'-diphosphate. [GOC:jl]	4	0.1053	1.16E-5	6.59E-4
GO_TRANSLATION_REGULATOR_ACTIVITY	139	Any molecular function involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:ai]	6	0.0432	1.32E-5	7.14E-4
GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	13	Stops, prevents or reduces the activity of a phospholipase, an enzyme that catalyzes of the hydrolysis of a phospholipid. [GOC:ai, GOC:rl]	3	0.2308	1.35E-5	7.14E-4
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	43	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	4	0.0930	1.92E-5	9.87E-4
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	153	Interacting selectively and non-covalently with a protein upon post-translation modification of the target protein. [PMID:26060076]	6	0.0392	2.28E-5	1.14E-3
GO_U6_SNRNA_BINDING	16	Interacting selectively and non-covalently with the U6 small nuclear RNA (U6 snRNA). [GOC:mah]	3	0.1875	2.62E-5	1.27E-3
GO_TRANSCRIPTION_FACTOR_BINDING	642	Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription. [ISBN:0198506732]	11	0.0171	2.72E-5	1.28E-3
GO_HELICASE_ACTIVITY	160	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix. [GOC:jl]	6	0.0375	2.93E-5	1.34E-3
GO_LIPASE_INHIBITOR_ACTIVITY	18	Stops, prevents or reduces the activity of a lipase, an enzyme that catalyzes of the hydrolysis of a lipid. [GOC:BHF, GOC:rl]	3	0.1667	3.79E-5	1.69E-3
GO_NAD_BINDING	55	Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH. [GOC:ai]	4	0.0727	5.13E-5	2.23E-3
GO_MRNA_BINDING	574	Interacting selectively and non-covalently with messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns. [GOC:kmv, GOC:pr, SO:0000234]	10	0.0174	5.54E-5	2.35E-3
GO_PROTEIN_C_TERMINUS_BINDING	189	Interacting selectively and non-covalently with a protein C-terminus, the end of any peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	6	0.0317	7.41E-5	3.07E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	123	Catalytic activity that acts to modify a tRNA. [GOC:molecular_function_refactoring, GOC:pdt]	5	0.0407	9.47E-5	3.83E-3
GO_OXIDOREDUCTASE_ACTIVITY	751	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]	11	0.0146	1.1E-4	4.34E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA	204	Catalytic activity that acts to modify DNA. [GOC:molecular_function_refactoring, GOC:pdt]	6	0.0294	1.13E-4	4.35E-3
GO_AMINOACYLASE_ACTIVITY	5	Catalysis of the reaction: an N-acyl-L-amino acid + H2O = a carboxylate + an L-amino acid. [EC:3.5.1.14]	2	0.4000	1.33E-4	5E-3
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	316	Interacting selectively and non-covalently with a ubiquitin-like protein ligase, such as ubiquitin-ligase. [GOC:jl]	7	0.0222	1.76E-4	6.5E-3
GO_MICROTUBULE_MOTOR_ACTIVITY	77	Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP). [GOC:mah, ISBN:0815316194]	4	0.0519	1.91E-4	6.76E-3
GO_RNA_HELICASE_ACTIVITY	77	Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix. [EC:3.6.4.13, GOC:jl]	4	0.0519	1.91E-4	6.76E-3
GO_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY	6	Stops, prevents or reduces the activity of the enzyme phospholipase A2. [GOC:ai]	2	0.3333	1.99E-4	6.88E-3
GO_SNORNA_BINDING	32	Interacting selectively and non-covalently with small nucleolar RNA. [GOC:mah]	3	0.0938	2.22E-4	7.53E-3
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	84	Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome. [GOC:ai, GOC:vw]	4	0.0476	2.67E-4	8.89E-3
GO_RHO_GTPASE_BINDING	162	Interacting selectively and non-covalently with Rho protein, any member of the Rho subfamily of the Ras superfamily of monomeric GTPases. Proteins in the Rho subfamily are involved in relaying signals from cell-surface receptors to the actin cytoskeleton. [ISBN:0198547684, PMID:12581856]	5	0.0309	3.42E-4	1.11E-2
GO_SINGLE_STRANDED_RNA_BINDING	90	Interacting selectively and non-covalently with single-stranded RNA. [GOC:jl]	4	0.0444	3.48E-4	1.11E-2
GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	8	Interacting selectively and non-covalently with a protein upon poly-ubiquitination formed by linkages between lysine residues at position 48 in the target protein. [GOC:al, PMID:20739285]	2	0.2500	3.69E-4	1.16E-2
GO_SIGNALING_RECEPTOR_BINDING	1654	Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]	16	0.0097	3.96E-4	1.22E-2
GO_KINASE_BINDING	752	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group. [GOC:jl]	10	0.0133	4.84E-4	1.47E-2
GO_ENZYME_REGULATOR_ACTIVITY	1059	Binds to and modulates the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	12	0.0113	5.6E-4	1.67E-2
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	109	Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:dph, GOC:tb, GOC:vw]	4	0.0367	7.17E-4	2.1E-2
GO_PRE_MRNA_INTRONIC_BINDING	12	Interacting selectively and non-covalently with an intronic sequence of a pre-messenger RNA (pre-mRNA). [GOC:ans, PMID:16260624]	2	0.1667	8.61E-4	2.46E-2
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	51	Interacting selectively and non-covalently with a protein upon poly-ubiquitination of the target protein. [GOC:pg]	3	0.0588	8.85E-4	2.46E-2
GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	51	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	3	0.0588	8.85E-4	2.46E-2
GO_GTPASE_BINDING	547	Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP. [GOC:ai]	8	0.0146	9.75E-4	2.63E-2
GO_ANNEALING_ACTIVITY	13	A nucleic acid binding activity that brings together complementary sequences of nucleic acids so that they pair by hydrogen bonds to form a double-stranded polynucleotide. [GOC:mba, Wikipedia:Nucleic_acid_thermodynamicsAnnealing]	2	0.1538	1.02E-3	2.63E-2
GO_RNA_STEM_LOOP_BINDING	13	Interacting selectively and non-covalently with a stem-loop in an RNA molecule. An RNA stem-loop is a secondary RNA structure consisting of a double-stranded RNA (dsRNA) stem and a terminal loop. [GOC:sart, PMID:16568238, PMID:20455544]	2	0.1538	1.02E-3	2.63E-2
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	54	Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester, in the presence of calcium. [GOC:jl]	3	0.0556	1.05E-3	2.63E-2
GO_NADP_BINDING	54	Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH. [GOC:ai]	3	0.0556	1.05E-3	2.63E-2
GO_SNRNA_BINDING	54	Interacting selectively and non-covalently with a small nuclear RNA (snRNA). [GOC:mah]	3	0.0556	1.05E-3	2.63E-2
GO_SMALL_GTPASE_BINDING	427	Interacting selectively and non-covalently with a small monomeric GTPase. [GOC:mah]	7	0.0164	1.05E-3	2.63E-2
GO_MOLECULAR_ADAPTOR_ACTIVITY	314	The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way. [GOC:mtg_MIT_16mar07, GOC:vw]	6	0.0191	1.11E-3	2.72E-2
GO_GTPASE_ACTIVITY	326	Catalysis of the reaction: GTP + H2O = GDP + phosphate. [ISBN:0198547684, PMID:26832457, PMID:27218782]	6	0.0184	1.34E-3	3.25E-2
GO_ION_CHANNEL_BINDING	132	Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient. [GOC:BHF, GOC:jl]	4	0.0303	1.46E-3	3.49E-2
GO_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	16	Catalysis of the reaction: an aldehyde + NAD(P)+ + H2O = an acid + NAD(P)H + H+. [EC:1.2.1.5]	2	0.1250	1.55E-3	3.6E-2
GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	16	Interacting selectively and non-covalently with the insulin-like growth factor receptor. [GOC:jl]	2	0.1250	1.55E-3	3.6E-2
GO_CHROMATIN_BINDING	596	Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase. [GOC:jl, ISBN:0198506732, PMID:20404130]	8	0.0134	1.68E-3	3.84E-2
GO_HISTONE_BINDING	238	Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity. [GOC:jl]	5	0.0210	1.91E-3	4.28E-2
GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	18	Any cadherin binding that occurs as part of the process of cell-cell adhesion. [GOC:dos]	2	0.1111	1.97E-3	4.28E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	18	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	2	0.1111	1.97E-3	4.28E-2
GO_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	18	Modulates the activity of a ubiquitin-protein transferase, an enzyme that catalyzes the covalent attachment of ubiquitin to lysine in a substrate protein. [GOC:BHF, GOC:rl]	2	0.1111	1.97E-3	4.28E-2
GO_ANKYRIN_BINDING	20	Interacting selectively and non-covalently with ankyrin, a 200 kDa cytoskeletal protein that attaches other cytoskeletal proteins to integral membrane proteins. [GOC:mah, ISBN:0198506732]	2	0.1000	2.43E-3	5.09E-2
GO_C_ACYLTRANSFERASE_ACTIVITY	20	Catalysis of the transfer of an acyl group to a carbon atom on the acceptor molecule. [GOC:ai]	2	0.1000	2.43E-3	5.09E-2
GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	20	Interacting selectively and non-covalently with a ubiquitin-specific protease. [GOC:bf, GOC:PARL, PMID:24063750]	2	0.1000	2.43E-3	5.09E-2
GO_ENZYME_INHIBITOR_ACTIVITY	381	Binds to and stops, prevents or reduces the activity of an enzyme. [GOC:ai, GOC:ebc]	6	0.0157	2.92E-3	5.94E-2
GO_LYSINE_ACETYLATED_HISTONE_BINDING	22	Interacting selectively and non-covalently with a histone in which a lysine residue has been modified by acetylation. [GOC:BHF, GOC:mah, GOC:rl, PMID:17582821]	2	0.0909	2.94E-3	5.94E-2
GO_MHC_CLASS_I_PROTEIN_BINDING	22	Interacting selectively and non-covalently with major histocompatibility complex class I molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation. [GOC:jl]	2	0.0909	2.94E-3	5.94E-2
GO_SMAD_BINDING	79	Interacting selectively and non-covalently with a SMAD signaling protein. [GOC:ai]	3	0.0380	3.12E-3	6.23E-2
GO_INSULIN_RECEPTOR_BINDING	23	Interacting selectively and non-covalently with the insulin receptor. [GOC:ai]	2	0.0870	3.21E-3	6.34E-2
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	82	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium. [GOC:jid, PMID:10485905]	3	0.0366	3.47E-3	6.76E-2
GO_GUANYL_NUCLEOTIDE_BINDING	397	Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate. [ISBN:0198506732]	6	0.0151	3.57E-3	6.89E-2
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	292	Interacting selectively and non-covalently with a G protein-coupled receptor. [GOC:ceb, GOC:dph]	5	0.0171	4.58E-3	8.72E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	28	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	2	0.0714	4.75E-3	8.85E-2
GO_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE	28	The action of a molecule that contributes to the structural integrity of the nuclear pore complex, a protein-lined channel in the nuclear envelope that allows the transfer of macromolecules. [GOC:mah, PMID:25802992]	2	0.0714	4.75E-3	8.85E-2
GO_CALMODULIN_BINDING	200	Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states. [GOC:krc]	4	0.0200	6.46E-3	1.19E-1
GO_PHOSPHOLIPID_BINDING	454	Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester. [ISBN:0198506732]	6	0.0132	6.78E-3	1.24E-1
GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	457	Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y --> Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein. [GOC:mah, GOC:rn, PMID:10806345, PMID:10884686]	6	0.0131	6.99E-3	1.26E-1
GO_PROTEIN_N_TERMINUS_BINDING	107	Interacting selectively and non-covalently with a protein N-terminus, the end of any peptide chain at which the 2-amino (or 2-imino) function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	3	0.0280	7.27E-3	1.3E-1
GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	36	Interacting selectively and non-covalently with a disordered domain of a protein. [GOC:gg, PMID:11746698]	2	0.0556	7.76E-3	1.37E-1
GO_UNFOLDED_PROTEIN_BINDING	118	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	3	0.0254	9.49E-3	1.66E-1
GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	498	A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to either activate or repress the transcription of specific genes. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class modulates interactions of DNA-binding transcription factor with other transcription coregulators. [GOC:txnOH-2018, PMID:10213677, PMID:16858867, PMID:24203923, PMID:25957681, Wikipedia:Transcription_coregulator]	6	0.0120	1.04E-2	1.74E-1
GO_HSP70_PROTEIN_BINDING	42	Interacting selectively and non-covalently with Hsp70 proteins, any of a group of heat shock proteins around 70kDa in size. [ISBN:0198506732]	2	0.0476	1.05E-2	1.74E-1
GO_HSP90_PROTEIN_BINDING	42	Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size. [GOC:ai]	2	0.0476	1.05E-2	1.74E-1


