Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
MODULE_118	408	cell line expressed genes.	5	0.0123	5.46E-3	5.35E-2
MODULE_24	453	Fetal liver genes - metabolism and xenobiotics.	5	0.0110	8.39E-3	7.87E-2
MODULE_61	50	Genes in the cancer module 61.	2	0.0400	8.39E-3	7.87E-2
MODULE_57	56	Genes in the cancer module 57.	2	0.0357	1.04E-2	9.57E-2
MODULE_151	318	Genes in the cancer module 151.	4	0.0126	1.16E-2	1.05E-1
MODULE_254	60	Genes in the cancer module 254.	2	0.0333	1.19E-2	1.05E-1
MODULE_44	325	Thymus genes.	4	0.0123	1.25E-2	1.08E-1
MODULE_114	338	Protein biosynthesis and ribosomes.	4	0.0118	1.43E-2	1.21E-1
MODULE_241	73	Genes in the cancer module 241.	2	0.0274	1.73E-2	1.43E-1
MODULE_23	562	Liver genes - metabolism and xenobiotics.	5	0.0089	1.96E-2	1.59E-1
MODULE_107	79	Genes in the cancer module 107.	2	0.0253	2.01E-2	1.59E-1
MODULE_411	80	Genes in the cancer module 411.	2	0.0250	2.05E-2	1.59E-1
MODULE_235	81	AA and sulfur metabolism.	2	0.0247	2.1E-2	1.59E-1
MODULE_76	81	Inflammatory response.	2	0.0247	2.1E-2	1.59E-1
MODULE_20	83	Genes in the cancer module 20.	2	0.0241	2.2E-2	1.63E-1
MODULE_341	84	Genes in the cancer module 341.	2	0.0238	2.25E-2	1.64E-1
MODULE_204	86	Genes in the cancer module 204.	2	0.0233	2.35E-2	1.69E-1
MODULE_47	225	ECM and collagens.	3	0.0133	2.43E-2	1.72E-1
MODULE_209	89	Catabolic peptidases.	2	0.0225	2.5E-2	1.74E-1
MODULE_532	407	Blood cells and cancer expression clusters.	4	0.0098	2.61E-2	1.79E-1
MODULE_55	831	Genes in the cancer module 55.	6	0.0072	2.73E-2	1.84E-1
MODULE_88	834	Heart, liver, kidney and pancreas metabolic and xenobiotic response genes.	6	0.0072	2.77E-2	1.84E-1
MODULE_174	95	Genes in the cancer module 174.	2	0.0211	2.83E-2	1.84E-1
MODULE_172	96	Genes in the cancer module 172.	2	0.0208	2.88E-2	1.85E-1
MODULE_486	100	Genes in the cancer module 486.	2	0.0200	3.1E-2	1.95E-1
MODULE_459	431	Genes in the cancer module 459.	4	0.0093	3.13E-2	1.95E-1
MODULE_177	101	Genes in the cancer module 177.	2	0.0198	3.16E-2	1.95E-1
MODULE_378	435	Genes in the cancer module 378.	4	0.0092	3.22E-2	1.95E-1
MODULE_317	440	Genes in the cancer module 317.	4	0.0091	3.34E-2	2E-1
MODULE_54	262	Cell cycle (expression cluster).	3	0.0115	3.58E-2	2.08E-1
MODULE_255	450	Genes in the cancer module 255.	4	0.0089	3.58E-2	2.08E-1
MODULE_179	468	Blood cells and cancer expression cancer.	4	0.0085	4.04E-2	2.32E-1
MODULE_45	581	Whole blood genes.	4	0.0069	7.64E-2	4.33E-1
MODULE_94	372	Signaling.	3	0.0081	8.31E-2	4.65E-1
MODULE_93	182	Oxidoreductases.	2	0.0110	8.95E-2	4.95E-1
MODULE_53	403	Cell line expressed genes.	3	0.0074	9.97E-2	5.44E-1
MODULE_8	421	Genes in the cancer module 8.	3	0.0071	1.1E-1	5.91E-1
MODULE_26	207	Genes in the cancer module 26.	2	0.0097	1.11E-1	5.91E-1
MODULE_129	219	Signaling.	2	0.0091	1.22E-1	6.4E-1
MODULE_11	539	Genes in the cancer module 11.	3	0.0056	1.85E-1	9.58E-1
MODULE_100	543	Genes in the cancer module 100.	3	0.0055	1.88E-1	9.58E-1
MODULE_137	545	CNS genes.	3	0.0055	1.89E-1	9.58E-1
MODULE_49	292	Genes in the cancer module 49.	2	0.0068	1.91E-1	9.58E-1
MODULE_66	551	Genes in the cancer module 66.	3	0.0054	1.93E-1	9.58E-1


