Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_MICROTUBULE_BASED_PROCESS	852	Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. [GOC:mah]	9	0.0106	1.21E-5	3.5E-3
GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	84	Any process that modulates the frequency, rate or extent of sister chromatid segregation. [GOC:mah]	4	0.0476	1.25E-5	3.5E-3
GO_CELL_CYCLE_PHASE_TRANSITION	647	The cell cycle process by which a cell commits to entering the next cell cycle phase. [GOC:mtg_cell_cycle]	8	0.0124	1.25E-5	3.5E-3
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	666	Any process that modulates the rate or extent of progress through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	8	0.0120	1.54E-5	4.16E-3
GO_MEIOTIC_CELL_CYCLE_PROCESS	193	A process that is part of the meiotic cell cycle. [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]	5	0.0259	1.87E-5	4.75E-3
GO_CYTOSKELETON_ORGANIZATION	1396	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]	11	0.0079	1.89E-5	4.75E-3
GO_CHROMOSOME_SEPARATION	94	The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II). [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]	4	0.0426	1.94E-5	4.75E-3
GO_SISTER_CHROMATID_SEGREGATION	196	The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets. [GOC:ai, GOC:elh]	5	0.0255	2.01E-5	4.75E-3
GO_APOPTOTIC_PROCESS	1994	A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]	13	0.0065	2.25E-5	5.17E-3
GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	100	The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	4	0.0400	2.48E-5	5.27E-3
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1180	Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus. [GOC:dph, GOC:tb]	10	0.0085	2.55E-5	5.27E-3
GO_MEMBRANE_ORGANIZATION	937	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	9	0.0096	2.55E-5	5.27E-3
GO_PEPTIDE_CROSS_LINKING	34	The formation of a covalent cross-link between or within protein chains. [GOC:jsg]	3	0.0882	2.58E-5	5.27E-3
GO_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	5	Any process that modulates the frequency, rate or extent of phosphatidylcholine biosynthetic process. [GOC:obol]	2	0.4000	2.75E-5	5.47E-3
GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	36	Any process that set the alignment of spindle relative to other cellular structures. [GOC:ai]	3	0.0833	3.07E-5	5.91E-3
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	359	Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]	6	0.0167	3.12E-5	5.91E-3
GO_REGULATION_OF_CHROMOSOME_SEGREGATION	107	Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets. [GOC:ai]	4	0.0374	3.24E-5	5.98E-3
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	369	Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:go_curators]	6	0.0163	3.64E-5	6.56E-3
GO_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION	6	The cell cycle process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets during the meiotic cell cycle in a female. [GOC:ai]	2	0.3333	4.11E-5	7.08E-3
GO_POSITIVE_REGULATION_OF_MICROTUBULE_BINDING	6	Any process that activates or increases the frequency, rate or extent of microtubule binding. [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:24520051]	2	0.3333	4.11E-5	7.08E-3
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	771	Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds. [GOC:ai]	8	0.0104	4.34E-5	7.31E-3
GO_REGULATION_OF_CATABOLIC_PROCESS	1030	Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	9	0.0087	5.32E-5	8.75E-3
GO_MAINTENANCE_OF_DNA_METHYLATION	7	Any process involved in maintaining the methylation state of a nucleotide sequence. [PMID:11898023]	2	0.2857	5.75E-5	9.13E-3
GO_REGULATION_OF_HYDROLASE_ACTIVITY	1302	Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3. [EC:3.-.-.-, GOC:ai]	10	0.0077	5.84E-5	9.13E-3
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	591	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]	7	0.0118	5.93E-5	9.13E-3
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	45	Any process that stops, prevents, or reduces the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets. [GOC:ai]	3	0.0667	6.03E-5	9.13E-3
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1915	Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein. [GOC:mah, GOC:tb]	12	0.0063	7.13E-5	1.06E-2
GO_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	8	Any process that modulates the frequency, rate or extent of phosphatidylcholine metabolic process. [GOC:aruk, GOC:bc, PMID:30074985]	2	0.2500	7.66E-5	1.12E-2
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	432	The directed movement of an organelle to a specific location. [GOC:ai]	6	0.0139	8.69E-5	1.24E-2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	270	Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]	5	0.0185	9.19E-5	1.26E-2
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	1967	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]	12	0.0061	9.19E-5	1.26E-2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE	637	Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	7	0.0110	9.45E-5	1.26E-2
GO_NUCLEAR_CHROMOSOME_SEGREGATION	272	The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles. [GOC:dos]	5	0.0184	9.51E-5	1.26E-2
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	872	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells. [GOC:mah]	8	0.0092	1.02E-4	1.31E-2
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	144	Any microtubule cytoskeleton organization that is involved in mitosis. [GO_REF:0000060, GOC:TermGenie, PMID:18799626]	4	0.0278	1.03E-4	1.31E-2
GO_MITOTIC_NUCLEAR_DIVISION	277	A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [ISBN:0198547684]	5	0.0181	1.04E-4	1.31E-2
GO_ORGANELLE_LOCALIZATION	649	Any process in which an organelle is transported to, and/or maintained in, a specific location. [GOC:ai]	7	0.0108	1.06E-4	1.32E-2
GO_MRNA_METABOLIC_PROCESS	887	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]	8	0.0090	1.15E-4	1.4E-2
GO_REGULATION_OF_MICROTUBULE_BINDING	10	Any process that modulates the frequency, rate or extent of microtubule binding. [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:24520051]	2	0.2000	1.23E-4	1.48E-2
GO_MACROMOLECULE_CATABOLIC_PROCESS	1431	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. [GOC:mah]	10	0.0070	1.27E-4	1.5E-2
GO_ORGANELLE_FISSION	467	The creation of two or more organelles by division of one organelle. [GOC:jid]	6	0.0128	1.33E-4	1.55E-2
GO_REGULATION_OF_PROTEIN_STABILITY	295	Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation. [GOC:dph, GOC:mah, GOC:tb]	5	0.0169	1.39E-4	1.59E-2
GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	60	The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle. [GOC:mtg_cell_cycle]	3	0.0500	1.43E-4	1.61E-2
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	11	0.0063	1.5E-4	1.67E-2
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	484	Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule. [GOC:jl]	6	0.0124	1.61E-4	1.77E-2
GO_SISTER_CHROMATID_COHESION	63	The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other. [GOC:jh, GOC:mah, ISBN:0815316194]	3	0.0476	1.65E-4	1.79E-2
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1201	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells. [GOC:jl]	9	0.0075	1.7E-4	1.81E-2
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	166	A cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage. [GOC:mtg_cell_cycle]	4	0.0241	1.78E-4	1.87E-2
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	12	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids. [GOC:mah]	2	0.1667	1.8E-4	1.87E-2
GO_REPRODUCTION	1502	The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms. [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]	10	0.0067	1.88E-4	1.91E-2
GO_REGULATION_OF_CHROMOSOME_SEPARATION	66	Any process that modulates the frequency, rate or extent of chromosome separation. [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]	3	0.0455	1.9E-4	1.91E-2
GO_PROTEOLYSIS	1809	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	11	0.0061	1.92E-4	1.92E-2
GO_CYTOKINESIS	172	The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells. [GOC:mtg_cell_cycle]	4	0.0233	2.03E-4	1.98E-2
GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	725	The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule. [GOC:curators, GOC:pde, GOC:vw]	7	0.0097	2.09E-4	1.98E-2
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	1827	The chemical reactions and pathways resulting in the formation of organonitrogen compound. [GOC:pr, GOC:TermGenie]	11	0.0060	2.1E-4	1.98E-2
GO_RESPONSE_TO_ABIOTIC_STIMULUS	1237	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus. [GOC:hb]	9	0.0073	2.12E-4	1.98E-2
GO_PROTEASOME_ASSEMBLY	13	The aggregation, arrangement and bonding together of a mature, active proteasome complex. [GOC:go_curators, PMID:10872471]	2	0.1538	2.12E-4	1.98E-2
GO_MITOTIC_CYTOKINESIS	72	A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells. [GOC:mtg_cell_cycle]	3	0.0417	2.45E-4	2.25E-2
GO_CHROMOSOME_SEGREGATION	334	The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles. [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]	5	0.0150	2.47E-4	2.25E-2
GO_REGULATION_OF_PROTEOLYSIS	748	Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:mah]	7	0.0094	2.53E-4	2.28E-2
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	341	Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	5	0.0147	2.72E-4	2.41E-2
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	534	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances. [GOC:jl]	6	0.0112	2.73E-4	2.41E-2
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS	344	Any process that modulates the frequency, rate or extent of mRNA metabolic process. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	5	0.0145	2.83E-4	2.43E-2
GO_HEPATOCYTE_DIFFERENTIATION	15	The process in which a relatively unspecialized cell acquires the specialized features of a hepatocyte. A hepatocyte is specialized epithelial cell that is organized into interconnected plates called lobules, and is the main structural component of the liver. [CL:0000182, PMID:7588884]	2	0.1333	2.85E-4	2.43E-2
GO_REGULATION_OF_NUCLEAR_DIVISION	188	Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information. [GOC:ai]	4	0.0213	2.86E-4	2.43E-2
GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1310	Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:mah]	9	0.0069	3.23E-4	2.69E-2
GO_MITOTIC_CHROMOSOME_CONDENSATION	16	The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells. [GOC:mah, ISBN:0815316194]	2	0.1250	3.26E-4	2.69E-2
GO_VIRAL_GENE_EXPRESSION	195	A process by which a viral gene is converted into a mature gene product or products (proteins or RNA). This includes viral transcription, processing to produce a mature RNA product, and viral translation. [GOC:bf, GOC:jl, ISBN:0121585336]	4	0.0205	3.28E-4	2.69E-2
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	356	Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome. [GOC:mah]	5	0.0140	3.31E-4	2.69E-2
GO_REGULATION_OF_EXIT_FROM_MITOSIS	17	Any process involved in the progression from anaphase/telophase to G1 that is associated with a conversion from high to low mitotic CDK activity. [GOC:rn]	2	0.1176	3.69E-4	2.97E-2
GO_REGULATION_OF_BINDING	367	Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]	5	0.0136	3.8E-4	3.03E-2
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME	85	Any process in which a protein is transported to, or maintained at, a specific location on a chromosome. [GOC:mah]	3	0.0353	4E-4	3.16E-2
GO_REGULATION_OF_PROTEIN_BINDING	211	Any process that modulates the frequency, rate or extent of protein binding. [GOC:go_curators]	4	0.0190	4.42E-4	3.42E-2
GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	88	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids. [GOC:ai]	3	0.0341	4.43E-4	3.42E-2
GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	213	The chemical reactions and pathways resulting in the formation of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. [ISBN:0198506732]	4	0.0188	4.58E-4	3.5E-2
GO_GLUCOSE_METABOLIC_PROCESS	214	The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides. [ISBN:0198506732]	4	0.0187	4.66E-4	3.53E-2


