Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_STEROL_METABOLIC_PROCESS	169	The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule. [ISBN:0198547684]	2	0.0118	7.78E-4	2.1E-1
GO_DNA_BIOSYNTHETIC_PROCESS	191	The cellular DNA metabolic process resulting in the formation of DNA, deoxyribonucleic acid, one of the two main types of nucleic acid, consisting of a long unbranched macromolecule formed from one or two strands of linked deoxyribonucleotides, the 3'-phosphate group of each constituent deoxyribonucleotide being joined in 3',5'-phosphodiester linkage to the 5'-hydroxyl group of the deoxyribose moiety of the next one. [GOC:mah]	2	0.0105	9.92E-4	2.37E-1
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1989	Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GOC:mah]	4	0.0020	9.98E-4	2.37E-1
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	192	The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione. [GOC:jl]	2	0.0104	1E-3	2.37E-1
GO_TRANSLATIONAL_INITIATION	192	The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]	2	0.0104	1E-3	2.37E-1
GO_STEROID_BIOSYNTHETIC_PROCESS	197	The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification. [GOC:go_curators]	2	0.0102	1.05E-3	2.42E-1
GO_LEUKOCYTE_MEDIATED_IMMUNITY	885	Any process involved in the carrying out of an immune response by a leukocyte. [GO_REF:0000022, GOC:add, ISBN:0781735149]	3	0.0034	1.15E-3	2.44E-1
GO_PROTEIN_TARGETING_TO_MEMBRANE	207	The process of directing proteins towards a membrane, usually using signals contained within the protein. [GOC:curators]	2	0.0097	1.16E-3	2.44E-1
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	207	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids. [GOC:ai]	2	0.0097	1.16E-3	2.44E-1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	210	The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells. [GOC:krc]	2	0.0095	1.2E-3	2.44E-1
GO_PEPTIDE_METABOLIC_PROCESS	907	The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. [GOC:go_curators]	3	0.0033	1.23E-3	2.44E-1
GO_EXOCYTOSIS	914	A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell. [GOC:mah, ISBN:0716731363, PMID:22323285]	3	0.0033	1.26E-3	2.44E-1
GO_PROTEIN_FOLDING	230	The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure. [GOC:go_curators, GOC:rb]	2	0.0087	1.43E-3	2.71E-1
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	979	A process in which a protein is transported to, or maintained in, a location within an organelle. [GOC:mah]	3	0.0031	1.53E-3	2.83E-1
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	258	The chemical reactions and pathways resulting in the formation of organic hydroxy compound. [GOC:pr, GOC:TermGenie]	2	0.0078	1.8E-3	3.24E-1
GO_INTRACELLULAR_PROTEIN_TRANSPORT	1179	The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]	3	0.0025	2.61E-3	4.6E-1
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1201	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells. [GOC:jl]	3	0.0025	2.75E-3	4.74E-1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1220	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	3	0.0025	2.88E-3	4.84E-1
GO_STEROID_METABOLIC_PROCESS	332	The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus. [ISBN:0198547684]	2	0.0060	2.95E-3	4.85E-1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	339	The directed movement of a protein to a specific location in a membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]	2	0.0059	3.07E-3	4.95E-1
GO_IMMUNE_EFFECTOR_PROCESS	1292	Any process of the immune system that can potentially contribute to an immune response. [GO_REF:0000022, GOC:add, ISBN:0781735149]	3	0.0023	3.39E-3	5.34E-1
GO_ALCOHOL_METABOLIC_PROCESS	385	The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom. [ISBN:0198506732]	2	0.0052	3.94E-3	6.09E-1
GO_MACROMOLECULE_CATABOLIC_PROCESS	1431	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. [GOC:mah]	3	0.0021	4.52E-3	6.77E-1
GO_RNA_CATABOLIC_PROCESS	415	The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. [ISBN:0198506732]	2	0.0048	4.56E-3	6.77E-1
GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	427	The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar. [GOC:ai]	2	0.0047	4.82E-3	6.9E-1
GO_REGULATION_OF_LIPID_METABOLIC_PROCESS	431	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids. [GOC:go_curators]	2	0.0046	4.91E-3	6.9E-1
GO_CELL_ACTIVATION	1475	A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand. [GOC:mgi_curators]	3	0.0020	4.92E-3	6.9E-1
GO_PROTEIN_TARGETING	441	The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif. [GOC:ma]	2	0.0045	5.13E-3	7.06E-1
GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	471	The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof. [GOC:mah]	2	0.0042	5.83E-3	7.88E-1
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	534	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances. [GOC:jl]	2	0.0037	7.43E-3	9.87E-1


