Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_SKIN_ADNEXA_MORPHOLOGY	1152	Abnormality of skin adnexa morphology	12	0.0104	8.28E-6	1.04E-3
HP_ABNORMAL_REPRODUCTIVE_SYSTEM_MORPHOLOGY	1159	Abnormal reproductive system morphology	12	0.0104	8.8E-6	1.04E-3
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	12	0.0104	8.8E-6	1.04E-3
HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	1161	Abnormality of the upper urinary tract	12	0.0103	8.95E-6	1.04E-3
HP_PREMATURE_BIRTH	126	Premature birth	5	0.0397	9.02E-6	1.04E-3
HP_CONTRACTURES_INVOLVING_THE_JOINTS_OF_THE_FEET	60	Contractures involving the joints of the feet	4	0.0667	9.64E-6	1.06E-3
HP_LIMITATION_OF_JOINT_MOBILITY	336	Limitation of joint mobility	7	0.0208	9.71E-6	1.06E-3
HP_ABNORMAL_HEART_MORPHOLOGY	1177	Abnormal heart morphology	12	0.0102	1.03E-5	1.1E-3
HP_SYNDACTYLY	345	Syndactyly	7	0.0203	1.15E-5	1.2E-3
HP_ABNORMALITY_OF_THE_MIDFACE	488	Abnormality of the midface	8	0.0164	1.25E-5	1.28E-3
HP_ABNORMAL_PERIPHERAL_NERVOUS_SYSTEM_MORPHOLOGY	830	Abnormal peripheral nervous system morphology	10	0.0120	1.45E-5	1.43E-3
HP_ABNORMALITY_OF_THE_CALVARIA	832	Abnormality of the calvaria	10	0.0120	1.48E-5	1.43E-3
HP_ABNORMAL_PLATELET_VOLUME	22	Abnormal platelet volume	3	0.1364	1.53E-5	1.43E-3
HP_ABNORMAL_EYELID_MORPHOLOGY	1024	Abnormal eyelid morphology	11	0.0107	1.53E-5	1.43E-3
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028	Abnormal respiratory system morphology	11	0.0107	1.59E-5	1.46E-3
HP_ABNORMAL_AORTIC_MORPHOLOGY	242	Abnormal aortic morphology	6	0.0248	1.63E-5	1.47E-3
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	12	0.0097	1.71E-5	1.5E-3
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	10	0.0117	1.83E-5	1.58E-3
HP_ABNORMALITY_OF_CONNECTIVE_TISSUE	1252	Abnormality of connective tissue	12	0.0096	1.89E-5	1.6E-3
HP_ABNORMAL_HAIR_WHORL	24	Abnormal hair whorl	3	0.1250	2E-5	1.62E-3
HP_STILLBIRTH	24	Stillbirth	3	0.1250	2E-5	1.62E-3
HP_CONTRACTURES_OF_THE_JOINTS_OF_THE_LOWER_LIMBS	149	Contractures of the joints of the lower limbs	5	0.0336	2.03E-5	1.62E-3
HP_EMG_ABNORMALITY	252	EMG abnormality	6	0.0238	2.05E-5	1.62E-3
HP_DILATATION	156	Dilatation	5	0.0321	2.53E-5	1.96E-3
HP_ABNORMALITY_OF_THE_THORACIC_SPINE	77	Abnormality of the thoracic spine	4	0.0519	2.6E-5	1.98E-3
HP_ABNORMALITY_OF_CIRCULATING_ENZYME_LEVEL	264	Abnormality of circulating enzyme level	6	0.0227	2.66E-5	1.99E-3
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY	394	Abnormal systemic arterial morphology	7	0.0178	2.7E-5	1.99E-3
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	8	0.0146	2.87E-5	2.08E-3
HP_PROGRESSIVE	270	Progressive	6	0.0222	3.02E-5	2.12E-3
HP_HYPOPLASIA_OF_TEETH	80	Hypoplasia of teeth	4	0.0500	3.02E-5	2.12E-3
HP_ABNORMALITY_OF_CRANIAL_SUTURES	272	Abnormality of cranial sutures	6	0.0221	3.15E-5	2.13E-3
HP_FEEDING_DIFFICULTIES_IN_INFANCY	405	Feeding difficulties in infancy	7	0.0173	3.21E-5	2.13E-3
HP_DEEPLY_SET_EYE	164	Deeply set eye	5	0.0305	3.22E-5	2.13E-3
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	1111	Abnormality of the abdominal organs	11	0.0099	3.23E-5	2.13E-3
HP_HIGH_PALATE	559	High palate	8	0.0143	3.3E-5	2.15E-3
HP_PES_PLANUS	275	Pes planus	6	0.0218	3.35E-5	2.15E-3
HP_ABNORMALITY_OF_DENTAL_STRUCTURE	277	Abnormality of dental structure	6	0.0217	3.48E-5	2.21E-3
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	7	0.0170	3.58E-5	2.21E-3
HP_ACHILLES_TENDON_CONTRACTURE	29	Achilles tendon contracture	3	0.1034	3.59E-5	2.21E-3
HP_CEREBRAL_WHITE_MATTER_ATROPHY	30	Cerebral white matter atrophy	3	0.1000	3.98E-5	2.38E-3
HP_ABNORMALITY_OF_HINDBRAIN_MORPHOLOGY	748	Abnormality of hindbrain morphology	9	0.0120	4.03E-5	2.38E-3
HP_ABNORMAL_BLEEDING	420	Abnormal bleeding	7	0.0167	4.04E-5	2.38E-3
HP_ABNORMAL_FOOT_MORPHOLOGY	1140	Abnormal foot morphology	11	0.0096	4.08E-5	2.38E-3
HP_FAILURE_OF_ERUPTION_OF_PERMANENT_TEETH	5	Failure of eruption of permanent teeth	2	0.4000	4.75E-5	2.7E-3
HP_SPONDYLOLYSIS	5	Spondylolysis	2	0.4000	4.75E-5	2.7E-3
HP_ABNORMAL_NUMBER_OF_TEETH	294	Abnormal number of teeth	6	0.0204	4.85E-5	2.72E-3
HP_ABNORMALITY_OF_FINGER	963	Abnormality of finger	10	0.0104	5.09E-5	2.83E-3
HP_ABNORMAL_EXTERNAL_GENITALIA	966	Abnormal external genitalia	10	0.0104	5.23E-5	2.87E-3
HP_DECREASED_BODY_WEIGHT	1176	Decreased body weight	11	0.0094	5.39E-5	2.92E-3
HP_ABNORMAL_CIRCULATING_PROTEIN_LEVEL	443	Abnormal circulating protein level	7	0.0158	5.66E-5	3.01E-3
HP_JUVENILE_ONSET	94	Juvenile onset	4	0.0426	5.69E-5	3.01E-3
HP_ABNORMALITY_OF_THE_DENTITION	792	Abnormality of the dentition	9	0.0114	6.25E-5	3.27E-3
HP_ABNORMALITY_OF_THE_ACHILLES_TENDON	35	Abnormality of the Achilles tendon	3	0.0857	6.37E-5	3.29E-3
HP_PACE_OF_PROGRESSION	453	Pace of progression	7	0.0155	6.5E-5	3.32E-3
HP_FEEDING_DIFFICULTIES	801	Feeding difficulties	9	0.0112	6.81E-5	3.44E-3
HP_URETHRAL_STENOSIS	36	Urethral stenosis	3	0.0833	6.93E-5	3.46E-3
HP_TOE_SYNDACTYLY	196	Toe syndactyly	5	0.0255	7.5E-5	3.63E-3
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION	1009	Abnormal circulating metabolite concentration	10	0.0099	7.5E-5	3.63E-3
HP_ABNORMALITY_OF_FACIAL_SKELETON	1011	Abnormality of facial skeleton	10	0.0099	7.62E-5	3.63E-3
HP_APLASIA_HYPOPLASIA_OF_THE_NAILS	197	Aplasia/Hypoplasia of the nails	5	0.0254	7.68E-5	3.63E-3
HP_ECTOPIC_CALCIFICATION	197	Ectopic calcification	5	0.0254	7.68E-5	3.63E-3
HP_ABNORMAL_EYEBROW_MORPHOLOGY	470	Abnormal eyebrow morphology	7	0.0149	8.18E-5	3.82E-3
HP_ABNORMALITY_OF_DENTAL_ERUPTION	200	Abnormality of dental eruption	5	0.0250	8.25E-5	3.82E-3
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	10	0.0098	8.54E-5	3.92E-3
HP_ABNORMAL_TENDON_MORPHOLOGY	647	Abnormal tendon morphology	8	0.0124	9.15E-5	4.15E-3
HP_LIMB_JOINT_CONTRACTURE	332	Limb joint contracture	6	0.0181	9.47E-5	4.21E-3


