Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP	200	Genes up-regulated in macrophages with knockout of HDAC3 [GeneID=8841]: untreated versus LPS.	7	0.0350	3.13E-7	7.63E-5
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	200	Genes down-regulated in liver: untreated versus IL6 [GeneID=3569] injection.	7	0.0350	3.13E-7	7.63E-5
GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	200	Genes down-regulated in CD8 T cells: naïve versus effectors.	7	0.0350	3.13E-7	7.63E-5
GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	200	Genes down-regulated in CD4 [GeneID=920] T helper cells Th17 treated with TGFB1 and IL6 [GeneID=7040;3569]: 1h versus 10h.	7	0.0350	3.13E-7	7.63E-5
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	163	Genes up-regulated in polarizing CD4 [GeneID=920] Th17 cells: wildtype versus RORC [GeneID=6097] knockout.	6	0.0368	1.7E-6	3.94E-4
GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	169	Genes down-regulated in visceral adipose tissue of aged mice: T reg versus T conv.	6	0.0355	2.1E-6	4.08E-4
GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_DN	181	Genes down-regulated in multipotent progenitors (MPP) versus lymphoid primed MPP cells.	6	0.0331	3.12E-6	4.08E-4
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	193	Genes up-regulated in CD4 [GeneID=920] SMARTA cells: naïve versus during acute infection of LCMV.	6	0.0311	4.51E-6	4.08E-4
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN	199	Genes down-regulated in CD4 [GeneID=920] T cells: STAT3 [GeneID=6774] knockout versus wildtype.	6	0.0302	5.37E-6	4.08E-4
GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_DN	199	Genes down-regulated in spleen B lymphocytes: wildtype versus lupus susceptibility locus Sle2c1.	6	0.0302	5.37E-6	4.08E-4
GSE32986_UNSTIM_VS_GMCSF_STIM_DC_DN	199	Genes down-regulated in bone marrow-derived dendritic cells: unstimulated versus CSF2 [GeneID=1437].	6	0.0302	5.37E-6	4.08E-4
GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN	199	Genes down-regulated in comparison of control polymorphonuclear leukocytes (PMN) at 24 h versus PMN treated with F. tularensis vaccine at 24 h.	6	0.0302	5.37E-6	4.08E-4
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	199	Genes down-regulated in naïve untreated macrophages versus tolerant macrophages stimulated by LPS.	6	0.0302	5.37E-6	4.08E-4
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_UP	199	Genes up-regulated in comparison of effector CD8 T cells versus memory CD8 T cells.	6	0.0302	5.37E-6	4.08E-4
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	200	Genes up-regulated in comparison of effector CD8 T cells versus memory CD8 T cells.	6	0.0300	5.53E-6	4.08E-4
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	200	Genes up-regulated in comparison of macrophages cultured with M-CSF [GeneID=1435] and IFNG [GeneID=3458] versus macrophages cultured with M-CSF [GeneID=1435] and Pam3Cyc.	6	0.0300	5.53E-6	4.08E-4
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	200	Genes up-regulated in comparison of microglia cells 1 h after stimulation with IFNG [GeneID=3458] versus microglia cells 24 h after the stimulation.	6	0.0300	5.53E-6	4.08E-4
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	200	Genes up-regulated in comparison of control CD4 [GeneID=920] CD8 thymocytes versus those after stimulation with anti-Vbeta5 antibodies.	6	0.0300	5.53E-6	4.08E-4
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	200	Genes up-regulated in lymphocytes treated with TNF [GeneID=7124] for 24h: T conv versus T reg cells.	6	0.0300	5.53E-6	4.08E-4
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN	200	Genes down-regulated in T cells treated with IL21 [GeneID=59067]: 1h versus 6h.	6	0.0300	5.53E-6	4.08E-4
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN	200	Genes down-regulated in control macrophages: untreated versus primed by IFNG [GeneID=3458].	6	0.0300	5.53E-6	4.08E-4
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP	200	Genes up-regulated in monocytes: control versus HCMV infection.	6	0.0300	5.53E-6	4.08E-4
GSE21063_WT_VS_NFATC1_KO_BCELL_DN	200	Genes down-regulated in B lymphocytes: wildtype versus NFATC1 [GeneID=4772] knockout.	6	0.0300	5.53E-6	4.08E-4
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	200	Genes up-regulated in CD4 [GeneID=920] T cells with STAT3 [GeneID=6774] knockout: IL6 [GeneID=3569] versus TGF beta and IL6 [GeneID=3569].	6	0.0300	5.53E-6	4.08E-4
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	200	Genes up-regulated in amplified multipotent progenitors versus cultured untreated common dendritic cell progenitors.	6	0.0300	5.53E-6	4.08E-4
GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	200	Genes down-regulated in comparison of naive B cells versus day 0 monocytes.	6	0.0300	5.53E-6	4.08E-4
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	200	Genes down-regulated in comparison of unstimulated NK cells versus those stimulated with IL2 [GeneID=3600] at 16 h.	6	0.0300	5.53E-6	4.08E-4
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_DN	200	Genes down-regulated in B lymphocytes from: peritoneal cavity versus spleen.	6	0.0300	5.53E-6	4.08E-4
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	200	Genes up-regulated in polymorphonuclear leukocytes (24h): control versus infection by A. phagocytophilum.	6	0.0300	5.53E-6	4.08E-4
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	200	Genes up-regulated in comparison of lineage negative versus CD4 [GeneID=920] T cells.	6	0.0300	5.53E-6	4.08E-4
GSE27786_LIN_NEG_VS_NKTCELL_UP	200	Genes up-regulated in comparison of lineage negative versus NKT cells.	6	0.0300	5.53E-6	4.08E-4
GSE27786_LSK_VS_NKTCELL_UP	200	Genes up-regulated in comparison of LSK versus NKT cells.	6	0.0300	5.53E-6	4.08E-4
GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_UP	200	Genes up-regulated in activated T cells: CD4 [GeneID=920] versus Va24- NKT.	6	0.0300	5.53E-6	4.08E-4
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	200	Genes down-regulated in comparison of B cells from influenza vaccinee at day 7 post-vaccination versus myeloid dendritic cells (mDC) at day 7 post-vaccination.	6	0.0300	5.53E-6	4.08E-4
GSE29618_PDC_VS_MDC_DN	200	Genes down-regulated in comparison of plasmacytoid dendritic cells (DC) versus myeloid DCs.	6	0.0300	5.53E-6	4.08E-4
GSE32034_LY6C_HIGH_VS_LOW_MONOCYTE_DN	200	Genes down-regulated in Ly6C monocytes: high versus low.	6	0.0300	5.53E-6	4.08E-4
GSE33425_CD161_INT_VS_NEG_CD8_TCELL_DN	200	Genes down-regulated in CD8 T cells: KLRB1 int [GeneID=3820] versus KLRB1- [GeneID=3820].	6	0.0300	5.53E-6	4.08E-4
GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP	200	Genes up-regulated in CD8 T cells: KLRB1 int [GeneID=3820] versus KLRB1- [GeneID=3820].	6	0.0300	5.53E-6	4.08E-4
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP	200	Genes up-regulated in the bone marrow CD34+ [GeneID=947] cells: CD38- [GeneID=952] versus MME- SELL+ [GeneID=4311;6402].	6	0.0300	5.53E-6	4.08E-4
GSE360_DC_VS_MAC_UP	200	Genes up-regulated in comparison of dendritic cells (DC) versus untreated macrophages.	6	0.0300	5.53E-6	4.08E-4
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	200	Genes down-regulated in comparison of untreated CD4 [GeneID=920] memory T cells from old donors versus those treated with TSST at 72 h.	6	0.0300	5.53E-6	4.08E-4
GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP	200	Genes up-regulated in T reg (FOXP3+ [GeneID=50943]) cells from NOD mice: Foxp3-Fusion-GFP versus Foxp3-ires-GFP.	6	0.0300	5.53E-6	4.08E-4
GSE3982_NKCELL_VS_TH2_DN	200	Genes down-regulated in comparison of NK cells versus Th2 cells.	6	0.0300	5.53E-6	4.08E-4
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP	200	Genes up-regulated in B lymphocytes treated by anti IgM for 24h: wildtype versus MAP3K7 [GeneID=6885] knockout.	6	0.0300	5.53E-6	4.08E-4
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	200	Genes down-regulated in macrophages treated by IL6 [GeneID=3569]: 100min versus 400min.	6	0.0300	5.53E-6	4.08E-4
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP	200	Genes up-regulated in macrophages treated by IL6 [GeneID=3569]: 100min versus 400min.	6	0.0300	5.53E-6	4.08E-4
GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP	200	Genes up-regulated in tumor-infiltrating CD8 T cells: BTLA+ [GeneID=151888] versus BTLA- [GeneID=151888].	6	0.0300	5.53E-6	4.08E-4
GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN	200	Genes down-regulated in monocytes versus classically activated (M1) macrophages.	6	0.0300	5.53E-6	4.08E-4
GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_UP	200	Genes up-regulated in comparison of exhausted CD8 T cells versus memory CD8 T cells.	6	0.0300	5.53E-6	4.08E-4
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	200	Genes down-regulated in naïve CD8 T cells compared to effector CD8 T cells at the peak expansion phase (day 8 after LCMV-Armstrong infection).	6	0.0300	5.53E-6	4.08E-4
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP	138	Genes up-regulated in skin from BALB/c mice after injection of: control versus Trypanosoma cruzi (strain Y).	5	0.0362	1.4E-5	1.02E-3
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	170	Genes up-regulated in comparison of peripheral blood mononuclear cells (PBMC) from patients with acute influenza infection versus PBMC from patients with acute S. pneumoniae infection.	5	0.0294	3.82E-5	2.28E-3
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	171	Genes up-regulated in CD4 [GeneID=920] T cells: naïve versus Th17 negative.	5	0.0292	3.93E-5	2.28E-3
GSE14415_INDUCED_TREG_VS_TCONV_UP	179	Genes up-regulated in induced T reg versus T conv.	5	0.0279	4.88E-5	2.28E-3
GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_UP	180	Genes up-regulated in AGS cells (gastric adenocarcinoma): control versus H. pylori LPS.	5	0.0278	5.01E-5	2.28E-3
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	181	Genes up-regulated in B lymphocytes stimulated by anti-IgM for 2h: wildtype versus ZFX [GeneID=7543] knockout.	5	0.0276	5.15E-5	2.28E-3
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	184	Genes down-regulated in B lymphocytes stimulated by anti-IgM: 2h versus 12h.	5	0.0272	5.56E-5	2.28E-3
GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP	196	Genes up-regulated in bone marrow-derived dendritic cellstreated by poly(IC): 0h versus 1h.	5	0.0255	7.5E-5	2.28E-3
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	197	Genes down-regulated in comparison of naive B cells versus memory IgM B cells.	5	0.0254	7.68E-5	2.28E-3
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP	197	Genes up-regulated in comparison of dendritic cells (DC) versus DCs exposed to B. malayi (50 worms/well).	5	0.0254	7.68E-5	2.28E-3
GSE12366_GC_VS_NAIVE_BCELL_UP	198	Genes up-regulated in comparison of germinal center B cells versus naive B cells.	5	0.0253	7.87E-5	2.28E-3
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN	198	Genes down-regulated in comparison of naive B cells versus IgM-memory B cells.	5	0.0253	7.87E-5	2.28E-3
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_DN	198	Genes down-regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti-IL12 at 72 h.	5	0.0253	7.87E-5	2.28E-3
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	198	Genes up-regulated in comparison of CD25- T cells treated with IL4 [GeneID=3565] at day 7 versus untreated CD25- T cells at day 7.	5	0.0253	7.87E-5	2.28E-3
GSE25087_FETAL_VS_ADULT_TREG_UP	198	Genes up-regulated in comparison of fetal regulatory T cell (Treg) versus adult regulatory T cell (Treg).	5	0.0253	7.87E-5	2.28E-3
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	198	Genes up-regulated in comparison of B cells from LAIV influenza vaccinee pre-vaccination versus those at day 7 post-vaccination.	5	0.0253	7.87E-5	2.28E-3
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP	198	Genes up-regulated in comparison of B cells versus effector memory CD4 [GeneID=920] T cells.	5	0.0253	7.87E-5	2.28E-3
GSE3982_EOSINOPHIL_VS_TH2_DN	198	Genes down-regulated in comparison of eosinophils versus Th2 cells.	5	0.0253	7.87E-5	2.28E-3
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	199	Genes up-regulated in comparison of effector memory T cells versus central memory T cells from peripheral blood mononuclear cells (PBMC).	5	0.0251	8.06E-5	2.28E-3
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	199	Genes up-regulated in comparison of CD4 [GeneID=920] thymocytes versus naive CD4 [GeneID=920] T cells from adult blood.	5	0.0251	8.06E-5	2.28E-3
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN	199	Genes down-regulated in transitional CR2 [GeneID=1380] high B lymphocytes versus those from cord blood.	5	0.0251	8.06E-5	2.28E-3
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	199	Genes down-regulated in comparison of control dendritic cells (DC) at 12 h versus those stimulated with LPS (TLR4 agonist) at 12 h.	5	0.0251	8.06E-5	2.28E-3
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	199	Genes up-regulated in comparison of control dendritic cells (DC) at 24 h versus those stimulated with LPS (TLR4 agonist) at 24 h.	5	0.0251	8.06E-5	2.28E-3
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN	199	Genes down-regulated in comparison of dendritic cells (DC) stimulated with LPS (TLR4 agonist) at 6 h versus DC cells stimulated with Pam3Csk4 (TLR1/2 agonist) at 6 h.	5	0.0251	8.06E-5	2.28E-3
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	199	Genes down-regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti-IL12 at 1.5 h versus those at 72 h.	5	0.0251	8.06E-5	2.28E-3
GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	199	Genes down-regulated in the activated CD4 [GeneID=920] T cells (48h): control versus interferon alpha.	5	0.0251	8.06E-5	2.28E-3
GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN	199	Genes down-regulated in memory CD8 T cells: wildtype versus TCF7 [GeneID=6932] knockout.	5	0.0251	8.06E-5	2.28E-3
GSE22432_CONVENTIONAL_CDC_VS_PLASMACYTOID_PDC_UP	199	Genes up-regulated in dendritic cells: common versus plasmacytoid.	5	0.0251	8.06E-5	2.28E-3
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP	199	Genes up-regulated in amplified: multipotent progenitors versus common dendritic cell progenitors.	5	0.0251	8.06E-5	2.28E-3
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	199	Genes down-regulated in comparison of neutrophils versusl monocytes.	5	0.0251	8.06E-5	2.28E-3
GSE23398_WT_VS_IL2_KO_CD4_TCELL_SCURFY_MOUSE_UP	199	Genes up-regulated in lymph node CD4 [GeneID=920] T cells: scurfy (non-functional form of FOXP3 [GeneID=50943]) versus scurfy and IL2 [GeneID=3558] knockout.	5	0.0251	8.06E-5	2.28E-3
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP	199	Genes up-regulated in polymorphonuclear leukocytes (9h): treated by heat killed HC60 cell (promyelocytic leukemia) lysate versus A. phagocytophilum infection.	5	0.0251	8.06E-5	2.28E-3
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	199	Genes up-regulated in thymocytes: double positive versus CD4 [GeneID=920] single positive.	5	0.0251	8.06E-5	2.28E-3
GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_DN	199	Genes down-regulated in dobule positive thymocytefrom OT-2 transgenic mice injected with agonist peptide: wildtype versus expressing deltaP form of HDAC7 [GeneID=51564].	5	0.0251	8.06E-5	2.28E-3


