Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	84	Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome. [GOC:ai, GOC:vw]	6	0.0714	1.44E-6	1.02E-4
GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	24	Catalysis of the reaction: ATP + H2O = ADP + phosphate. This reaction requires the presence of an actin filament to accelerate release of ADP and phosphate. [GOC:mah]	4	0.1667	2.83E-6	1.92E-4
GO_MICROFILAMENT_MOTOR_ACTIVITY	29	Catalysis of movement along a microfilament, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP). [GOC:mah, ISBN:0815316194]	4	0.1379	6.22E-6	4.06E-4
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	109	Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:dph, GOC:tb, GOC:vw]	6	0.0550	6.57E-6	4.13E-4
GO_SINGLE_STRANDED_DNA_BINDING	114	Interacting selectively and non-covalently with single-stranded DNA. [GOC:elh, GOC:vw, PMID:22976174]	6	0.0526	8.51E-6	5.16E-4
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	35	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	4	0.1143	1.35E-5	7.52E-4
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	186	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	7	0.0376	1.35E-5	7.52E-4
GO_RAC_GTPASE_BINDING	73	Interacting selectively and non-covalently with Rac protein, any member of the Rac subfamily of the Ras superfamily of monomeric GTPases. [GOC:ebc, PMID:11702775]	5	0.0685	1.37E-5	7.52E-4
GO_MICROTUBULE_BINDING	265	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers. [GOC:krc]	8	0.0302	1.61E-5	8.55E-4
GO_TRANSCRIPTION_FACTOR_BINDING	642	Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription. [ISBN:0198506732]	12	0.0187	1.67E-5	8.61E-4
GO_ADP_BINDING	38	Interacting selectively and non-covalently with ADP, adenosine 5'-diphosphate. [GOC:jl]	4	0.1053	1.88E-5	9.37E-4
GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	13	Stops, prevents or reduces the activity of a phospholipase, an enzyme that catalyzes of the hydrolysis of a phospholipid. [GOC:ai, GOC:rl]	3	0.2308	1.94E-5	9.39E-4
GO_MRNA_BINDING	574	Interacting selectively and non-covalently with messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns. [GOC:kmv, GOC:pr, SO:0000234]	11	0.0192	3.03E-5	1.42E-3
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	43	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	4	0.0930	3.09E-5	1.42E-3
GO_U6_SNRNA_BINDING	16	Interacting selectively and non-covalently with the U6 small nuclear RNA (U6 snRNA). [GOC:mah]	3	0.1875	3.76E-5	1.68E-3
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	153	Interacting selectively and non-covalently with a protein upon post-translation modification of the target protein. [PMID:26060076]	6	0.0392	4.51E-5	1.96E-3
GO_LIPASE_INHIBITOR_ACTIVITY	18	Stops, prevents or reduces the activity of a lipase, an enzyme that catalyzes of the hydrolysis of a lipid. [GOC:BHF, GOC:rl]	3	0.1667	5.44E-5	2.31E-3
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	316	Interacting selectively and non-covalently with a ubiquitin-like protein ligase, such as ubiquitin-ligase. [GOC:jl]	8	0.0253	5.62E-5	2.32E-3
GO_HELICASE_ACTIVITY	160	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix. [GOC:jl]	6	0.0375	5.78E-5	2.34E-3
GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	51	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	4	0.0784	6.1E-5	2.41E-3
GO_OXIDOREDUCTASE_ACTIVITY	751	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]	12	0.0160	7.58E-5	2.92E-3
GO_NAD_BINDING	55	Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH. [GOC:ai]	4	0.0727	8.22E-5	3.1E-3
GO_ENZYME_REGULATOR_ACTIVITY	1059	Binds to and modulates the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	14	0.0132	1.43E-4	5.21E-3
GO_PROTEIN_C_TERMINUS_BINDING	189	Interacting selectively and non-covalently with a protein C-terminus, the end of any peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	6	0.0317	1.44E-4	5.21E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	123	Catalytic activity that acts to modify a tRNA. [GOC:molecular_function_refactoring, GOC:pdt]	5	0.0407	1.67E-4	5.74E-3
GO_AMINOACYLASE_ACTIVITY	5	Catalysis of the reaction: an N-acyl-L-amino acid + H2O = a carboxylate + an L-amino acid. [EC:3.5.1.14]	2	0.4000	1.69E-4	5.74E-3
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER	5	Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor), with the acyl group being converted into alkyl on transfer. [GOC:jl]	2	0.4000	1.69E-4	5.74E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA	204	Catalytic activity that acts to modify DNA. [GOC:molecular_function_refactoring, GOC:pdt]	6	0.0294	2.18E-4	7.26E-3
GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	133	Interacting selectively and non-covalently with any complex of RNA and protein. [GOC:bf, GOC:go_curators, GOC:vk]	5	0.0376	2.41E-4	7.86E-3
GO_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY	6	Stops, prevents or reduces the activity of the enzyme phospholipase A2. [GOC:ai]	2	0.3333	2.53E-4	8.1E-3
GO_MICROTUBULE_MOTOR_ACTIVITY	77	Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP). [GOC:mah, ISBN:0815316194]	4	0.0519	3.04E-4	9.37E-3
GO_RNA_HELICASE_ACTIVITY	77	Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix. [EC:3.6.4.13, GOC:jl]	4	0.0519	3.04E-4	9.37E-3
GO_SNORNA_BINDING	32	Interacting selectively and non-covalently with small nucleolar RNA. [GOC:mah]	3	0.0938	3.17E-4	9.59E-3
GO_KINASE_BINDING	752	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group. [GOC:jl]	11	0.0146	3.22E-4	9.59E-3
GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	8	Interacting selectively and non-covalently with a protein upon poly-ubiquitination formed by linkages between lysine residues at position 48 in the target protein. [GOC:al, PMID:20739285]	2	0.2500	4.7E-4	1.37E-2
GO_SINGLE_STRANDED_RNA_BINDING	90	Interacting selectively and non-covalently with single-stranded RNA. [GOC:jl]	4	0.0444	5.5E-4	1.58E-2
GO_RHO_GTPASE_BINDING	162	Interacting selectively and non-covalently with Rho protein, any member of the Rho subfamily of the Ras superfamily of monomeric GTPases. Proteins in the Rho subfamily are involved in relaying signals from cell-surface receptors to the actin cytoskeleton. [ISBN:0198547684, PMID:12581856]	5	0.0309	5.94E-4	1.68E-2
GO_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING	10	Interacting selectively and non-covalently with a general RNA polymerase II transcription factor belonging to the TFIID complex, one of the factors involved in formation of the preinitiation complex (PIC) by RNA polymerase II. [GOC:krc, PMID:16858867]	2	0.2000	7.51E-4	2.09E-2
GO_PRE_MRNA_INTRONIC_BINDING	12	Interacting selectively and non-covalently with an intronic sequence of a pre-messenger RNA (pre-mRNA). [GOC:ans, PMID:16260624]	2	0.1667	1.1E-3	3E-2
GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	498	A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to either activate or repress the transcription of specific genes. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class modulates interactions of DNA-binding transcription factor with other transcription coregulators. [GOC:txnOH-2018, PMID:10213677, PMID:16858867, PMID:24203923, PMID:25957681, Wikipedia:Transcription_coregulator]	8	0.0161	1.17E-3	3.16E-2
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	51	Interacting selectively and non-covalently with a protein upon poly-ubiquitination of the target protein. [GOC:pg]	3	0.0588	1.26E-3	3.32E-2
GO_ANNEALING_ACTIVITY	13	A nucleic acid binding activity that brings together complementary sequences of nucleic acids so that they pair by hydrogen bonds to form a double-stranded polynucleotide. [GOC:mba, Wikipedia:Nucleic_acid_thermodynamicsAnnealing]	2	0.1538	1.29E-3	3.32E-2
GO_RNA_STEM_LOOP_BINDING	13	Interacting selectively and non-covalently with a stem-loop in an RNA molecule. An RNA stem-loop is a secondary RNA structure consisting of a double-stranded RNA (dsRNA) stem and a terminal loop. [GOC:sart, PMID:16568238, PMID:20455544]	2	0.1538	1.29E-3	3.32E-2
GO_SIGNALING_RECEPTOR_BINDING	1654	Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]	16	0.0097	1.48E-3	3.6E-2
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	54	Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester, in the presence of calcium. [GOC:jl]	3	0.0556	1.48E-3	3.6E-2
GO_NADP_BINDING	54	Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH. [GOC:ai]	3	0.0556	1.48E-3	3.6E-2
GO_SNRNA_BINDING	54	Interacting selectively and non-covalently with a small nuclear RNA (snRNA). [GOC:mah]	3	0.0556	1.48E-3	3.6E-2
GO_CALMODULIN_BINDING	200	Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states. [GOC:krc]	5	0.0250	1.52E-3	3.64E-2
GO_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	16	Catalysis of the reaction: an aldehyde + NAD(P)+ + H2O = an acid + NAD(P)H + H+. [EC:1.2.1.5]	2	0.1250	1.97E-3	4.58E-2
GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	16	Interacting selectively and non-covalently with the insulin-like growth factor receptor. [GOC:jl]	2	0.1250	1.97E-3	4.58E-2
GO_MOLECULAR_ADAPTOR_ACTIVITY	314	The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way. [GOC:mtg_MIT_16mar07, GOC:vw]	6	0.0191	2.05E-3	4.71E-2
GO_GTPASE_BINDING	547	Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP. [GOC:ai]	8	0.0146	2.11E-3	4.72E-2
GO_SMALL_GTPASE_BINDING	427	Interacting selectively and non-covalently with a small monomeric GTPase. [GOC:mah]	7	0.0164	2.11E-3	4.72E-2
GO_ION_CHANNEL_BINDING	132	Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient. [GOC:BHF, GOC:jl]	4	0.0303	2.27E-3	5.01E-2
GO_GTPASE_ACTIVITY	326	Catalysis of the reaction: GTP + H2O = GDP + phosphate. [ISBN:0198547684, PMID:26832457, PMID:27218782]	6	0.0184	2.48E-3	5.23E-2
GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	18	Any cadherin binding that occurs as part of the process of cell-cell adhesion. [GOC:dos]	2	0.1111	2.5E-3	5.23E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	18	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	2	0.1111	2.5E-3	5.23E-2
GO_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	18	Modulates the activity of a ubiquitin-protein transferase, an enzyme that catalyzes the covalent attachment of ubiquitin to lysine in a substrate protein. [GOC:BHF, GOC:rl]	2	0.1111	2.5E-3	5.23E-2
GO_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	19	Interacting selectively and non-covalently with a basal RNA polymerase II transcription factor, any of the factors involved in formation of the preinitiation complex (PIC) by RNA polymerase II and defined as a basal or general transcription factor. [GOC:txnOH, PMID:16858867]	2	0.1053	2.78E-3	5.76E-2
GO_PHOSPHOLIPID_BINDING	454	Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester. [ISBN:0198506732]	7	0.0154	2.97E-3	6.07E-2
GO_ANKYRIN_BINDING	20	Interacting selectively and non-covalently with ankyrin, a 200 kDa cytoskeletal protein that attaches other cytoskeletal proteins to integral membrane proteins. [GOC:mah, ISBN:0198506732]	2	0.1000	3.09E-3	6.09E-2
GO_C_ACYLTRANSFERASE_ACTIVITY	20	Catalysis of the transfer of an acyl group to a carbon atom on the acceptor molecule. [GOC:ai]	2	0.1000	3.09E-3	6.09E-2
GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	20	Interacting selectively and non-covalently with a ubiquitin-specific protease. [GOC:bf, GOC:PARL, PMID:24063750]	2	0.1000	3.09E-3	6.09E-2
GO_HISTONE_BINDING	238	Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity. [GOC:jl]	5	0.0210	3.23E-3	6.3E-2
GO_CHROMATIN_BINDING	596	Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase. [GOC:jl, ISBN:0198506732, PMID:20404130]	8	0.0134	3.55E-3	6.85E-2
GO_LYSINE_ACETYLATED_HISTONE_BINDING	22	Interacting selectively and non-covalently with a histone in which a lysine residue has been modified by acetylation. [GOC:BHF, GOC:mah, GOC:rl, PMID:17582821]	2	0.0909	3.73E-3	7.04E-2
GO_MHC_CLASS_I_PROTEIN_BINDING	22	Interacting selectively and non-covalently with major histocompatibility complex class I molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation. [GOC:jl]	2	0.0909	3.73E-3	7.04E-2
GO_INSULIN_RECEPTOR_BINDING	23	Interacting selectively and non-covalently with the insulin receptor. [GOC:ai]	2	0.0870	4.08E-3	7.6E-2
GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	747	Catalysis of the hydrolysis of any ester bond. [GOC:jl]	9	0.0120	4.12E-3	7.6E-2
GO_SMAD_BINDING	79	Interacting selectively and non-covalently with a SMAD signaling protein. [GOC:ai]	3	0.0380	4.38E-3	8E-2
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	259	Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor). [GOC:jl, ISBN:0198506732]	5	0.0193	4.62E-3	8.33E-2
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	82	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium. [GOC:jid, PMID:10485905]	3	0.0366	4.87E-3	8.69E-2
GO_ENZYME_INHIBITOR_ACTIVITY	381	Binds to and stops, prevents or reduces the activity of an enzyme. [GOC:ai, GOC:ebc]	6	0.0157	5.28E-3	9.33E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	28	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	2	0.0714	6.01E-3	1.04E-1
GO_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE	28	The action of a molecule that contributes to the structural integrity of the nuclear pore complex, a protein-lined channel in the nuclear envelope that allows the transfer of macromolecules. [GOC:mah, PMID:25802992]	2	0.0714	6.01E-3	1.04E-1
GO_GUANYL_NUCLEOTIDE_BINDING	397	Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate. [ISBN:0198506732]	6	0.0151	6.42E-3	1.1E-1
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	292	Interacting selectively and non-covalently with a G protein-coupled receptor. [GOC:ceb, GOC:dph]	5	0.0171	7.58E-3	1.29E-1


