Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_MRNA_METABOLIC_PROCESS	887	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]	3	0.0034	1.56E-3	2.96E-1
GO_AMIDE_BIOSYNTHETIC_PROCESS	904	The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group. [GOC:curators]	3	0.0033	1.65E-3	3.05E-1
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	260	The directed movement of nucleobases, nucleosides, nucleotides and nucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]	2	0.0077	2.22E-3	3.94E-1
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	263	The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds with activation or inhibition of a nucleotide cyclase activity and a subsequent change in the concentration of a cyclic nucleotide. [GOC:mah, GOC:signaling, ISBN:0815316194]	2	0.0076	2.27E-3	3.94E-1
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	264	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells. [GOC:mah]	2	0.0076	2.29E-3	3.94E-1
GO_NEGATIVE_REGULATION_OF_CELL_DEATH	1034	Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death. [GOC:BHF, GOC:dph, GOC:tb]	3	0.0029	2.42E-3	4.07E-1
GO_MITOTIC_NUCLEAR_DIVISION	277	A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [ISBN:0198547684]	2	0.0072	2.51E-3	4.12E-1
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1054	Any process that activates or increases the frequency, rate or extent of intracellular signal transduction. [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]	3	0.0028	2.56E-3	4.12E-1
GO_REGULATION_OF_PROTEIN_STABILITY	295	Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation. [GOC:dph, GOC:mah, GOC:tb]	2	0.0068	2.84E-3	4.49E-1
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	1142	Any process that modulates the frequency, rate or extent of the movement of a cellular component. [GOC:ai, GOC:dph, GOC:jl]	3	0.0026	3.21E-3	4.96E-1
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	1195	Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding. [GO:jl]	3	0.0025	3.65E-3	5.53E-1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	339	The directed movement of a protein to a specific location in a membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]	2	0.0059	3.73E-3	5.54E-1
GO_RESPONSE_TO_ABIOTIC_STIMULUS	1237	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus. [GOC:hb]	3	0.0024	4.02E-3	5.79E-1
GO_NUCLEAR_TRANSPORT	357	The directed movement of substances into, out of, or within the nucleus. [GOC:ai]	2	0.0056	4.13E-3	5.79E-1
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	357	Any process that modulates the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]	2	0.0056	4.13E-3	5.79E-1
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	395	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds. [GOC:go_curators, GOC:jl]	2	0.0051	5.03E-3	6.92E-1
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	400	Any process that activates or increases the frequency, rate or extent of establishment of protein localization. [GO_REF:0000058, GOC:TermGenie, PMID:22761445]	2	0.0050	5.15E-3	6.97E-1
GO_RNA_CATABOLIC_PROCESS	415	The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. [ISBN:0198506732]	2	0.0048	5.53E-3	7.35E-1
GO_REGULATION_OF_PEPTIDE_SECRETION	432	Any process that modulates the frequency, rate, or extent of peptide secretion. [GOC:add]	2	0.0046	5.98E-3	7.76E-1
GO_MACROMOLECULE_CATABOLIC_PROCESS	1431	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. [GOC:mah]	3	0.0021	6.05E-3	7.76E-1
GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	455	Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription. [GOC:ai]	2	0.0044	6.61E-3	8.21E-1
GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	455	Any process that modulates the rate, frequency or extent of a small molecule metabolic process. [GOC:vw]	2	0.0044	6.61E-3	8.21E-1
GO_ORGANELLE_FISSION	467	The creation of two or more organelles by division of one organelle. [GOC:jid]	2	0.0043	6.95E-3	8.49E-1
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	481	Cell migration that is accomplished by extension and retraction of a pseudopodium. [GOC:dph]	2	0.0042	7.36E-3	8.85E-1
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	509	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]	2	0.0039	8.21E-3	9.62E-1
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1601	Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process. [GO:jl, GO_REF:0000058, GOC:TermGenie]	3	0.0019	8.25E-3	9.62E-1


