Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_NEURON_PROJECTION	1366	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]	11	0.0081	1.79E-5	1.19E-3
GO_POLYMERIC_CYTOSKELETAL_FIBER	756	A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits. [GOC:dos]	8	0.0106	4.22E-5	2.64E-3
GO_VESICLE_MEMBRANE	806	The lipid bilayer surrounding any membrane-bounded vesicle in the cell. [GOC:mah, GOC:vesicle]	8	0.0099	6.6E-5	3.89E-3
GO_TRANSPORT_VESICLE	410	Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell. [GOC:mah, PMID:22160157]	6	0.0146	7.09E-5	3.94E-3
GO_I_BAND	140	A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end. [ISBN:0321204131]	4	0.0286	9.77E-5	5.15E-3
GO_AXON	643	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	7	0.0109	1.1E-4	5.51E-3
GO_VESICLE_COAT	56	A membrane coat found on a coated vesicle. [GOC:mah]	3	0.0536	1.21E-4	5.79E-3
GO_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX	11	A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates. [GOC:jl, PMID:16169847]	2	0.1818	1.55E-4	6.73E-3
GO_RIBBON_SYNAPSE	11	Type of synapse characterized by an electron-dense ribbon, lamella (bar) or spherical body in the presynaptic process cytoplasm. [NIF_Subcellular:sao1884931180, PMID:15626493]	2	0.1818	1.55E-4	6.73E-3
GO_DISTAL_AXON	309	That part of an axon close to and including the growth cone or the axon terminus. [GOC:aruk, GOC:bc, PMID:17202468]	5	0.0162	1.85E-4	7.71E-3
GO_COPI_VESICLE_COAT	13	One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state. [GOC:mah, PMID:11252894]	2	0.1538	2.19E-4	8.76E-3
GO_MICROTUBULE_CYTOSKELETON	1256	The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins. [GOC:jl, ISBN:0395825172]	9	0.0072	2.66E-4	1.01E-2
GO_COATED_VESICLE_MEMBRANE	183	The lipid bilayer surrounding a coated vesicle. [GOC:mah]	4	0.0219	2.73E-4	1.01E-2
GO_SECRETORY_VESICLE	1018	A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space. [GOC:dos]	8	0.0079	3.24E-4	1.16E-2
GO_GOLGI_APPARATUS	1598	A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways. [ISBN:0198506732]	10	0.0063	3.49E-4	1.21E-2
GO_VACUOLE	802	A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol. [GOC:mtg_sensu, ISBN:0198506732]	7	0.0087	4.21E-4	1.38E-2
GO_COPI_COATED_VESICLE_MEMBRANE	18	The lipid bilayer surrounding a COPI-coated vesicle. [GOC:mah]	2	0.1111	4.27E-4	1.38E-2
GO_CELL_BODY	592	The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections. [GOC:go_curators]	6	0.0101	5.11E-4	1.6E-2
GO_MEMBRANE_COAT	94	Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules. [GOC:mah]	3	0.0319	5.61E-4	1.7E-2
GO_RETROMER_COMPLEX	21	A conserved hetero-pentameric membrane-associated complex involved in retrograde transport from endosomes to the Golgi apparatus. The budding yeast retromer comprises Vps35p, Vps29p, Vps26p, Vps5p, and Vps17p. The mammalian complex shows slight variation in composition compared to yeast, and comprises SNX1 or SNX2, SNX5 or SNX6, VPS26A or VPS26B, VPS29, and VPS35. [GOC:bf, PMID:26220253, PMID:27385586, PMID:9700157]	2	0.0952	5.84E-4	1.72E-2
GO_SOMATODENDRITIC_COMPARTMENT	859	The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon. [GOC:pad, GOC:PARL]	7	0.0081	6.33E-4	1.76E-2
GO_SIDE_OF_MEMBRANE	617	A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface. [GOC:dos]	6	0.0097	6.34E-4	1.76E-2
GO_PIGMENT_GRANULE	105	A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes. [GOC:jid, GOC:mh]	3	0.0286	7.74E-4	2.07E-2
GO_BRUSH_BORDER	106	The dense covering of microvilli on the apical surface of a epithelial cells in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell. [GOC:sl, ISBN:0815316194]	3	0.0283	7.96E-4	2.07E-2
GO_VACUOLAR_MEMBRANE	427	The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell. [GOC:ai]	5	0.0117	8.06E-4	2.07E-2
GO_MICROTUBULE	431	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle. [ISBN:0879693568]	5	0.0116	8.41E-4	2.1E-2
GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	112	The lipid bilayer surrounding a vesicle associated with the Golgi apparatus. [GOC:mah]	3	0.0268	9.33E-4	2.28E-2
GO_COPI_COATED_VESICLE	28	A vesicle with a coat formed of the COPI coat complex proteins. COPI-coated vesicles are found associated with Golgi membranes at steady state, are involved in Golgi to endoplasmic reticulum (retrograde) vesicle transport, and possibly also in intra-Golgi transport. [GOC:mah, PMID:11252894]	2	0.0714	1.04E-3	2.48E-2
GO_FICOLIN_1_RICH_GRANULE	124	Highly exocytosable gelatinase-poor granules found in neutrophils and rich in ficolin-1.  Ficolin-1 is released from neutrophil granules by stimulation with fMLP or PMA, and the majority becomes associated with the surface membrane of the cells and can be detected by flow cytometry. [GOC:mec, PMID:19741154]	3	0.0242	1.25E-3	2.91E-2
GO_FILAMENTOUS_ACTIN	33	A two-stranded helical polymer of the protein actin. [GOC:mah]	2	0.0606	1.45E-3	3.29E-2
GO_NUCLEAR_HETEROCHROMATIN	34	A condensed form of chromatin, occurring in the nucleus during interphase, that stains strongly with basophilic dyes. The DNA of heterochromatin is typically replicated at a later stage in the cell-division cycle than euchromatin. [ISBN:0198506732]	2	0.0588	1.54E-3	3.42E-2
GO_MEMBRANE_PROTEIN_COMPLEX	1304	Any protein complex that is part of a membrane. [GOC:dos]	8	0.0061	1.61E-3	3.45E-2
GO_MITOCHONDRION	1622	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]	9	0.0055	1.64E-3	3.45E-2
GO_MICROBODY	137	Cytoplasmic organelles, spherical or oval in shape, that are bounded by a single membrane and contain oxidative enzymes, especially those utilizing hydrogen peroxide (H2O2). [ISBN:0198506732]	3	0.0219	1.67E-3	3.45E-2
GO_COATED_VESICLE	299	Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins. [ISBN:0815316194]	4	0.0134	1.7E-3	3.45E-2
GO_LUMENAL_SIDE_OF_MEMBRANE	36	Any side (leaflet) of a membrane that faces the lumen of an organelle. [GOC:dos]	2	0.0556	1.72E-3	3.45E-2
GO_PHAGOCYTIC_VESICLE	140	A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis. [GOC:go_curators, ISBN:0198506732]	3	0.0214	1.77E-3	3.48E-2
GO_ENDOCYTIC_VESICLE	313	A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting. [GOC:go_curators, PMID:19696797]	4	0.0128	2.01E-3	3.86E-2
GO_VESICLE_LUMEN	328	The volume enclosed by the membrane or protein that forms a vesicle. [GOC:mah, GOC:vesicles]	4	0.0122	2.38E-3	4.49E-2
GO_NUCLEOID	43	The region of a virus, bacterial cell, mitochondrion or chloroplast to which the nucleic acid is confined. [GOC:bm, GOC:ma, ISBN:3540076689]	2	0.0465	2.45E-3	4.54E-2
GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	159	A cell part consisting of multiple, closely packed actin-based cell projections. [GOC:dos]	3	0.0189	2.54E-3	4.63E-2
GO_ENDOCYTIC_VESICLE_MEMBRANE	164	The lipid bilayer surrounding an endocytic vesicle. [GOC:mah]	3	0.0183	2.78E-3	4.96E-2
GO_ENDOPLASMIC_RETICULUM	1429	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached). [ISBN:0198506732]	8	0.0056	2.85E-3	5E-2
GO_SECRETORY_GRANULE	856	A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules. [GOC:mah, ISBN:0198506732]	6	0.0070	3.32E-3	5.73E-2
GO_GOLGI_ASSOCIATED_VESICLE	181	Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell. [GOC:mah]	3	0.0166	3.66E-3	6.21E-2
GO_CYTOPLASMIC_SIDE_OF_MEMBRANE	188	The side of a membrane that faces the cytoplasm. [GOC:dos]	3	0.0160	4.07E-3	6.75E-2
GO_SITE_OF_POLARIZED_GROWTH	191	Any part of a cell where non-isotropic growth takes place. [GOC:mah]	3	0.0157	4.26E-3	6.75E-2
GO_AXON_CYTOPLASM	57	Any cytoplasm that is part of a axon. [GO_REF:0000064, GOC:TermGenie, PMID:18667152]	2	0.0351	4.26E-3	6.75E-2
GO_MYOSIN_COMPLEX	57	A protein complex, formed of one or more myosin heavy chains plus associated light chains and other proteins, that functions as a molecular motor; uses the energy of ATP hydrolysis to move actin filaments or to move vesicles or other cargo on fixed actin filaments; has magnesium-ATPase activity and binds actin. Myosin classes are distinguished based on sequence features of the motor, or head, domain, but also have distinct tail regions that are believed to bind specific cargoes. [GOC:mah, Wikipedia:Myosin]	2	0.0351	4.26E-3	6.75E-2
GO_SPLICEOSOMAL_COMPLEX	192	Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA. [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]	3	0.0156	4.32E-3	6.75E-2
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	58	The large subunit of a ribosome located in the cytosol. [GOC:mtg_sensu]	2	0.0345	4.41E-3	6.79E-2
GO_MICROBODY_MEMBRANE	60	The lipid bilayer surrounding a microbody. [GOC:mah]	2	0.0333	4.71E-3	7.15E-2
GO_NUCLEAR_SPECK	401	A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy. [http://www.cellnucleus.com/]	4	0.0100	4.86E-3	7.23E-2
GO_PLASMA_MEMBRANE_REGION	1235	A membrane that is a (regional) part of the plasma membrane. [GOC:dos]	7	0.0057	4.91E-3	7.23E-2
GO_LATERAL_PLASMA_MEMBRANE	65	The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells. [GOC:hb, GOC:mah, GOC:pr]	2	0.0308	5.51E-3	7.99E-2
GO_SPINDLE_MICROTUBULE	66	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	2	0.0303	5.67E-3	8.11E-2
GO_EXOCYTIC_VESICLE	224	A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis. [GOC:kad, GOC:mah]	3	0.0134	6.61E-3	9.32E-2
GO_ACTIN_FILAMENT_BUNDLE	75	An assembly of actin filaments that are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness. [GOC:mah]	2	0.0267	7.27E-3	1.01E-1
GO_PHAGOCYTIC_VESICLE_MEMBRANE	77	The lipid bilayer surrounding a phagocytic vesicle. [GOC:mah]	2	0.0260	7.65E-3	1.05E-1
GO_ACTOMYOSIN	78	Any complex of actin, myosin, and accessory proteins. [GOC:go_curators]	2	0.0256	7.84E-3	1.05E-1
GO_HETEROCHROMATIN	78	A compact and highly condensed form of chromatin. [GOC:elh]	2	0.0256	7.84E-3	1.05E-1
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	728	Cytoplasm situated near, or occurring around, the nucleus. [GOC:jid]	5	0.0069	7.94E-3	1.05E-1
GO_SARCOPLASM	80	The cytoplasm of a muscle cell; includes the sarcoplasmic reticulum. [ISBN:0198547684]	2	0.0250	8.23E-3	1.07E-1
GO_CATALYTIC_COMPLEX	1372	A protein complex which is capable of catalytic activity. [GOC:bhm, GOC:TermGenie, PMID:8077207]	7	0.0051	8.56E-3	1.1E-1
GO_CYTOPLASMIC_REGION	254	Any (proper) part of the cytoplasm of a single cell of sufficient size to still be considered cytoplasm. [GOC:dos]	3	0.0118	9.32E-3	1.18E-1
GO_NEURON_PROJECTION_CYTOPLASM	87	All of the contents of a plasma membrane bounded neuron projection, excluding the plasma membrane surrounding the projection. [GOC:ha]	2	0.0230	9.67E-3	1.21E-1
GO_CELL_CELL_JUNCTION	493	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects. [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]	4	0.0081	9.92E-3	1.23E-1
GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	1124	The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane. [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]	6	0.0053	1.2E-2	1.47E-1
GO_PRESYNAPSE	524	The part of a synapse that is part of the presynaptic cell. [GOC:dos]	4	0.0076	1.22E-2	1.47E-1
GO_NUCLEAR_MATRIX	109	The dense fibrillar network lying on the inner side of the nuclear membrane. [ISBN:0582227089]	2	0.0183	1.49E-2	1.77E-1
GO_CYTOSOLIC_RIBOSOME	110	A ribosome located in the cytosol. [GOC:mtg_sensu]	2	0.0182	1.51E-2	1.78E-1
GO_LARGE_RIBOSOMAL_SUBUNIT	116	The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). [ISBN:0198506732]	2	0.0172	1.67E-2	1.95E-1
GO_ACTIN_FILAMENT	117	A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane. [GOC:mah, ISBN:0198506732, PMID:10666339]	2	0.0171	1.7E-2	1.95E-1
GO_CLATHRIN_COATED_VESICLE_MEMBRANE	118	The lipid bilayer surrounding a clathrin-coated vesicle. [GOC:mah]	2	0.0169	1.73E-2	1.95E-1
GO_CENTROSOME	583	A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle. [GOC:mah, ISBN:0198547684]	4	0.0069	1.74E-2	1.95E-1
GO_TIGHT_JUNCTION	129	A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other. [ISBN:0815332181]	2	0.0155	2.04E-2	2.23E-1
GO_DENDRITIC_TREE	615	The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches. [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]	4	0.0065	2.07E-2	2.23E-1
GO_MEMBRANE_REGION	343	A membrane that is a part of a larger membrane.  Examples include the apical region of the plasma membrane of an epithelial cell and the various regions of the endoplasmic reticulum membrane. [GOC:dos]	3	0.0087	2.07E-2	2.23E-1
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	130	A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport. [GOC:pr, PMID:16723730]	2	0.0154	2.07E-2	2.23E-1
GO_NUCLEAR_PERIPHERY	131	The portion of the nuclear lumen proximal to the inner nuclear membrane. [GOC:krc, GOC:mah]	2	0.0153	2.1E-2	2.24E-1
GO_POSTSYNAPSE	640	The part of a synapse that is part of the post-synaptic cell. [GOC:dos]	4	0.0063	2.35E-2	2.44E-1
GO_APICAL_PLASMA_MEMBRANE	361	The region of the plasma membrane located at the apical end of the cell. [GOC:curators]	3	0.0083	2.36E-2	2.44E-1
GO_GLUTAMATERGIC_SYNAPSE	361	A synapse that uses glutamate as a neurotransmitter. [GOC:dos]	3	0.0083	2.36E-2	2.44E-1
GO_APICAL_JUNCTION_COMPLEX	143	A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability. [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]	2	0.0140	2.47E-2	2.52E-1
GO_ENDOSOME	976	A vacuole to which materials ingested by endocytosis are delivered. [ISBN:0198506732, PMID:19696797]	5	0.0051	2.51E-2	2.54E-1
GO_NEURON_PROJECTION_TERMINUS	149	The specialized, terminal region of a neuron projection such as an axon or a dendrite. [GOC:jl]	2	0.0134	2.67E-2	2.67E-1


