Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_ACTIN_FILAMENT_BUNDLE	75	An assembly of actin filaments that are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness. [GOC:mah]	4	0.0533	1.06E-5	4.95E-4
GO_ENVELOPE	1219	A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers. [GOC:mah, GOC:pz]	11	0.0090	1.09E-5	4.95E-4
GO_CELL_LEADING_EDGE	421	The area of a motile cell closest to the direction of movement. [GOC:pg]	7	0.0166	1.1E-5	4.95E-4
GO_CHROMOSOME_TELOMERIC_REGION	164	The terminal region of a linear chromosome that includes the telomeric DNA repeats and associated proteins. [GOC:elh]	5	0.0305	1.21E-5	4.95E-4
GO_ACTOMYOSIN	78	Any complex of actin, myosin, and accessory proteins. [GOC:go_curators]	4	0.0513	1.24E-5	4.95E-4
GO_INCLUSION_BODY	78	A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers. [GOC:mah, PMID:11121744]	4	0.0513	1.24E-5	4.95E-4
GO_RUFFLE	179	Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork. [ISBN:0124325653]	5	0.0279	1.85E-5	7.11E-4
GO_MIDBODY	182	A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis. [ISBN:0815316194]	5	0.0275	2E-5	7.42E-4
GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX	30	A ribonucleoprotein complex that contains an RNA molecule of the small nucleolar RNA (snoRNA) family and associated proteins. Most are involved in a step of processing of rRNA: cleavage, 2'-O-methylation, or pseudouridylation. The majority, though not all, fall into one of two classes, box C/D type or box H/ACA type. [GOC:krc, GOC:mah, ISBN:0879695897]	3	0.1000	2.18E-5	7.8E-4
GO_SPINDLE	367	The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart. [ISBN:0198547684]	6	0.0163	5.32E-5	1.84E-3
GO_BOX_C_D_SNORNP_COMPLEX	7	A ribonucleoprotein complex containing small nucleolar RNA of the box C/D type that can carry out ribose-2'-O-methylation of target RNAs. [ISBN:0879695897, PMID:17284456]	2	0.2857	6.65E-5	2.15E-3
GO_PRE_SNORNP_COMPLEX	7	A ribonucleoprotein complex that contains a precursor small nucleolar RNA (pre-snoRNA) and associated proteins, and forms during small nucleolar ribonucleoprotein complex (snoRNP) assembly. Pre-snoRNP complexes may contain proteins not found in the corresponding mature snoRNP complexes. [GOC:BHF, GOC:mah, GOC:rl, PMID:17636026, PMID:17709390]	2	0.2857	6.65E-5	2.15E-3
GO_NUCLEAR_CHROMOSOME_TELOMERIC_REGION	124	The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres). [GOC:elh]	4	0.0323	7.64E-5	2.39E-3
GO_NUCLEAR_SPECK	401	A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy. [http://www.cellnucleus.com/]	6	0.0150	8.66E-5	2.63E-3
GO_SARCOLEMMA	135	The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers. [ISBN:0198506732]	4	0.0296	1.06E-4	3.12E-3
GO_CLEAVAGE_FURROW	54	The cleavage furrow is a plasma membrane invagination at the cell division site. The cleavage furrow begins as a shallow groove and eventually deepens to divide the cytoplasm. [GOC:vw, ISBN:0805319409]	3	0.0556	1.29E-4	3.69E-3
GO_X_CHROMOSOME	10	The sex chromosome present in both sexes of species in which the male is the heterogametic sex. Two copies of the X chromosome are present in each somatic cell of females and one copy is present in males. [GOC:mah, GOC:mr, ISBN:0582227089, PMID:20622855, Wikipedia:XY_sex-determination_system]	2	0.2000	1.42E-4	3.95E-3
GO_SYNAPSE	1357	The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]	10	0.0074	1.53E-4	4.13E-3
GO_CATALYTIC_COMPLEX	1372	A protein complex which is capable of catalytic activity. [GOC:bhm, GOC:TermGenie, PMID:8077207]	10	0.0073	1.67E-4	4.4E-3
GO_MICROTUBULE_ASSOCIATED_COMPLEX	159	Any multimeric complex connected to a microtubule. [GOC:jl]	4	0.0252	1.99E-4	5.11E-3
GO_NUCLEAR_PORE_NUCLEAR_BASKET	12	A filamentous, cage-like assembly on the nuclear face of the nuclear pore complex (NPC). In S. cerevisiae, Mlp1p and Mlp2p are two major components of the NPC nuclear basket. In vertebrates, Tpr is a major component. [GOC:dgf, PMID:18046406, PMID:19524430, PMID:20947011, PMID:22419078]	2	0.1667	2.08E-4	5.11E-3
GO_NUCLEAR_ENVELOPE	473	The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space). [ISBN:0198547684]	6	0.0127	2.12E-4	5.11E-3
GO_NUCLEAR_MEMBRANE	301	Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space. [GOC:mah, GOC:pz]	5	0.0166	2.14E-4	5.11E-3
GO_LATERAL_PLASMA_MEMBRANE	65	The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells. [GOC:hb, GOC:mah, GOC:pr]	3	0.0462	2.24E-4	5.22E-3
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	306	The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region. [GOC:dos, GOC:jl, GOC:mah]	5	0.0163	2.31E-4	5.22E-3
GO_ADHERENS_JUNCTION	166	A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules. [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]	4	0.0241	2.35E-4	5.22E-3
GO_WHOLE_MEMBRANE	1721	Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes. [GOC:dos]	11	0.0064	2.41E-4	5.24E-3
GO_CELL_CELL_JUNCTION	493	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects. [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]	6	0.0122	2.65E-4	5.64E-3
GO_CELL_DIVISION_SITE	72	The eventual plane of cell division (also known as cell cleavage or cytokinesis) in a dividing cell. In Eukaryotes, the cleavage apparatus, composed of septin structures and the actomyosin contractile ring, forms along this plane, and the mitotic, or meiotic, spindle is aligned perpendicular to the division plane. In bacteria, the cell division site is generally located at mid-cell and is the site at which the cytoskeletal structure, the Z-ring, assembles. [GOC:bf, GOC:imk, GOC:krc, GOC:ns, PMID:12101122, PMID:15380095, PMID:16983191, PMID:18165305]	3	0.0417	3.03E-4	6.33E-3
GO_NEUROMUSCULAR_JUNCTION	76	The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential. [GOC:nln]	3	0.0395	3.56E-4	7.27E-3
GO_CAJAL_BODY	77	A class of nuclear body, first seen after silver staining by Ramon y Cajal in 1903, enriched in small nuclear ribonucleoproteins, and certain general RNA polymerase II transcription factors; ultrastructurally, they appear as a tangle of coiled, electron-dense threads roughly 0.5 micrometers in diameter; involved in aspects of snRNP biogenesis; the protein coilin serves as a marker for Cajal bodies. Some argue that Cajal bodies are the sites for preassembly of transcriptosomes, unitary particles involved in transcription and processing of RNA. [NIF_Subcellular:nlx_subcell_090901, PMID:10944589, PMID:11031238, PMID:7559785]	3	0.0390	3.7E-4	7.4E-3
GO_SITE_OF_POLARIZED_GROWTH	191	Any part of a cell where non-isotropic growth takes place. [GOC:mah]	4	0.0209	4E-4	7.84E-3
GO_MYOSIN_II_COMPLEX	20	A myosin complex containing two class II myosin heavy chains, two myosin essential light chains and two myosin regulatory light chains. Also known as classical myosin or conventional myosin, the myosin II class includes the major muscle myosin of vertebrate and invertebrate muscle, and is characterized by alpha-helical coiled coil tails that self assemble to form a variety of filament structures. [Wikipedia:Myosin]	2	0.1000	5.92E-4	1.14E-2
GO_LIPID_DROPLET	93	An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins. [GOC:mah, GOC:tb]	3	0.0323	6.43E-4	1.19E-2
GO_MICROVILLUS	93	Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells. [ISBN:0815316194]	3	0.0323	6.43E-4	1.19E-2
GO_ACTIN_BASED_CELL_PROJECTION	220	A cell projection supported by an assembly of actin filaments, and which lacks microtubules. [PMID:15661519]	4	0.0182	6.79E-4	1.24E-2
GO_MYOSIN_FILAMENT	22	A supramolecular fiber containing myosin heavy chains, plus associated light chains and other proteins, in which the myosin heavy chains are arranged into a filament. [GOC:mah]	2	0.0909	7.19E-4	1.28E-2
GO_CORTICAL_CYTOSKELETON	106	The portion of the cytoskeleton that lies just beneath the plasma membrane. [GOC:mah]	3	0.0283	9.4E-4	1.65E-2
GO_NUCLEAR_MATRIX	109	The dense fibrillar network lying on the inner side of the nuclear membrane. [ISBN:0582227089]	3	0.0275	1.02E-3	1.76E-2
GO_AXON	643	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	6	0.0093	1.06E-3	1.8E-2
GO_MICROTUBULE	431	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle. [ISBN:0879693568]	5	0.0116	1.09E-3	1.82E-2
GO_SEX_CHROMOSOME	30	A chromosome involved in sex determination. [GOC:elh]	2	0.0667	1.34E-3	2.2E-2
GO_FILAMENTOUS_ACTIN	33	A two-stranded helical polymer of the protein actin. [GOC:mah]	2	0.0606	1.62E-3	2.6E-2
GO_FIBRILLAR_CENTER	129	A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures. [PMID:10754561]	3	0.0233	1.65E-3	2.6E-2
GO_PLASMA_MEMBRANE_REGION	1235	A membrane that is a (regional) part of the plasma membrane. [GOC:dos]	8	0.0065	1.66E-3	2.6E-2
GO_MITOTIC_SPINDLE	133	A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules. [GOC:mah, GOC:vw, PMID:11408572, PMID:18367542, PMID:8027178]	3	0.0226	1.8E-3	2.78E-2
GO_COP9_SIGNALOSOME	36	A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome. [PMID:11019806, PMID:12186635, PMID:14570571]	2	0.0556	1.93E-3	2.92E-2
GO_I_BAND	140	A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end. [ISBN:0321204131]	3	0.0214	2.09E-3	3.12E-2
GO_SMALL_SUBUNIT_PROCESSOME	39	A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins. [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]	2	0.0513	2.26E-3	3.33E-2
GO_DISTAL_AXON	309	That part of an axon close to and including the growth cone or the axon terminus. [GOC:aruk, GOC:bc, PMID:17202468]	4	0.0129	2.36E-3	3.43E-2
GO_MITOCHONDRION	1622	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]	9	0.0055	2.45E-3	3.5E-2
GO_AZUROPHIL_GRANULE	155	Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid. [GOC:jl, PMID:17152095]	3	0.0194	2.78E-3	3.93E-2
GO_NEURON_PROJECTION	1366	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]	8	0.0059	3.1E-3	4.31E-2
GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	47	The small subunit of a ribosome located in the cytosol. [GOC:mtg_sensu]	2	0.0426	3.27E-3	4.48E-2
GO_NUCLEOLUS	1382	A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]	8	0.0058	3.33E-3	4.5E-2
GO_MEMBRANE_REGION	343	A membrane that is a part of a larger membrane.  Examples include the apical region of the plasma membrane of an epithelial cell and the various regions of the endoplasmic reticulum membrane. [GOC:dos]	4	0.0117	3.43E-3	4.58E-2
GO_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	49	The component of an organelle membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region. [GOC:dos, GOC:mah]	2	0.0408	3.55E-3	4.67E-2
GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	172	The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region. [GOC:curators, GOC:dos]	3	0.0174	3.73E-3	4.85E-2
GO_KINESIN_COMPLEX	51	Any complex that includes a dimer of molecules from the kinesin superfamily, a group of related proteins that contain an extended region of predicted alpha-helical coiled coil in the main chain that likely produces dimerization. The native complexes of several kinesin family members have also been shown to contain additional peptides, often designated light chains as all of the noncatalytic subunits that are currently known are smaller than the chain that contains the motor unit. Kinesin complexes generally possess a force-generating enzymatic activity, or motor, which converts the free energy of the gamma phosphate bond of ATP into mechanical work. [GOC:mah, http://www.proweb.org/kinesin//KinesinMotility.html, http://www.proweb.org/kinesin//KinesinStructure.html]	2	0.0392	3.83E-3	4.92E-2
GO_SOMATODENDRITIC_COMPARTMENT	859	The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon. [GOC:pad, GOC:PARL]	6	0.0070	4.49E-3	5.69E-2
GO_DENDRITIC_TREE	615	The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches. [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]	5	0.0081	5.04E-3	6.3E-2
GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE	59	A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. [GOC:go_curators]	2	0.0339	5.1E-3	6.3E-2
GO_CHROMOSOME_CENTROMERIC_REGION	196	The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome. [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]	3	0.0153	5.36E-3	6.55E-2
GO_LAMELLIPODIUM	201	A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments. [ISBN:0815316194]	3	0.0149	5.75E-3	6.94E-2
GO_POSTSYNAPSE	640	The part of a synapse that is part of the post-synaptic cell. [GOC:dos]	5	0.0078	5.94E-3	7.08E-2
GO_HOST_CELLULAR_COMPONENT	65	Any cellular component of a host cell. The host is an organism in which another organism, for instance a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection. [ISBN:0198506732]	2	0.0308	6.16E-3	7.25E-2
GO_POLYSOME	69	A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro. [ISBN:0198506732, NIF_Subcellular:sao1038025871]	2	0.0290	6.91E-3	8.04E-2
GO_OUTER_MEMBRANE	220	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites. [GOC:go_curators]	3	0.0136	7.37E-3	8.48E-2
GO_SMALL_RIBOSOMAL_SUBUNIT	74	The smaller of the two subunits of a ribosome. [GOC:mah]	2	0.0270	7.91E-3	9E-2
GO_HETEROCHROMATIN	78	A compact and highly condensed form of chromatin. [GOC:elh]	2	0.0256	8.75E-3	9.74E-2
GO_PRERIBOSOME	78	Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis. [PMID:10567516]	2	0.0256	8.75E-3	9.74E-2
GO_CORTICAL_ACTIN_CYTOSKELETON	80	The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane. [GOC:mah]	2	0.0250	9.19E-3	1.01E-1
GO_NUCLEAR_PORE	85	Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]	2	0.0235	1.03E-2	1.12E-1
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	251	Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell. [ISBN:0716731363]	3	0.0120	1.05E-2	1.13E-1
GO_RIBOSOME	253	An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]	3	0.0119	1.08E-2	1.15E-1
GO_CYTOPLASMIC_REGION	254	Any (proper) part of the cytoplasm of a single cell of sufficient size to still be considered cytoplasm. [GOC:dos]	3	0.0118	1.09E-2	1.15E-1
GO_ORGANELLE_ENVELOPE_LUMEN	90	The region between the inner and outer lipid bilayers of an organelle envelope. [GOC:mah]	2	0.0222	1.15E-2	1.2E-1
GO_AZUROPHIL_GRANULE_LUMEN	91	The volume enclosed by the membrane of an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid. [GOC:bf, PMID:17152095]	2	0.0220	1.18E-2	1.21E-1
GO_MITOCHONDRIAL_ENVELOPE	770	The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space. [GOC:ai, GOC:pz]	5	0.0065	1.26E-2	1.26E-1
GO_TRANSFERASE_COMPLEX	771	A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). [GOC:bhm, PMID:16540464]	5	0.0065	1.26E-2	1.26E-1
GO_ENDOSOME_MEMBRANE	501	The lipid bilayer surrounding an endosome. [GOC:mah]	4	0.0080	1.27E-2	1.26E-1


