Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	2	0.0667	4.36E-4	1.99E-2
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	FGFR1 mutant receptor activation	2	0.0645	4.66E-4	2.07E-2
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	32	Regulation of Glucokinase by Glucokinase Regulatory Protein	2	0.0625	4.97E-4	2.14E-2
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	33	Export of Viral Ribonucleoproteins from Nucleus	2	0.0606	5.29E-4	2.22E-2
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	Nuclear import of Rev protein	2	0.0588	5.61E-4	2.29E-2
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	4	0.0107	5.76E-4	2.29E-2
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35	SUMOylation of SUMOylation proteins	2	0.0571	5.95E-4	2.31E-2
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	Nuclear Pore Complex (NPC) Disassembly	2	0.0556	6.29E-4	2.33E-2
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	36	Transport of the SLBP Dependant Mature mRNA	2	0.0556	6.29E-4	2.33E-2
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Rev with host cellular proteins	2	0.0541	6.65E-4	2.35E-2
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	2	0.0541	6.65E-4	2.35E-2
REACTOME_CELL_CYCLE	693	Cell Cycle	5	0.0072	6.83E-4	2.36E-2
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	38	Signaling by FGFR1 in disease	2	0.0526	7.01E-4	2.37E-2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	3	0.0174	7.35E-4	2.39E-2
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	39	SUMOylation of ubiquitinylation proteins	2	0.0513	7.39E-4	2.39E-2
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	NS1 Mediated Effects on Host Pathways	2	0.0488	8.17E-4	2.59E-2
REACTOME_M_PHASE	417	M Phase	4	0.0096	8.63E-4	2.68E-2
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	44	Viral Messenger RNA Synthesis	2	0.0455	9.4E-4	2.87E-2
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	191	Separation of Sister Chromatids	3	0.0157	9.95E-4	2.97E-2
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46	SUMOylation of DNA replication proteins	2	0.0435	1.03E-3	3.01E-2
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	47	SUMOylation of RNA binding proteins	2	0.0426	1.07E-3	3.09E-2
REACTOME_CELLULAR_SENESCENCE	198	Cellular Senescence	3	0.0152	1.1E-3	3.12E-2
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	Nuclear Envelope Breakdown	2	0.0377	1.36E-3	3.78E-2
REACTOME_SNRNP_ASSEMBLY	54	snRNP Assembly	2	0.0370	1.41E-3	3.85E-2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	3	0.0138	1.45E-3	3.89E-2
REACTOME_HIV_INFECTION	231	HIV Infection	3	0.0130	1.71E-3	4.51E-2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	2	0.0333	1.74E-3	4.51E-2
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	Mitotic Metaphase and Anaphase	3	0.0127	1.82E-3	4.64E-2
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	Signaling by FGFR in disease	2	0.0317	1.92E-3	4.81E-2
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	Processing of Capped Intron-Containing Pre-mRNA	3	0.0124	1.96E-3	4.83E-2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	5	0.0057	2.01E-3	4.87E-2
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	71	SUMOylation of chromatin organization proteins	2	0.0282	2.43E-3	5.8E-2
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	77	SUMOylation of DNA damage response and repair proteins	2	0.0260	2.85E-3	6.68E-2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	4	0.0069	2.88E-3	6.68E-2
REACTOME_PROTEIN_UBIQUITINATION	79	Protein ubiquitination	2	0.0253	2.99E-3	6.84E-2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	80	DNA Damage/Telomere Stress Induced Senescence	2	0.0250	3.07E-3	6.91E-2
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	Regulation of HSF1-mediated heat shock response	2	0.0244	3.22E-3	7.15E-2
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	3	0.0102	3.36E-3	7.35E-2
REACTOME_TRANSLATION	295	Translation	3	0.0102	3.42E-3	7.39E-2
REACTOME_SLC_TRANSPORTER_DISORDERS	99	SLC transporter disorders	2	0.0202	4.65E-3	9.91E-2
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	Cellular response to heat stress	2	0.0198	4.84E-3	1.02E-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	107	Transcriptional regulation by small RNAs	2	0.0187	5.41E-3	1.12E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	5	0.0044	5.73E-3	1.17E-1
REACTOME_HCMV_LATE_EVENTS	116	HCMV Late Events	2	0.0172	6.33E-3	1.28E-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	3	0.0078	7.21E-3	1.44E-1
REACTOME_GENE_SILENCING_BY_RNA	138	Gene Silencing by RNA	2	0.0145	8.84E-3	1.72E-1
REACTOME_HCMV_EARLY_EVENTS	138	HCMV Early Events	2	0.0145	8.84E-3	1.72E-1
REACTOME_HIV_LIFE_CYCLE	149	HIV Life Cycle	2	0.0134	1.02E-2	1.96E-1
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	2	0.0125	1.17E-2	2.22E-1
REACTOME_HCMV_INFECTION	162	HCMV Infection	2	0.0123	1.2E-2	2.25E-1
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	176	Disorders of transmembrane transporters	2	0.0114	1.41E-2	2.6E-1
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	5	0.0035	1.49E-2	2.73E-1
REACTOME_SUMOYLATION	187	SUMOylation	2	0.0107	1.58E-2	2.85E-1
REACTOME_DNA_REPAIR	331	DNA Repair	2	0.0060	4.52E-2	8.07E-1
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1373	RNA Polymerase II Transcription	4	0.0029	5.1E-2	9.01E-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	Transcriptional Regulation by TP53	2	0.0055	5.3E-2	9.25E-1


