Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_TRANSCRIPTION_FACTOR_BINDING	642	Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription. [ISBN:0198506732]	4	0.0062	1.75E-2	6.08E-1
GO_CYTOSKELETAL_PROTEIN_BINDING	979	Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton). [GOC:mah]	5	0.0051	1.77E-2	6.08E-1
GO_MOTOR_ACTIVITY	132	Catalysis of the generation of force resulting either in movement along a microfilament or microtubule, or in torque resulting in membrane scission, coupled to the hydrolysis of a nucleoside triphosphate. [GOC:mah, GOC:vw, ISBN:0815316194, PMID:11242086]	2	0.0152	1.79E-2	6.08E-1
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	134	Enables the transfer of calcium (Ca) ions from one side of a membrane to the other. [GOC:dgf]	2	0.0149	1.84E-2	6.13E-1
GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY	139	Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile. [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htmCATTYPE]	2	0.0144	1.97E-2	6.31E-1
GO_TRANSLATION_REGULATOR_ACTIVITY	139	Any molecular function involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:ai]	2	0.0144	1.97E-2	6.31E-1
GO_CALCIUM_ION_BINDING	704	Interacting selectively and non-covalently with calcium ions (Ca2+). [GOC:ai]	4	0.0057	2.36E-2	7.43E-1
GO_HELICASE_ACTIVITY	160	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix. [GOC:jl]	2	0.0125	2.56E-2	7.91E-1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	162	Enables the transfer of inorganic cations with a valency of two from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage. [GOC:mah]	2	0.0123	2.62E-2	7.94E-1
GO_RAB_GTPASE_BINDING	171	Interacting selectively and non-covalently with Rab protein, any member of the Rab subfamily of the Ras superfamily of monomeric GTPases. [GOC:mah]	2	0.0117	2.9E-2	8.62E-1
GO_ACTIN_BINDING	437	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]	3	0.0069	3.03E-2	8.88E-1
GO_PHOSPHOLIPID_BINDING	454	Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester. [ISBN:0198506732]	3	0.0066	3.34E-2	9.61E-1
GO_LYASE_ACTIVITY	189	Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring. [ISBN:0198547684]	2	0.0106	3.48E-2	9.84E-1


