Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	Degradation of the extracellular matrix	2	0.0143	1.71E-2	3.44E-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	3	0.0078	1.77E-2	3.49E-1
REACTOME_MITOTIC_PROPHASE	143	Mitotic Prophase	2	0.0140	1.78E-2	3.49E-1
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	149	Mitotic G1 phase and G1/S transition	2	0.0134	1.92E-2	3.73E-1
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	4	0.0055	1.96E-2	3.77E-1
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	153	Toll-like Receptor Cascades	2	0.0131	2.02E-2	3.82E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	5	0.0044	2.22E-2	4.15E-1
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	2	0.0116	2.51E-2	4.63E-1
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	186	Fc epsilon receptor (FCERI) signaling	2	0.0108	2.89E-2	5.25E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	4	0.0049	2.9E-2	5.25E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	3.46E-2	6.18E-1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	2	0.0092	3.87E-2	6.83E-1
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	221	Ub-specific processing proteases	2	0.0090	3.96E-2	6.92E-1
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	234	TCF dependent signaling in response to WNT	2	0.0085	4.39E-2	7.59E-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	239	Transcriptional regulation by RUNX1	2	0.0084	4.56E-2	7.79E-1


