Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_WHOLE_MEMBRANE	1721	Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes. [GOC:dos]	5	0.0029	1.02E-3	7.9E-2
GO_VACUOLAR_MEMBRANE	427	The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell. [GOC:ai]	3	0.0070	1.03E-3	7.9E-2
GO_PIGMENT_GRANULE	105	A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes. [GOC:jid, GOC:mh]	2	0.0190	1.13E-3	8.08E-2
GO_ENDOSOME_MEMBRANE	501	The lipid bilayer surrounding an endosome. [GOC:mah]	3	0.0060	1.62E-3	1.08E-1
GO_I_BAND	140	A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end. [ISBN:0321204131]	2	0.0143	1.99E-3	1.17E-1
GO_PHAGOCYTIC_VESICLE	140	A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis. [GOC:go_curators, ISBN:0198506732]	2	0.0143	1.99E-3	1.17E-1
GO_MICROTUBULE_CYTOSKELETON	1256	The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins. [GOC:jl, ISBN:0395825172]	4	0.0032	2.55E-3	1.42E-1
GO_ENDOCYTIC_VESICLE_MEMBRANE	164	The lipid bilayer surrounding an endocytic vesicle. [GOC:mah]	2	0.0122	2.72E-3	1.43E-1
GO_MEMBRANE_PROTEIN_COMPLEX	1304	Any protein complex that is part of a membrane. [GOC:dos]	4	0.0031	2.93E-3	1.46E-1
GO_SYNAPSE	1357	The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]	4	0.0029	3.38E-3	1.57E-1
GO_NEURON_PROJECTION	1366	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]	4	0.0029	3.46E-3	1.57E-1
GO_EXOCYTIC_VESICLE	224	A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis. [GOC:kad, GOC:mah]	2	0.0089	5E-3	2.16E-1
GO_POLYMERIC_CYTOSKELETAL_FIBER	756	A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits. [GOC:dos]	3	0.0040	5.17E-3	2.16E-1
GO_CONTRACTILE_FIBER	238	Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle. [GOC:go_curators, ISBN:0815316194]	2	0.0084	5.62E-3	2.25E-1
GO_VACUOLE	802	A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol. [GOC:mtg_sensu, ISBN:0198506732]	3	0.0037	6.09E-3	2.29E-1
GO_VESICLE_MEMBRANE	806	The lipid bilayer surrounding any membrane-bounded vesicle in the cell. [GOC:mah, GOC:vesicle]	3	0.0037	6.18E-3	2.29E-1
GO_DISTAL_AXON	309	That part of an axon close to and including the growth cone or the axon terminus. [GOC:aruk, GOC:bc, PMID:17202468]	2	0.0065	9.29E-3	3.32E-1
GO_ENDOSOME	976	A vacuole to which materials ingested by endocytosis are delivered. [ISBN:0198506732, PMID:19696797]	3	0.0031	1.04E-2	3.6E-1
GO_SECRETORY_VESICLE	1018	A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space. [GOC:dos]	3	0.0029	1.17E-2	3.9E-1
GO_EARLY_ENDOSOME	377	A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways. [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]	2	0.0053	1.36E-2	4.39E-1
GO_MICROTUBULE	431	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle. [ISBN:0879693568]	2	0.0046	1.75E-2	5.47E-1
GO_CELL_CELL_JUNCTION	493	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects. [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]	2	0.0041	2.25E-2	6.82E-1
GO_PRESYNAPSE	524	The part of a synapse that is part of the presynaptic cell. [GOC:dos]	2	0.0038	2.52E-2	7.42E-1
GO_NUCLEOLUS	1382	A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]	3	0.0022	2.63E-2	7.51E-1
GO_CENTROSOME	583	A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle. [GOC:mah, ISBN:0198547684]	2	0.0034	3.07E-2	8.53E-1
GO_AXON	643	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	2	0.0031	3.67E-2	9.93E-1


