Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_GLYCOLYSIS	72	Glycolysis	2	0.0278	5.62E-3	2.18E-1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	72	trans-Golgi Network Vesicle Budding	2	0.0278	5.62E-3	2.18E-1
REACTOME_SIGNALING_BY_INTERLEUKINS	462	Signaling by Interleukins	4	0.0087	5.74E-3	2.18E-1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	Mitotic Metaphase and Anaphase	3	0.0127	5.91E-3	2.19E-1
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81	RNA polymerase II transcribes snRNA genes	2	0.0247	7.05E-3	2.55E-1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	Regulation of HSF1-mediated heat shock response	2	0.0244	7.22E-3	2.55E-1
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	4	0.0079	7.76E-3	2.68E-1
REACTOME_COLLAGEN_FORMATION	90	Collagen formation	2	0.0222	8.64E-3	2.92E-1
REACTOME_CELL_JUNCTION_ORGANIZATION	92	Cell junction organization	2	0.0217	9.02E-3	2.98E-1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	COPI-dependent Golgi-to-ER retrograde traffic	2	0.0200	1.06E-2	3.38E-1
REACTOME_TRANSLATION	295	Translation	3	0.0102	1.08E-2	3.38E-1
REACTOME_DISEASE	1580	Disease	7	0.0044	1.09E-2	3.38E-1
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	4	0.0071	1.12E-2	3.4E-1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	301	Extracellular matrix organization	3	0.0100	1.15E-2	3.4E-1
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	105	Cargo recognition for clathrin-mediated endocytosis	2	0.0190	1.16E-2	3.4E-1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	4	0.0069	1.25E-2	3.52E-1
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111	Interleukin-4 and Interleukin-13 signaling	2	0.0180	1.29E-2	3.52E-1
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	Mitotic Spindle Checkpoint	2	0.0180	1.29E-2	3.52E-1
REACTOME_TRNA_PROCESSING	111	tRNA processing	2	0.0180	1.29E-2	3.52E-1
REACTOME_L1CAM_INTERACTIONS	121	L1CAM interactions	2	0.0165	1.52E-2	4.07E-1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	2	0.0159	1.64E-2	4.32E-1
REACTOME_CELL_CELL_COMMUNICATION	130	Cell-Cell communication	2	0.0154	1.74E-2	4.51E-1
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	2	0.0149	1.84E-2	4.69E-1
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	RHO GTPases Activate Formins	2	0.0143	2E-2	5.01E-1
REACTOME_CELL_CYCLE	693	Cell Cycle	4	0.0058	2.25E-2	5.54E-1
REACTOME_AUTOPHAGY	151	Autophagy	2	0.0132	2.3E-2	5.59E-1
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	ER to Golgi Anterograde Transport	2	0.0129	2.42E-2	5.78E-1
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	2	0.0127	2.47E-2	5.83E-1
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	2	0.0125	2.56E-2	5.94E-1
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	175	The citric acid (TCA) cycle and respiratory electron transport	2	0.0114	3.02E-2	6.91E-1
REACTOME_ION_CHANNEL_TRANSPORT	184	Ion channel transport	2	0.0109	3.31E-2	7.39E-1
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	3	0.0066	3.34E-2	7.39E-1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	Transport to the Golgi and subsequent modification	2	0.0108	3.38E-2	7.39E-1
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	2	0.0099	3.96E-2	8.46E-1
REACTOME_MUSCLE_CONTRACTION	205	Muscle contraction	2	0.0098	4.03E-2	8.46E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	4.03E-2	8.46E-1
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	221	Ub-specific processing proteases	2	0.0090	4.61E-2	9.56E-1


