Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	3	0.0191	1.4E-3	7.53E-2
REACTOME_DISEASE	1580	Disease	8	0.0051	1.51E-3	7.84E-2
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	5	0.0082	1.66E-3	8.3E-2
REACTOME_RECYCLING_PATHWAY_OF_L1	49	Recycling pathway of L1	2	0.0408	2.16E-3	1.05E-1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	Transport to the Golgi and subsequent modification	3	0.0161	2.28E-3	1.07E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	3	0.0146	3E-3	1.37E-1
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	6	0.0054	4.53E-3	2.01E-1
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	3	0.0102	8.06E-3	3.48E-1
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	2	0.0196	9.04E-3	3.79E-1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	1.1E-2	4.5E-1
REACTOME_L1CAM_INTERACTIONS	121	L1CAM interactions	2	0.0165	1.25E-2	4.99E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	3	0.0080	1.55E-2	6.03E-1
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	2	0.0138	1.76E-2	6.68E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	5	0.0044	2.07E-2	7.66E-1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	170	Factors involved in megakaryocyte development and platelet production	2	0.0118	2.37E-2	8.56E-1
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	2	0.0116	2.42E-2	8.56E-1
REACTOME_MRNA_SPLICING	188	mRNA Splicing	2	0.0106	2.86E-2	9.87E-1
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	3	0.0063	2.95E-2	9.97E-1


