Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_MEMBRANE_ORGANIZATION	937	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	22	0.0235	5.3E-12	1.49E-9
GO_CYTOPLASMIC_TRANSLATION	103	The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein. [GOC:hjd]	10	0.0971	5.71E-12	1.54E-9
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	591	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]	18	0.0305	7.88E-12	1.99E-9
GO_TRANSLATIONAL_INITIATION	192	The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]	12	0.0625	7.9E-12	1.99E-9
GO_REGULATION_OF_PROTEIN_LOCALIZATION	994	Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location. [GOC:dph, GOC:mah, GOC:tb]	22	0.0221	1.66E-11	4.05E-9
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	210	The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells. [GOC:krc]	12	0.0571	2.26E-11	5.34E-9
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	120	The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins. [GOC:krc, GOC:ma, PMID:10025395]	10	0.0833	2.66E-11	6.11E-9
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	559	Any process that modulates the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	17	0.0304	3.18E-11	7.09E-9
GO_PROTEIN_LOCALIZATION_TO_NUCLEUS	277	A process in which a protein transports or maintains the localization of another protein to the nucleus. [GOC:ecd]	13	0.0469	3.79E-11	8.2E-9
GO_RNA_CATABOLIC_PROCESS	415	The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. [ISBN:0198506732]	15	0.0361	4.49E-11	9.44E-9
GO_NCRNA_METABOLIC_PROCESS	493	The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs). [GOC:mah]	16	0.0325	4.82E-11	9.86E-9
GO_RNA_LOCALIZATION	235	A process in which RNA is transported to, or maintained in, a specific location. [GOC:ai]	12	0.0511	8.33E-11	1.66E-8
GO_SPINDLE_ORGANIZATION	183	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart. [GOC:go_curators, GOC:mah]	11	0.0601	9.19E-11	1.78E-8
GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	603	The chemical reactions and pathways resulting in the breakdown of organic and inorganic nitrogenous compounds. [GOC:jl, ISBN:0198506732]	17	0.0282	1.03E-10	1.93E-8
GO_PROTEIN_TARGETING	441	The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif. [GOC:ma]	15	0.0340	1.05E-10	1.93E-8
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1217	Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]	23	0.0189	1.25E-10	2.26E-8
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1011	Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell. [GOC:dph, GOC:tb]	21	0.0208	1.59E-10	2.8E-8
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	666	Any process that modulates the rate or extent of progress through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	17	0.0255	4.67E-10	8.04E-8
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	865	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism. [GOC:go_curators]	19	0.0220	5.09E-10	8.56E-8
GO_MITOTIC_SPINDLE_ORGANIZATION	118	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:go_curators, GOC:mah]	9	0.0763	5.98E-10	9.85E-8
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	509	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]	15	0.0295	7.51E-10	1.21E-7
GO_REGULATION_OF_PROTEIN_STABILITY	295	Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation. [GOC:dph, GOC:mah, GOC:tb]	12	0.0407	1.12E-9	1.77E-7
GO_CHROMOSOME_ORGANIZATION	1253	A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome. [GOC:ai, GOC:dph, GOC:jl, GOC:mah]	22	0.0176	1.29E-9	1.99E-7
GO_CELL_MORPHOGENESIS	1041	The developmental process in which the size or shape of a cell is generated and organized. [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]	20	0.0192	1.72E-9	2.6E-7
GO_CELL_CYCLE_PHASE_TRANSITION	647	The cell cycle process by which a cell commits to entering the next cell cycle phase. [GOC:mtg_cell_cycle]	16	0.0247	2.45E-9	3.65E-7
GO_RNA_PROCESSING	1442	Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules. [GOC:mah]	23	0.0160	3.23E-9	4.63E-7
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	480	A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex. [GOC:isa_complete, GOC:mah]	14	0.0292	3.24E-9	4.63E-7
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	144	Any microtubule cytoskeleton organization that is involved in mitosis. [GO_REF:0000060, GOC:TermGenie, PMID:18799626]	9	0.0625	3.51E-9	4.92E-7
GO_REGULATION_OF_CELL_CYCLE	1226	Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]	21	0.0171	4.9E-9	6.75E-7
GO_REGULATION_OF_CELL_CYCLE_PROCESS	791	Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]	17	0.0215	6.1E-9	8.25E-7
GO_REGULATION_OF_CATABOLIC_PROCESS	1030	Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	19	0.0184	8.71E-9	1.16E-6
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	357	Any process that modulates the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]	12	0.0336	9.5E-9	1.24E-6
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	534	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances. [GOC:jl]	14	0.0262	1.24E-8	1.6E-6
GO_ORGANIC_ACID_METABOLIC_PROCESS	1183	The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]	20	0.0169	1.46E-8	1.85E-6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	121	The directed movement of a protein to a specific location in the endoplasmic reticulum. [GOC:mah]	8	0.0661	1.72E-8	2.13E-6
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1861	Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids. [GOC:go_curators]	25	0.0134	1.89E-8	2.31E-6
GO_ORGANELLE_LOCALIZATION	649	Any process in which an organelle is transported to, and/or maintained in, a specific location. [GOC:ai]	15	0.0231	1.95E-8	2.34E-6
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	654	A process in which a protein is transported to, or maintained in, a specific location in a membrane. [GOC:mah]	15	0.0229	2.15E-8	2.55E-6
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	980	Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. [GOC:jl]	18	0.0184	2.36E-8	2.75E-6
GO_DNA_REPAIR	563	The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway. [PMID:11563486]	14	0.0249	2.4E-8	2.76E-6
GO_REGULATION_OF_CELL_DEATH	1746	Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death. [GOC:dph, GOC:tb]	24	0.0137	2.46E-8	2.78E-6
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	127	Any process that modulates the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]	8	0.0630	2.51E-8	2.8E-6
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	396	Any process that activates or increases the rate or extent of progression through the cell cycle. [GOC:go_curators]	12	0.0303	2.97E-8	3.26E-6
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	1129	The aggregation, arrangement and bonding together of a set of components to form a protein complex, occurring at the level of an individual cell. [GOC:jl]	19	0.0168	3.72E-8	4.03E-6
GO_RESPONSE_TO_HORMONE	905	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:jl]	17	0.0188	4.32E-8	4.61E-6
GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	1662	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism. [GOC:sm]	23	0.0138	4.42E-8	4.65E-6
GO_EXOCYTOSIS	914	A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell. [GOC:mah, ISBN:0716731363, PMID:22323285]	17	0.0186	4.98E-8	5.16E-6
GO_ACTIN_FILAMENT_BASED_PROCESS	804	Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins. [GOC:mah]	16	0.0199	5.05E-8	5.17E-6
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	337	Any process that activates or increases the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	11	0.0326	5.41E-8	5.46E-6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	339	The directed movement of a protein to a specific location in a membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]	11	0.0324	5.75E-8	5.72E-6
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	432	The directed movement of an organelle to a specific location. [GOC:ai]	12	0.0278	7.66E-8	7.53E-6
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	149	A process in which a protein is transported to, or maintained in, a location within the endoplasmic reticulum. [GOC:mah]	8	0.0537	8.71E-8	8.46E-6
GO_NUCLEAR_TRANSPORT	357	The directed movement of substances into, out of, or within the nucleus. [GOC:ai]	11	0.0308	9.68E-8	9.28E-6
GO_SECRETION	1618	The controlled release of a substance by a cell or a tissue. [GOC:ai]	22	0.0136	1.22E-7	1.15E-5
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	106	The targeting of proteins to a membrane that occurs during translation. The transport of most secretory proteins, particularly those with more than 100 amino acids, into the endoplasmic reticulum lumen occurs in this manner, as does the import of some proteins into mitochondria. [ISBN:0716731363, PMID:10512867, PMID:16896215]	7	0.0660	1.39E-7	1.3E-5
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	221	Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]	9	0.0407	1.43E-7	1.32E-5
GO_ORGANELLE_ASSEMBLY	878	The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane. [GOC:mah]	16	0.0182	1.66E-7	1.52E-5
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	302	Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]	10	0.0331	1.95E-7	1.76E-5
GO_RESPONSE_TO_NITROGEN_COMPOUND	1145	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]	18	0.0157	2.39E-7	2.13E-5
GO_RNA_SPLICING	484	The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA. [GOC:krc, GOC:mah]	12	0.0248	2.59E-7	2.28E-5
GO_RRNA_METABOLIC_PROCESS	238	The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes. [ISBN:0198506732]	9	0.0378	2.67E-7	2.33E-5
GO_REGULATION_OF_SPINDLE_ORGANIZATION	38	Any process that modulates the rate, frequency or extent of the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle. [GOC:ascb_2009, GOC:dph, GOC:tb]	5	0.1316	2.82E-7	2.43E-5
GO_APOPTOTIC_PROCESS	1994	A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]	24	0.0120	2.85E-7	2.43E-5
GO_NCRNA_PROCESSING	400	Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]	11	0.0275	3.01E-7	2.5E-5
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	400	Any process that activates or increases the frequency, rate or extent of establishment of protein localization. [GO_REF:0000058, GOC:TermGenie, PMID:22761445]	11	0.0275	3.01E-7	2.5E-5
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1714	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	22	0.0128	3.25E-7	2.68E-5
GO_REGULATION_OF_CELL_MORPHOGENESIS	499	Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized. [GOC:isa_complete]	12	0.0240	3.58E-7	2.91E-5
GO_CELL_PROJECTION_ORGANIZATION	1588	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]	21	0.0132	3.83E-7	3.09E-5
GO_REGULATION_OF_PEPTIDE_TRANSPORT	709	Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:dph, GOC:tb]	14	0.0197	3.98E-7	3.17E-5
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	1193	Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript. [GOC:dph, GOC:tb]	18	0.0151	4.33E-7	3.41E-5
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	717	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure. [GOC:pr]	14	0.0195	4.54E-7	3.55E-5
GO_PROTEIN_STABILIZATION	187	Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation. [GOC:ai]	8	0.0428	4.96E-7	3.83E-5
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	80	Any process that activates or increases the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]	6	0.0750	5.29E-7	4.04E-5
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	260	The directed movement of nucleobases, nucleosides, nucleotides and nucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]	9	0.0346	5.6E-7	4.24E-5


