Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	3	0.0254	1.04E-3	5.2E-2
REACTOME_SIGNALING_BY_INTERLEUKINS	462	Signaling by Interleukins	5	0.0108	1.07E-3	5.2E-2
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	6	0.0083	1.34E-3	6.29E-2
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	131	Host Interactions of HIV factors	3	0.0229	1.4E-3	6.42E-2
REACTOME_TRANSLATION	295	Translation	4	0.0136	1.53E-3	6.78E-2
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	5	0.0099	1.57E-3	6.78E-2
REACTOME_PTEN_REGULATION	139	PTEN Regulation	3	0.0216	1.66E-3	6.84E-2
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	304	Intracellular signaling by second messengers	4	0.0132	1.71E-3	6.84E-2
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Rev with host cellular proteins	2	0.0541	1.77E-3	6.84E-2
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	2	0.0541	1.77E-3	6.84E-2
REACTOME_MITOTIC_PROPHASE	143	Mitotic Prophase	3	0.0210	1.8E-3	6.84E-2
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	3	0.0207	1.88E-3	6.94E-2
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1373	RNA Polymerase II Transcription	8	0.0058	2.02E-3	7.31E-2
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	2	0.0476	2.27E-3	8.02E-2
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	3	0.0191	2.35E-3	8.12E-2
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	3	0.0187	2.48E-3	8.38E-2
REACTOME_S_PHASE	162	S Phase	3	0.0185	2.57E-3	8.49E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	8	0.0056	2.62E-3	8.49E-2
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46	SUMOylation of DNA replication proteins	2	0.0435	2.72E-3	8.62E-2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	5	0.0086	2.88E-3	8.96E-2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	3	0.0174	3.04E-3	9.27E-2
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	370	Class I MHC mediated antigen processing & presentation	4	0.0108	3.47E-3	1.04E-1
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	Nuclear Envelope Breakdown	2	0.0377	3.59E-3	1.05E-1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	2	0.0333	4.58E-3	1.31E-1
REACTOME_MITOTIC_G2_G2_M_PHASES	200	Mitotic G2-G2/M phases	3	0.0150	4.64E-3	1.31E-1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	61	Nuclear Events (kinase and transcription factor activation)	2	0.0328	4.73E-3	1.31E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	3	0.0146	4.97E-3	1.35E-1
REACTOME_DUAL_INCISION_IN_TC_NER	65	Dual incision in TC-NER	2	0.0308	5.35E-3	1.43E-1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	3	0.0138	5.89E-3	1.55E-1
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	69	Regulation of PTEN stability and activity	2	0.0290	6.01E-3	1.55E-1
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	221	Ub-specific processing proteases	3	0.0136	6.12E-3	1.55E-1
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	70	Transcription of the HIV genome	2	0.0286	6.18E-3	1.55E-1
REACTOME_INTERLEUKIN_17_SIGNALING	71	Interleukin-17 signaling	2	0.0282	6.35E-3	1.57E-1
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	73	Regulation of RUNX2 expression and activity	2	0.0274	6.7E-3	1.63E-1
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	74	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	2	0.0270	6.88E-3	1.65E-1
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER_	78	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	2	0.0256	7.62E-3	1.78E-1
REACTOME_SIGNALING_BY_MET	79	Signaling by MET	2	0.0253	7.81E-3	1.78E-1
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	79	The role of GTSE1 in G2/M progression after G2 checkpoint	2	0.0253	7.81E-3	1.78E-1
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81	RNA polymerase II transcribes snRNA genes	2	0.0247	8.2E-3	1.85E-1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	2	0.0244	8.39E-3	1.86E-1
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	84	Toll Like Receptor 10 (TLR10) Cascade	2	0.0238	8.79E-3	1.92E-1
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	85	Degradation of beta-catenin by the destruction complex	2	0.0235	8.99E-3	1.94E-1
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	88	APC/C-mediated degradation of cell cycle proteins	2	0.0227	9.61E-3	2.05E-1
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	2	0.0213	1.09E-2	2.29E-1
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	95	Toll Like Receptor 9 (TLR9) Cascade	2	0.0211	1.11E-2	2.31E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	6	0.0053	1.15E-2	2.31E-1
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	97	MyD88-independent TLR4 cascade	2	0.0206	1.16E-2	2.31E-1
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	97	Toll Like Receptor TLR1:TLR2 Cascade	2	0.0206	1.16E-2	2.31E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	5	0.0061	1.19E-2	2.35E-1
REACTOME_INTERLEUKIN_1_SIGNALING	102	Interleukin-1 signaling	2	0.0196	1.27E-2	2.44E-1
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	2	0.0196	1.27E-2	2.44E-1
REACTOME_FLT3_SIGNALING	292	FLT3 Signaling	3	0.0103	1.3E-2	2.47E-1
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	105	Cargo recognition for clathrin-mediated endocytosis	2	0.0190	1.35E-2	2.52E-1
REACTOME_DEUBIQUITINATION	298	Deubiquitination	3	0.0101	1.37E-2	2.54E-1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	301	Extracellular matrix organization	3	0.0100	1.41E-2	2.57E-1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	Integration of energy metabolism	2	0.0185	1.42E-2	2.57E-1
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	110	Nucleotide Excision Repair	2	0.0182	1.47E-2	2.62E-1
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111	Interleukin-4 and Interleukin-13 signaling	2	0.0180	1.5E-2	2.62E-1
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	308	Antigen processing: Ubiquitination & Proteasome degradation	3	0.0097	1.5E-2	2.62E-1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	1.55E-2	2.67E-1
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	2	0.0167	1.73E-2	2.93E-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	120	Transcriptional regulation by RUNX2	2	0.0167	1.73E-2	2.93E-1
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	327	MAPK family signaling cascades	3	0.0092	1.76E-2	2.93E-1
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	127	Toll Like Receptor 4 (TLR4) Cascade	2	0.0157	1.93E-2	3.19E-1
REACTOME_DNA_REPLICATION	128	DNA Replication	2	0.0156	1.96E-2	3.2E-1
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	2	0.0149	2.13E-2	3.45E-1
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	139	Interleukin-1 family signaling	2	0.0144	2.28E-2	3.65E-1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	Degradation of the extracellular matrix	2	0.0143	2.31E-2	3.66E-1
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	149	Mitotic G1 phase and G1/S transition	2	0.0134	2.59E-2	4.07E-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	3	0.0078	2.7E-2	4.19E-1


