Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_M_PHASE	417	M Phase	10	0.0240	1.26E-6	1.15E-4
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	Mitotic Spindle Checkpoint	6	0.0541	1.86E-6	1.61E-4
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	6	0.0517	2.4E-6	1.97E-4
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	11	0.0196	2.57E-6	1.99E-4
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	11	0.0190	3.53E-6	2.61E-4
REACTOME_GLYCOLYSIS	72	Glycolysis	5	0.0694	4.06E-6	2.87E-4
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	17	0.0119	4.61E-6	3.04E-4
REACTOME_GLUCONEOGENESIS	34	Gluconeogenesis	4	0.1176	4.69E-6	3.04E-4
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	RHO GTPases Activate Formins	6	0.0429	7.13E-6	4.43E-4
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	6	0.0414	8.72E-6	5.21E-4
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	6	0.0382	1.37E-5	7.9E-4
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	5	0.0532	1.5E-5	8.34E-4
REACTOME_CELL_CYCLE	693	Cell Cycle	11	0.0159	1.86E-5	9.96E-4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	12	0.0136	3.56E-5	1.84E-3
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	9	0.0179	4.47E-5	2.24E-3
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	5	0.0417	4.88E-5	2.37E-3
REACTOME_CELL_CYCLE_CHECKPOINTS	292	Cell Cycle Checkpoints	7	0.0240	5.25E-5	2.45E-3
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	7	0.0239	5.36E-5	2.45E-3
REACTOME_RRNA_PROCESSING	205	rRNA processing	6	0.0293	6.12E-5	2.72E-3
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	Cyclin A/B1/B2 associated events during G2/M transition	3	0.1200	7.45E-5	3.22E-3
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	5	0.0373	8.24E-5	3.37E-3
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	5	0.0373	8.24E-5	3.37E-3
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	Nuclear Envelope (NE) Reassembly	4	0.0526	1.17E-4	4.65E-3
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	8	0.0176	1.31E-4	5.09E-3
REACTOME_SIGNALING_BY_INTERLEUKINS	462	Signaling by Interleukins	8	0.0173	1.48E-4	5.6E-3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	Transcriptional Regulation by TP53	7	0.0193	1.98E-4	7.34E-3
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	7	PP2A-mediated dephosphorylation of key metabolic factors	2	0.2857	2.2E-4	7.96E-3
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	3	0.0811	2.45E-4	8.64E-3
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	5	0.0291	2.64E-4	9.13E-3
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	COPI-dependent Golgi-to-ER retrograde traffic	4	0.0400	3.36E-4	1.13E-2
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	12	0.0106	3.52E-4	1.16E-2
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	4	0.0392	3.62E-4	1.17E-2
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	10	0.0122	3.73E-4	1.18E-2
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	10	MASTL Facilitates Mitotic Progression	2	0.2000	4.69E-4	1.46E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305	Asparagine N-linked glycosylation	6	0.0197	5.22E-4	1.59E-2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	4	0.0354	5.33E-4	1.59E-2
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	5	0.0246	5.64E-4	1.65E-2
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	2	0.1667	6.85E-4	1.97E-2
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	Rab regulation of trafficking	4	0.0328	7.11E-4	1.98E-2
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	6	0.0185	7.15E-4	1.98E-2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	5	0.0229	7.77E-4	2.09E-2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	4	0.0317	8.02E-4	2.09E-2
REACTOME_ERKS_ARE_INACTIVATED	13	ERKs are inactivated	2	0.1538	8.08E-4	2.09E-2
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13	Inhibition of replication initiation of damaged DNA by RB1/E2F1	2	0.1538	8.08E-4	2.09E-2
REACTOME_HIV_INFECTION	231	HIV Infection	5	0.0216	1.01E-3	2.56E-2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	3	0.0500	1.02E-3	2.56E-2
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	61	Nuclear Events (kinase and transcription factor activation)	3	0.0492	1.07E-3	2.63E-2
REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX	15	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	2	0.1333	1.08E-3	2.63E-2
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	11	0.0099	1.12E-3	2.67E-2
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16	Spry regulation of FGF signaling	2	0.1250	1.24E-3	2.91E-2
REACTOME_MITOTIC_PROPHASE	143	Mitotic Prophase	4	0.0280	1.28E-3	2.98E-2
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	17	Beta-catenin phosphorylation cascade	2	0.1176	1.4E-3	3.1E-2
REACTOME_PLATELET_SENSITIZATION_BY_LDL	17	Platelet sensitization by LDL	2	0.1176	1.4E-3	3.1E-2
REACTOME_PROTEIN_METHYLATION	17	Protein methylation	2	0.1176	1.4E-3	3.1E-2
REACTOME_HIV_LIFE_CYCLE	149	HIV Life Cycle	4	0.0268	1.49E-3	3.27E-2
REACTOME_INTERLEUKIN_17_SIGNALING	71	Interleukin-17 signaling	3	0.0423	1.66E-3	3.58E-2
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	ER to Golgi Anterograde Transport	4	0.0258	1.72E-3	3.67E-2
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	19	Initiation of Nuclear Envelope (NE) Reformation	2	0.1053	1.75E-3	3.67E-2
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	4	0.0250	1.94E-3	4.01E-2
REACTOME_CTLA4_INHIBITORY_SIGNALING	21	CTLA4 inhibitory signaling	2	0.0952	2.14E-3	4.37E-2
REACTOME_SIGNALING_BY_MET	79	Signaling by MET	3	0.0380	2.25E-3	4.5E-2
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22	Chaperone Mediated Autophagy	2	0.0909	2.35E-3	4.5E-2
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE_	22	Citric acid cycle (TCA cycle)	2	0.0909	2.35E-3	4.5E-2
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	22	E2F mediated regulation of DNA replication	2	0.0909	2.35E-3	4.5E-2
REACTOME_ERK_MAPK_TARGETS	22	ERK/MAPK targets	2	0.0909	2.35E-3	4.5E-2
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	3	0.0366	2.5E-3	4.75E-2
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	84	Toll Like Receptor 10 (TLR10) Cascade	3	0.0357	2.68E-3	5.02E-2
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	85	Degradation of beta-catenin by the destruction complex	3	0.0353	2.77E-3	5.06E-2
REACTOME_DARPP_32_EVENTS	24	DARPP-32 events	2	0.0833	2.79E-3	5.06E-2
REACTOME_FLT3_SIGNALING	292	FLT3 Signaling	5	0.0171	2.8E-3	5.06E-2
REACTOME_PLATELET_HOMEOSTASIS	86	Platelet homeostasis	3	0.0349	2.87E-3	5.12E-2
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	25	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	2	0.0800	3.03E-3	5.35E-2
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	RAB GEFs exchange GTP for GDP on RABs	3	0.0333	3.26E-3	5.69E-2
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	304	Intracellular signaling by second messengers	5	0.0164	3.33E-3	5.69E-2
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	Transport to the Golgi and subsequent modification	4	0.0215	3.33E-3	5.69E-2
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	Postmitotic nuclear pore complex (NPC) reformation	2	0.0741	3.53E-3	5.96E-2
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	95	Toll Like Receptor 9 (TLR9) Cascade	3	0.0316	3.8E-3	6.34E-2
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	97	MyD88-independent TLR4 cascade	3	0.0309	4.02E-3	6.58E-2
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	97	Toll Like Receptor TLR1:TLR2 Cascade	3	0.0309	4.02E-3	6.58E-2
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	29	Negative regulation of FGFR3 signaling	2	0.0690	4.06E-3	6.58E-2
REACTOME_MITOTIC_G2_G2_M_PHASES	200	Mitotic G2-G2/M phases	4	0.0200	4.31E-3	6.9E-2
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	Cellular response to heat stress	3	0.0297	4.51E-3	6.99E-2
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	327	MAPK family signaling cascades	5	0.0153	4.52E-3	6.99E-2
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102	COPI-mediated anterograde transport	3	0.0294	4.63E-3	6.99E-2


