Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	84	Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome. [GOC:ai, GOC:vw]	4	0.0476	3.2E-5	3.01E-3
GO_ACTIN_BINDING	437	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]	7	0.0160	4.15E-5	3.71E-3
GO_AMINOACYLASE_ACTIVITY	5	Catalysis of the reaction: an N-acyl-L-amino acid + H2O = a carboxylate + an L-amino acid. [EC:3.5.1.14]	2	0.4000	4.43E-5	3.76E-3
GO_PROTEIN_C_TERMINUS_BINDING	189	Interacting selectively and non-covalently with a protein C-terminus, the end of any peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	5	0.0265	5.35E-5	4.32E-3
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	35	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	3	0.0857	5.74E-5	4.43E-3
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	109	Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:dph, GOC:tb, GOC:vw]	4	0.0367	8.85E-5	6.53E-3
GO_SINGLE_STRANDED_DNA_BINDING	114	Interacting selectively and non-covalently with single-stranded DNA. [GOC:elh, GOC:vw, PMID:22976174]	4	0.0351	1.05E-4	7.26E-3
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	43	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	3	0.0698	1.07E-4	7.26E-3
GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	8	Interacting selectively and non-covalently with a protein upon poly-ubiquitination formed by linkages between lysine residues at position 48 in the target protein. [GOC:al, PMID:20739285]	2	0.2500	1.23E-4	8.06E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	123	Catalytic activity that acts to modify a tRNA. [GOC:molecular_function_refactoring, GOC:pdt]	4	0.0325	1.41E-4	8.88E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	385	Catalytic activity that acts to modify RNA. [GOC:molecular_function_refactoring, GOC:pdt]	6	0.0156	1.75E-4	1.04E-2
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	51	Interacting selectively and non-covalently with a protein upon poly-ubiquitination of the target protein. [GOC:pg]	3	0.0588	1.78E-4	1.04E-2
GO_ION_CHANNEL_BINDING	132	Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient. [GOC:BHF, GOC:jl]	4	0.0303	1.85E-4	1.04E-2
GO_SIGNALING_RECEPTOR_BINDING	1654	Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]	12	0.0073	1.9E-4	1.04E-2
GO_OXIDOREDUCTASE_ACTIVITY	751	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]	8	0.0107	1.98E-4	1.05E-2
GO_PRE_MRNA_INTRONIC_BINDING	12	Interacting selectively and non-covalently with an intronic sequence of a pre-messenger RNA (pre-mRNA). [GOC:ans, PMID:16260624]	2	0.1667	2.89E-4	1.49E-2
GO_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	16	Catalysis of the reaction: an aldehyde + NAD(P)+ + H2O = an acid + NAD(P)H + H+. [EC:1.2.1.5]	2	0.1250	5.23E-4	2.47E-2
GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	16	Interacting selectively and non-covalently with the insulin-like growth factor receptor. [GOC:jl]	2	0.1250	5.23E-4	2.47E-2
GO_U6_SNRNA_BINDING	16	Interacting selectively and non-covalently with the U6 small nuclear RNA (U6 snRNA). [GOC:mah]	2	0.1250	5.23E-4	2.47E-2
GO_MOLECULAR_ADAPTOR_ACTIVITY	314	The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way. [GOC:mtg_MIT_16mar07, GOC:vw]	5	0.0159	5.62E-4	2.58E-2
GO_DOUBLE_STRANDED_RNA_BINDING	76	Interacting selectively and non-covalently with double-stranded RNA. [GOC:jl]	3	0.0395	5.79E-4	2.59E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	18	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	2	0.1111	6.66E-4	2.9E-2
GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	20	Interacting selectively and non-covalently with a ubiquitin-specific protease. [GOC:bf, GOC:PARL, PMID:24063750]	2	0.1000	8.24E-4	3.5E-2
GO_ACTIN_FILAMENT_BINDING	206	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits. [ISBN:0198506732]	4	0.0194	9.92E-4	3.94E-2
GO_LYSINE_ACETYLATED_HISTONE_BINDING	22	Interacting selectively and non-covalently with a histone in which a lysine residue has been modified by acetylation. [GOC:BHF, GOC:mah, GOC:rl, PMID:17582821]	2	0.0909	9.99E-4	3.94E-2
GO_MHC_CLASS_I_PROTEIN_BINDING	22	Interacting selectively and non-covalently with major histocompatibility complex class I molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation. [GOC:jl]	2	0.0909	9.99E-4	3.94E-2
GO_INSULIN_RECEPTOR_BINDING	23	Interacting selectively and non-covalently with the insulin receptor. [GOC:ai]	2	0.0870	1.09E-3	4.22E-2
GO_MRNA_BINDING	574	Interacting selectively and non-covalently with messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns. [GOC:kmv, GOC:pr, SO:0000234]	6	0.0105	1.42E-3	5.34E-2
GO_PROTEIN_DIMERIZATION_ACTIVITY	1023	The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits. [ISBN:0198506732]	8	0.0078	1.49E-3	5.51E-2
GO_PROTEIN_N_TERMINUS_BINDING	107	Interacting selectively and non-covalently with a protein N-terminus, the end of any peptide chain at which the 2-amino (or 2-imino) function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	3	0.0280	1.56E-3	5.63E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	28	Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	2	0.0714	1.62E-3	5.73E-2
GO_UNFOLDED_PROTEIN_BINDING	118	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	3	0.0254	2.06E-3	7.14E-2
GO_TRANSCRIPTION_FACTOR_BINDING	642	Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription. [ISBN:0198506732]	6	0.0093	2.48E-3	8.41E-2
GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	267	Interacting selectively and non-covalently with a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription. [GOC:dph, GOC:vw]	4	0.0150	2.56E-3	8.51E-2
GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	655	Interacting selectively and non-covalently with an identical protein to form a homodimer. [GOC:jl]	6	0.0092	2.74E-3	8.93E-2
GO_MOTOR_ACTIVITY	132	Catalysis of the generation of force resulting either in movement along a microfilament or microtubule, or in torque resulting in membrane scission, coupled to the hydrolysis of a nucleoside triphosphate. [GOC:mah, GOC:vw, ISBN:0815316194, PMID:11242086]	3	0.0227	2.83E-3	9.07E-2
GO_ADP_BINDING	38	Interacting selectively and non-covalently with ADP, adenosine 5'-diphosphate. [GOC:jl]	2	0.0526	2.97E-3	9.35E-2
GO_MHC_PROTEIN_BINDING	42	Interacting selectively and non-covalently with major histocompatibility complex molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation. [GOC:jl]	2	0.0476	3.62E-3	1.12E-1
GO_HELICASE_ACTIVITY	160	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix. [GOC:jl]	3	0.0187	4.86E-3	1.47E-1
GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	51	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide. [ISBN:0198506732]	2	0.0392	5.3E-3	1.58E-1
GO_NADP_BINDING	54	Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH. [GOC:ai]	2	0.0370	5.92E-3	1.7E-1
GO_SNRNA_BINDING	54	Interacting selectively and non-covalently with a small nuclear RNA (snRNA). [GOC:mah]	2	0.0370	5.92E-3	1.7E-1
GO_NAD_BINDING	55	Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH. [GOC:ai]	2	0.0364	6.14E-3	1.74E-1
GO_HORMONE_RECEPTOR_BINDING	177	Interacting selectively and non-covalently with a receptor for hormones. [GOC:ai]	3	0.0169	6.42E-3	1.77E-1
GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	347	Interacting selectively and non-covalently with a DNA-binding transcription factor, a protein that interacts with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. [GOC:txnOH-2018]	4	0.0115	6.45E-3	1.77E-1
GO_ENZYME_REGULATOR_ACTIVITY	1059	Binds to and modulates the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	7	0.0066	7.31E-3	1.97E-1
GO_TUBULIN_BINDING	365	Interacting selectively and non-covalently with monomeric or multimeric forms of tubulin, including microtubules. [GOC:clt]	4	0.0110	7.69E-3	2.04E-1
GO_PRE_MRNA_BINDING	63	Interacting selectively and non-covalently with pre-messenger RNA (pre-mRNA), an intermediate molecule between DNA and protein that may contain introns and, at least in part, encodes one or more proteins. Introns are removed from pre-mRNA to form a mRNA molecule. [GOC:bf, GOC:kmv, PMID:21901112, SO:0000120]	2	0.0317	7.99E-3	2.08E-1
GO_TRNA_BINDING	66	Interacting selectively and non-covalently with transfer RNA. [GOC:ai]	2	0.0303	8.73E-3	2.25E-1
GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA	204	Catalytic activity that acts to modify DNA. [GOC:molecular_function_refactoring, GOC:pdt]	3	0.0147	9.46E-3	2.4E-1
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	70	Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide. [GOC:ai]	2	0.0286	9.78E-3	2.44E-1
GO_RECEPTOR_TYROSINE_KINASE_BINDING	72	Interacting selectively and non-covalently with a receptor that possesses protein tyrosine kinase activity. [GOC:mah]	2	0.0278	1.03E-2	2.54E-1
GO_RAC_GTPASE_BINDING	73	Interacting selectively and non-covalently with Rac protein, any member of the Rac subfamily of the Ras superfamily of monomeric GTPases. [GOC:ebc, PMID:11702775]	2	0.0274	1.06E-2	2.57E-1
GO_MICROTUBULE_MOTOR_ACTIVITY	77	Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP). [GOC:mah, ISBN:0815316194]	2	0.0260	1.17E-2	2.77E-1
GO_RNA_HELICASE_ACTIVITY	77	Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix. [EC:3.6.4.13, GOC:jl]	2	0.0260	1.17E-2	2.77E-1
GO_PROTEIN_MACROMOLECULE_ADAPTOR_ACTIVITY	244	The binding activity of a protein that brings together two macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid. [GOC:bf, GOC:mah, GOC:vw]	3	0.0123	1.53E-2	3.55E-1
GO_SINGLE_STRANDED_RNA_BINDING	90	Interacting selectively and non-covalently with single-stranded RNA. [GOC:jl]	2	0.0222	1.58E-2	3.62E-1
GO_PROTEIN_TYROSINE_KINASE_BINDING	98	Interacting selectively and non-covalently with protein tyrosine kinase. [PMID:25499537]	2	0.0204	1.85E-2	4.19E-1
GO_MICROTUBULE_BINDING	265	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers. [GOC:krc]	3	0.0113	1.9E-2	4.24E-1
GO_NUCLEAR_RECEPTOR_BINDING	101	Interacting selectively and non-covalently, in a ligand dependent manner, with a nuclear receptor protein. [GOC:mah, PMID:7776974]	2	0.0198	1.96E-2	4.32E-1
GO_KINASE_BINDING	752	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group. [GOC:jl]	5	0.0066	2.2E-2	4.8E-1
GO_ELECTRON_TRANSFER_ACTIVITY	111	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient. [ISBN:0198506732]	2	0.0180	2.34E-2	5.02E-1
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	292	Interacting selectively and non-covalently with a G protein-coupled receptor. [GOC:ceb, GOC:dph]	3	0.0103	2.44E-2	5.18E-1
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	122	Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds. [GOC:jl]	2	0.0164	2.78E-2	5.83E-1
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	316	Interacting selectively and non-covalently with a ubiquitin-like protein ligase, such as ubiquitin-ligase. [GOC:jl]	3	0.0095	2.99E-2	6.18E-1
GO_GTPASE_ACTIVITY	326	Catalysis of the reaction: GTP + H2O = GDP + phosphate. [ISBN:0198547684, PMID:26832457, PMID:27218782]	3	0.0092	3.23E-2	6.59E-1
GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	133	Interacting selectively and non-covalently with any complex of RNA and protein. [GOC:bf, GOC:go_curators, GOC:vk]	2	0.0150	3.26E-2	6.59E-1
GO_PROTEASE_BINDING	137	Interacting selectively and non-covalently with any protease or peptidase. [GOC:hjd]	2	0.0146	3.44E-2	6.88E-1
GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	144	Catalysis of the hydrolysis of a carboxylic ester bond. [EC:3.1.1, EC:3.1.1.1, GOC:curators]	2	0.0139	3.77E-2	7.27E-1
GO_INTEGRIN_BINDING	144	Interacting selectively and non-covalently with an integrin. [GOC:ceb]	2	0.0139	3.77E-2	7.27E-1
GO_NUCLEAR_HORMONE_RECEPTOR_BINDING	144	Interacting selectively and non-covalently with a nuclear hormone receptor, a ligand-dependent receptor found in the nucleus of the cell. [GOC:bf]	2	0.0139	3.77E-2	7.27E-1
GO_CHANNEL_REGULATOR_ACTIVITY	148	Modulates the activity of a channel. A channel catalyzes energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. [GOC:mah]	2	0.0135	3.96E-2	7.56E-1
GO_RHO_GTPASE_BINDING	162	Interacting selectively and non-covalently with Rho protein, any member of the Rho subfamily of the Ras superfamily of monomeric GTPases. Proteins in the Rho subfamily are involved in relaying signals from cell-surface receptors to the actin cytoskeleton. [ISBN:0198547684, PMID:12581856]	2	0.0123	4.66E-2	8.79E-1
GO_ENZYME_INHIBITOR_ACTIVITY	381	Binds to and stops, prevents or reduces the activity of an enzyme. [GOC:ai, GOC:ebc]	3	0.0079	4.76E-2	8.88E-1
GO_GUANYL_NUCLEOTIDE_BINDING	397	Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate. [ISBN:0198506732]	3	0.0076	5.26E-2	9.7E-1


