Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_MRNA_METABOLIC_PROCESS	887	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]	8	0.0090	3.54E-5	1.03E-2
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1180	Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus. [GOC:dph, GOC:tb]	9	0.0076	4.08E-5	1.12E-2
GO_MAINTENANCE_OF_DNA_METHYLATION	7	Any process involved in maintaining the methylation state of a nucleotide sequence. [PMID:11898023]	2	0.2857	4.16E-5	1.12E-2
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1201	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells. [GOC:jl]	9	0.0075	4.67E-5	1.22E-2
GO_SPINDLE_LOCALIZATION	50	Any process in which is the spindle is transported to, and/or maintained in, a specific location. [GOC:ai]	3	0.0600	5.1E-5	1.27E-2
GO_MEMBRANE_ORGANIZATION	937	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	8	0.0085	5.2E-5	1.27E-2
GO_REGULATION_OF_PROTEIN_STABILITY	295	Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation. [GOC:dph, GOC:mah, GOC:tb]	5	0.0169	6.4E-5	1.51E-2
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	486	Any process that modulates the frequency, rate or extent of cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]	6	0.0123	6.64E-5	1.52E-2
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1915	Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein. [GOC:mah, GOC:tb]	11	0.0057	6.98E-5	1.54E-2
GO_SYMBIOTIC_PROCESS	980	A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts. [GOC:cc, https://study.com/academy/lesson/symbiont-definition-lesson-quiz.html]	8	0.0082	7.12E-5	1.54E-2
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	1290	The alteration of an amino acid residue in a peptide. [GOC:mah]	9	0.0070	8.09E-5	1.7E-2
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	161	The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets. [GOC:ai, GOC:jl]	4	0.0248	8.4E-5	1.72E-2
GO_REGULATION_OF_HYDROLASE_ACTIVITY	1302	Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3. [EC:3.-.-.-, GOC:ai]	9	0.0069	8.68E-5	1.72E-2
GO_REGULATION_OF_MICROTUBULE_BINDING	10	Any process that modulates the frequency, rate or extent of microtubule binding. [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:24520051]	2	0.2000	8.88E-5	1.72E-2
GO_APOPTOTIC_PROCESS	1994	A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]	11	0.0055	1E-4	1.84E-2
GO_REGULATION_OF_CATABOLIC_PROCESS	1030	Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	8	0.0078	1E-4	1.84E-2
GO_SISTER_CHROMATID_COHESION	63	The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other. [GOC:jh, GOC:mah, ISBN:0815316194]	3	0.0476	1.02E-4	1.84E-2
GO_CYTOKINESIS	172	The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells. [GOC:mtg_cell_cycle]	4	0.0233	1.08E-4	1.87E-2
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	771	Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds. [GOC:ai]	7	0.0091	1.09E-4	1.87E-2
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS	344	Any process that modulates the frequency, rate or extent of mRNA metabolic process. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	5	0.0145	1.32E-4	2.21E-2
GO_MITOTIC_CYTOKINESIS	72	A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells. [GOC:mtg_cell_cycle]	3	0.0417	1.52E-4	2.47E-2
GO_PROTEASOME_ASSEMBLY	13	The aggregation, arrangement and bonding together of a mature, active proteasome complex. [GOC:go_curators, PMID:10872471]	2	0.1538	1.54E-4	2.47E-2
GO_REGULATION_OF_BINDING	367	Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]	5	0.0136	1.78E-4	2.76E-2
GO_SISTER_CHROMATID_SEGREGATION	196	The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets. [GOC:ai, GOC:elh]	4	0.0204	1.79E-4	2.76E-2
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	369	Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:go_curators]	5	0.0136	1.82E-4	2.76E-2
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	591	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]	6	0.0102	1.92E-4	2.86E-2
GO_MICROTUBULE_BASED_PROCESS	852	Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. [GOC:mah]	7	0.0082	2.01E-4	2.93E-2
GO_HEPATOCYTE_DIFFERENTIATION	15	The process in which a relatively unspecialized cell acquires the specialized features of a hepatocyte. A hepatocyte is specialized epithelial cell that is organized into interconnected plates called lobules, and is the main structural component of the liver. [CL:0000182, PMID:7588884]	2	0.1333	2.06E-4	2.95E-2
GO_PROTEOLYSIS	1809	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	10	0.0055	2.13E-4	2.98E-2
GO_MITOTIC_CHROMOSOME_CONDENSATION	16	The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells. [GOC:mah, ISBN:0815316194]	2	0.1250	2.36E-4	3.18E-2
GO_REGULATION_OF_PROTEIN_BINDING	211	Any process that modulates the frequency, rate or extent of protein binding. [GOC:go_curators]	4	0.0190	2.37E-4	3.18E-2
GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	84	Any process that modulates the frequency, rate or extent of sister chromatid segregation. [GOC:mah]	3	0.0357	2.4E-4	3.18E-2
GO_RESPONSE_TO_OXYGEN_LEVELS	395	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen. [GOC:BHF, GOC:mah]	5	0.0127	2.49E-4	3.24E-2
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	396	Any process that activates or increases the rate or extent of progression through the cell cycle. [GOC:go_curators]	5	0.0126	2.52E-4	3.24E-2
GO_CELL_CYCLE_PHASE_TRANSITION	647	The cell cycle process by which a cell commits to entering the next cell cycle phase. [GOC:mtg_cell_cycle]	6	0.0093	3.12E-4	3.88E-2
GO_RNA_CATABOLIC_PROCESS	415	The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. [ISBN:0198506732]	5	0.0120	3.13E-4	3.88E-2
GO_MEIOTIC_CHROMOSOME_SEGREGATION	93	The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets during M phase of the meiotic cell cycle. [GOC:ai, GOC:mah]	3	0.0323	3.23E-4	3.92E-2
GO_RESPONSE_TO_CYTOKINE	1225	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus. [GOC:sl]	8	0.0065	3.26E-4	3.92E-2
GO_CHROMOSOME_SEPARATION	94	The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II). [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]	3	0.0319	3.34E-4	3.95E-2
GO_RESPONSE_TO_ABIOTIC_STIMULUS	1237	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus. [GOC:hb]	8	0.0065	3.48E-4	4.05E-2
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	666	Any process that modulates the rate or extent of progress through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	6	0.0090	3.64E-4	4.18E-2
GO_REGULATION_OF_CELL_DIFFERENTIATION	1945	Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features. [GOC:go_curators]	10	0.0051	3.79E-4	4.28E-2
GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1260	Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein. [GOC:mah, GOC:tb]	8	0.0063	3.93E-4	4.33E-2
GO_CYTOSKELETON_DEPENDENT_CYTOKINESIS	100	A cytokinesis that involves the function of a set of proteins that are part of the microfilament or microtubule cytoskeleton. [GOC:dph]	3	0.0300	4E-4	4.33E-2
GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	100	The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	3	0.0300	4E-4	4.33E-2
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	1967	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]	10	0.0051	4.14E-4	4.42E-2
GO_REGULATION_OF_SISTER_CHROMATID_COHESION	22	Any process that modulates the frequency, rate or extent of sister chromatid cohesion. [GOC:go_curators]	2	0.0909	4.51E-4	4.7E-2
GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	694	Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor. [GOC:ai]	6	0.0086	4.53E-4	4.7E-2
GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	453	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	5	0.0110	4.66E-4	4.77E-2
GO_REGULATION_OF_CHROMOSOME_SEGREGATION	107	Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets. [GOC:ai]	3	0.0280	4.88E-4	4.92E-2
GO_ACTIVATION_OF_GTPASE_ACTIVITY	108	Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP. [GOC:dph, GOC:mah, GOC:tb]	3	0.0278	5.01E-4	4.99E-2
GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1310	Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:mah]	8	0.0061	5.09E-4	5E-2
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	110	Any process that activates or increases the frequency, rate or extent of cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]	3	0.0273	5.29E-4	5.13E-2
GO_ORGANELLE_FISSION	467	The creation of two or more organelles by division of one organelle. [GOC:jid]	5	0.0107	5.35E-4	5.13E-2
GO_STEM_CELL_DIFFERENTIATION	264	The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells. [CL:0000034, GOC:isa_complete]	4	0.0152	5.53E-4	5.21E-2
GO_REGULATION_OF_DNA_REPLICATION	112	Any process that modulates the frequency, rate or extent of DNA replication. [GOC:go_curators]	3	0.0268	5.57E-4	5.21E-2
GO_MEIOTIC_CHROMOSOME_SEPARATION	25	The process in which chromosomes are physically detached from each other during meiosis. [GOC:ai]	2	0.0800	5.84E-4	5.39E-2
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	1022	Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2. [EC:2.-.-.-, GOC:ai]	7	0.0068	5.99E-4	5.47E-2
GO_REGULATION_OF_CELL_ADHESION	736	Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]	6	0.0082	6.16E-4	5.47E-2
GO_NUCLEAR_CHROMOSOME_SEGREGATION	272	The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles. [GOC:dos]	4	0.0147	6.18E-4	5.47E-2
GO_DNA_REPLICATION	273	The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA. [GOC:mah]	4	0.0147	6.27E-4	5.47E-2
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	484	Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule. [GOC:jl]	5	0.0103	6.29E-4	5.47E-2
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1714	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	9	0.0053	6.61E-4	5.63E-2
GO_MITOTIC_NUCLEAR_DIVISION	277	A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [ISBN:0198547684]	4	0.0144	6.62E-4	5.63E-2
GO_REGULATION_OF_PROTEOLYSIS	748	Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:mah]	6	0.0080	6.7E-4	5.64E-2
GO_REGULATION_OF_HEMOPOIESIS	498	Any process that modulates the frequency, rate or extent of hemopoiesis. [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]	5	0.0100	7.15E-4	5.95E-2
GO_PROTEIN_LOCALIZATION_TO_CHROMATIN	28	Any process in which a protein is transported to, or maintained at, a part of a chromosome that is organized into chromatin. [GOC:mah]	2	0.0714	7.34E-4	6.04E-2
GO_MEIOSIS_I_CELL_CYCLE_PROCESS	124	A process that contributes to the first meiotic division. The first meiotic division is the reductive division resulting in the separation of homologous chromosome pairs. [PMID:29385397]	3	0.0242	7.49E-4	6.1E-2
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	9	0.0051	7.91E-4	6.37E-2
GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	130	Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome. [GOC:mah]	3	0.0231	8.59E-4	6.85E-2
GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION	31	A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the female germline. [GOC:dph, GOC:ems, GOC:mah, GOC:vw]	2	0.0645	9E-4	7.1E-2
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	302	Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]	4	0.0132	9.12E-4	7.12E-2
GO_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	32	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis. [GOC:dph]	2	0.0625	9.59E-4	7.41E-2
GO_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	805	Any process that modulates the frequency, rate or extent of protein kinase activity. [GOC:go_curators]	6	0.0075	9.8E-4	7.5E-2
GO_FEMALE_GAMETE_GENERATION	142	Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction. [GOC:dph, ISBN:0198506732]	3	0.0211	1.11E-3	8.33E-2


