Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_HOMEOSTATIC_PROCESS	1963	Any biological process involved in the maintenance of an internal steady state. [GOC:jl, ISBN:0395825172]	6	0.0031	2.04E-3	3.65E-1
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	1967	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]	6	0.0031	2.06E-3	3.65E-1
GO_PROTEIN_CONTAINING_COMPLEX_SUBUNIT_ORGANIZATION	1978	Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex. [GOC:mah]	6	0.0030	2.12E-3	3.65E-1
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	368	The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]	3	0.0082	2.12E-3	3.65E-1
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1989	Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GOC:mah]	6	0.0030	2.18E-3	3.66E-1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	104	The process in which an antigen-presenting cell expresses antigen (peptide or polysaccharide) on its cell surface in association with an MHC class II protein complex. [GOC:add, ISBN:0781735149, PMID:15531770, PMID:15771591, PMID:16153240]	2	0.0192	2.41E-3	3.96E-1
GO_REGULATION_OF_CELL_CYCLE_ARREST	106	Any process that modulates the rate, frequency, or extent of cell cycle arrest, the process in which the cell cycle is halted during one of the normal phases. [GOC:mah]	2	0.0189	2.51E-3	3.96E-1
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	107	A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage. [GOC:go_curators]	2	0.0187	2.55E-3	3.96E-1
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	108	A mitotic cell cycle process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction. [GOC:mtg_cell_cycle]	2	0.0185	2.6E-3	3.96E-1
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	396	Any process that activates or increases the rate or extent of progression through the cell cycle. [GOC:go_curators]	3	0.0076	2.61E-3	3.96E-1
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	400	Any process that activates or increases the frequency, rate or extent of establishment of protein localization. [GO_REF:0000058, GOC:TermGenie, PMID:22761445]	3	0.0075	2.69E-3	3.99E-1
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	113	The chemical reactions and pathways involving mucopolysaccharide. [GO_REF:0000068, GOC:dph, GOC:TermGenie, PMID:4236091]	2	0.0177	2.84E-3	4.14E-1
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	115	The chemical reactions and pathways resulting in the formation of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]	2	0.0174	2.94E-3	4.19E-1
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	116	Any process that stops, prevents or reduces the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	2	0.0172	2.99E-3	4.19E-1
GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	118	The chemical reactions and pathways involving an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms. [GOC:mah]	2	0.0169	3.09E-3	4.26E-1
GO_ICOSANOID_METABOLIC_PROCESS	122	The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids. [GOC:ma]	2	0.0164	3.3E-3	4.43E-1
GO_REGULATION_OF_PEPTIDE_SECRETION	432	Any process that modulates the frequency, rate, or extent of peptide secretion. [GOC:add]	3	0.0069	3.34E-3	4.43E-1
GO_RESPONSE_TO_PEPTIDE_HORMONE	447	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals. [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]	3	0.0067	3.67E-3	4.72E-1
GO_TRANSITION_METAL_ION_TRANSPORT	129	The directed movement of transition metal ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver. [ISBN:0198506732]	2	0.0155	3.68E-3	4.72E-1
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	132	Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle. [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]	2	0.0152	3.85E-3	4.77E-1
GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	455	Any process that modulates the rate, frequency or extent of a small molecule metabolic process. [GOC:vw]	3	0.0066	3.86E-3	4.77E-1
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	133	A cascade of processes induced by the detection of DNA damage within a cell. [GOC:go_curators]	2	0.0150	3.91E-3	4.77E-1
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	480	A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex. [GOC:isa_complete, GOC:mah]	3	0.0063	4.48E-3	5.38E-1
GO_RESPONSE_TO_IONIZING_RADIATION	144	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays. [PMID:12509526]	2	0.0139	4.56E-3	5.4E-1
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	486	Any process that modulates the frequency, rate or extent of cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]	3	0.0062	4.64E-3	5.4E-1
GO_VACUOLAR_TRANSPORT	150	The directed movement of substances into, out of or within a vacuole. [GOC:ai]	2	0.0133	4.94E-3	5.66E-1
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1011	Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell. [GOC:dph, GOC:tb]	4	0.0040	5.09E-3	5.75E-1
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	509	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals. [GOC:mah]	3	0.0059	5.27E-3	5.87E-1
GO_REGULATION_OF_CATABOLIC_PROCESS	1030	Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	4	0.0039	5.44E-3	5.97E-1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	160	A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle. [GOC:dph]	2	0.0125	5.59E-3	6.04E-1
GO_DNA_INTEGRITY_CHECKPOINT	161	A cell cycle process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes. [GOC:mtg_cell_cycle]	2	0.0124	5.66E-3	6.04E-1
GO_CYTOSOLIC_TRANSPORT	165	The directed movement of substances or organelles within the cytosol. [GOC:ai]	2	0.0121	5.94E-3	6.14E-1
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	166	A cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage. [GOC:mtg_cell_cycle]	2	0.0120	6.01E-3	6.14E-1
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	534	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances. [GOC:jl]	3	0.0056	6.02E-3	6.14E-1
GO_RESPONSE_TO_PEPTIDE	536	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus. [GOC:pr, GOC:TermGenie]	3	0.0056	6.08E-3	6.14E-1
GO_AMINOGLYCAN_METABOLIC_PROCESS	172	The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]	2	0.0116	6.43E-3	6.38E-1
GO_TELOMERE_ORGANIZATION	174	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins. [GOC:dph, GOC:jl, GOC:mah]	2	0.0115	6.58E-3	6.38E-1
GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	175	The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]	2	0.0114	6.65E-3	6.38E-1
GO_PEPTIDE_SECRETION	554	The controlled release of a peptide from a cell or a tissue. [GOC:add]	3	0.0054	6.66E-3	6.38E-1
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	559	Any process that modulates the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	3	0.0054	6.83E-3	6.46E-1
GO_MULTI_ORGANISM_PROCESS	1123	A biological process which involves another organism of the same or different species. [GOC:jl]	4	0.0036	7.35E-3	6.85E-1
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	1126	The chemical reactions and pathways involving carbohydrate derivative. [GOC:TermGenie]	4	0.0036	7.42E-3	6.85E-1
GO_RESPONSE_TO_NITROGEN_COMPOUND	1145	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]	4	0.0035	7.86E-3	7.05E-1
GO_DNA_BIOSYNTHETIC_PROCESS	191	The cellular DNA metabolic process resulting in the formation of DNA, deoxyribonucleic acid, one of the two main types of nucleic acid, consisting of a long unbranched macromolecule formed from one or two strands of linked deoxyribonucleotides, the 3'-phosphate group of each constituent deoxyribonucleotide being joined in 3',5'-phosphodiester linkage to the 5'-hydroxyl group of the deoxyribose moiety of the next one. [GOC:mah]	2	0.0105	7.87E-3	7.05E-1
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	1827	The chemical reactions and pathways resulting in the formation of organonitrogen compound. [GOC:pr, GOC:TermGenie]	5	0.0027	8.01E-3	7.05E-1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	194	The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein. [GOC:add, ISBN:0781735149, PMID:15771591]	2	0.0103	8.11E-3	7.05E-1
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	194	Any process that modulates the frequency, rate or extent of Ras protein signal transduction. [GOC:bf]	2	0.0103	8.11E-3	7.05E-1
GO_VIRAL_GENE_EXPRESSION	195	A process by which a viral gene is converted into a mature gene product or products (proteins or RNA). This includes viral transcription, processing to produce a mature RNA product, and viral translation. [GOC:bf, GOC:jl, ISBN:0121585336]	2	0.0103	8.19E-3	7.05E-1
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	201	Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]	2	0.0100	8.69E-3	7.24E-1
GO_INTRACELLULAR_PROTEIN_TRANSPORT	1179	The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell. [GOC:mah]	4	0.0034	8.7E-3	7.24E-1
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1864	Any process that modulates the frequency, rate or extent of intracellular signal transduction. [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]	5	0.0027	8.7E-3	7.24E-1
GO_SIGNAL_RELEASE	616	The process in which a signal is secreted or discharged into the extracellular medium from a cellular source. [GOC:mtg_signal]	3	0.0049	8.9E-3	7.33E-1
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	210	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates. [GOC:go_curators]	2	0.0095	9.45E-3	7.64E-1
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	633	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:mah]	3	0.0047	9.58E-3	7.64E-1
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1217	Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]	4	0.0033	9.7E-3	7.64E-1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1220	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	4	0.0033	9.78E-3	7.64E-1
GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	638	Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:dph, GOC:tb]	3	0.0047	9.79E-3	7.64E-1
GO_RESPONSE_TO_CYTOKINE	1225	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus. [GOC:sl]	4	0.0033	9.92E-3	7.66E-1
GO_CELL_CYCLE_PHASE_TRANSITION	647	The cell cycle process by which a cell commits to entering the next cell cycle phase. [GOC:mtg_cell_cycle]	3	0.0046	1.02E-2	7.69E-1
GO_CELL_CYCLE_CHECKPOINT	219	A cell cycle process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction. [GOC:mtg_cell_cycle]	2	0.0091	1.02E-2	7.69E-1


