Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	116	Any process that stops, prevents or reduces the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	2	0.0172	1.38E-3	5.79E-1
GO_TRANSITION_METAL_ION_TRANSPORT	129	The directed movement of transition metal ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver. [ISBN:0198506732]	2	0.0155	1.7E-3	6.4E-1
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	509	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals. [GOC:mah]	3	0.0059	1.7E-3	6.4E-1
GO_HOMEOSTATIC_PROCESS	1963	Any biological process involved in the maintenance of an internal steady state. [GOC:jl, ISBN:0395825172]	5	0.0025	1.83E-3	6.4E-1
GO_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	532	A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway. [PMID:21997368, PMID:22966490, PMID:28596378]	3	0.0056	1.92E-3	6.4E-1
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1989	Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GOC:mah]	5	0.0025	1.94E-3	6.4E-1
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	559	Any process that modulates the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GO_REF:0000058, GOC:TermGenie, GOC:vw]	3	0.0054	2.22E-3	6.91E-1
GO_VACUOLAR_TRANSPORT	150	The directed movement of substances into, out of or within a vacuole. [GOC:ai]	2	0.0133	2.28E-3	6.91E-1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	160	A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle. [GOC:dph]	2	0.0125	2.59E-3	7.55E-1
GO_CYTOSOLIC_TRANSPORT	165	The directed movement of substances or organelles within the cytosol. [GOC:ai]	2	0.0121	2.75E-3	7.72E-1
GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1310	Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:mah]	4	0.0031	2.97E-3	7.88E-1
GO_TELOMERE_ORGANIZATION	174	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins. [GOC:dph, GOC:jl, GOC:mah]	2	0.0115	3.05E-3	7.88E-1
GO_REGULATION_OF_MACROAUTOPHAGY	176	Any process that modulates the frequency, rate or extent of macroautophagy. [GOC:krc]	2	0.0114	3.12E-3	7.88E-1
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	654	A process in which a protein is transported to, or maintained in, a specific location in a membrane. [GOC:mah]	3	0.0046	3.45E-3	8.43E-1
GO_DNA_BIOSYNTHETIC_PROCESS	191	The cellular DNA metabolic process resulting in the formation of DNA, deoxyribonucleic acid, one of the two main types of nucleic acid, consisting of a long unbranched macromolecule formed from one or two strands of linked deoxyribonucleotides, the 3'-phosphate group of each constituent deoxyribonucleotide being joined in 3',5'-phosphodiester linkage to the 5'-hydroxyl group of the deoxyribose moiety of the next one. [GOC:mah]	2	0.0105	3.66E-3	8.67E-1
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	194	Any process that modulates the frequency, rate or extent of Ras protein signal transduction. [GOC:bf]	2	0.0103	3.78E-3	8.67E-1
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	716	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]	3	0.0042	4.45E-3	9.9E-1


