Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	6	0.0205	4.76E-5	3.52E-3
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	8	0.0131	6.29E-5	4.45E-3
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	3	0.0811	7.53E-5	5.07E-3
REACTOME_PROTEIN_FOLDING	102	Protein folding	4	0.0392	7.83E-5	5.07E-3
REACTOME_SMOOTH_MUSCLE_CONTRACTION	38	Smooth Muscle Contraction	3	0.0789	8.17E-5	5.08E-3
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	5	0.0246	8.85E-5	5.29E-3
REACTOME_TRNA_PROCESSING	111	tRNA processing	4	0.0360	1.09E-4	6.26E-3
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	43	Transport of Mature mRNAs Derived from Intronless Transcripts	3	0.0698	1.19E-4	6.58E-3
REACTOME_HEMOSTASIS	678	Hemostasis	8	0.0118	1.26E-4	6.68E-3
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	4	0.0345	1.29E-4	6.68E-3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	9	0.0102	1.43E-4	7.18E-3
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	47	SUMOylation of RNA binding proteins	3	0.0638	1.55E-4	7.51E-3
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	4	0.0317	1.77E-4	8.1E-3
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	Resolution of Sister Chromatid Cohesion	4	0.0317	1.77E-4	8.1E-3
REACTOME_EXTENSION_OF_TELOMERES	51	Extension of Telomeres	3	0.0588	1.97E-4	8.77E-3
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	4	0.0299	2.24E-4	9.68E-3
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	RHO GTPases Activate Formins	4	0.0286	2.65E-4	1.11E-2
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59	tRNA processing in the nucleus	3	0.0508	3.04E-4	1.24E-2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	3	0.0500	3.2E-4	1.27E-2
REACTOME_KINESINS	61	Kinesins	3	0.0492	3.36E-4	1.3E-2
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	4	0.0255	4.09E-4	1.55E-2
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	15	Depolymerisation of the Nuclear Lamina	2	0.1333	4.91E-4	1.8E-2
REACTOME_TRANSLATION	295	Translation	5	0.0169	4.97E-4	1.8E-2
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	8	0.0092	6.46E-4	2.28E-2
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	18	Signaling by cytosolic FGFR1 fusion mutants	2	0.1111	7.13E-4	2.46E-2
REACTOME_SUMOYLATION	187	SUMOylation	4	0.0214	7.89E-4	2.58E-2
REACTOME_RHO_GTPASES_ACTIVATE_CIT	19	RHO GTPases activate CIT	2	0.1053	7.96E-4	2.58E-2
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	19	RHO GTPases Activate ROCKs	2	0.1053	7.96E-4	2.58E-2
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	191	Separation of Sister Chromatids	4	0.0209	8.53E-4	2.71E-2
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	20	Sema4D induced cell migration and growth-cone collapse	2	0.1000	8.83E-4	2.74E-2
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	4	0.0197	1.07E-3	3.2E-2
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	4	0.0197	1.07E-3	3.2E-2
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	23	Telomere Extension By Telomerase	2	0.0870	1.17E-3	3.43E-2
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	24	Sema4D in semaphorin signaling	2	0.0833	1.28E-3	3.67E-2
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	Cyclin A/B1/B2 associated events during G2/M transition	2	0.0800	1.38E-3	3.91E-2
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	COPI-dependent Golgi-to-ER retrograde traffic	3	0.0300	1.42E-3	3.94E-2
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	5	0.0130	1.65E-3	4.49E-2
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	29	EPHA-mediated growth cone collapse	2	0.0690	1.86E-3	4.99E-2
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	Mitotic Spindle Checkpoint	3	0.0270	1.91E-3	5.02E-2
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	2	0.0667	1.99E-3	5.02E-2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	3	0.0265	2.01E-3	5.02E-2
REACTOME_TELOMERE_MAINTENANCE	113	Telomere Maintenance	3	0.0265	2.01E-3	5.02E-2
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	Processing of Capped Intron-Containing Pre-mRNA	4	0.0165	2.03E-3	5.02E-2
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	FGFR1 mutant receptor activation	2	0.0645	2.13E-3	5.17E-2
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	7	0.0086	2.19E-3	5.23E-2
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	32	Regulation of Glucokinase by Glucokinase Regulatory Protein	2	0.0625	2.27E-3	5.28E-2
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	3	0.0254	2.28E-3	5.28E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	3	0.0250	2.39E-3	5.35E-2
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	33	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	2	0.0606	2.41E-3	5.35E-2
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	33	Export of Viral Ribonucleoproteins from Nucleus	2	0.0606	2.41E-3	5.35E-2
REACTOME_GLUCONEOGENESIS	34	Gluconeogenesis	2	0.0588	2.56E-3	5.52E-2
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	Nuclear import of Rev protein	2	0.0588	2.56E-3	5.52E-2
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	6	0.0095	2.67E-3	5.68E-2
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35	SUMOylation of SUMOylation proteins	2	0.0571	2.71E-3	5.68E-2
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	Nuclear Pore Complex (NPC) Disassembly	2	0.0556	2.86E-3	5.85E-2
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	36	Transport of the SLBP Dependant Mature mRNA	2	0.0556	2.86E-3	5.85E-2
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Rev with host cellular proteins	2	0.0541	3.02E-3	6.02E-2
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Vpr with host cellular proteins	2	0.0541	3.02E-3	6.02E-2
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	8	0.0072	3.15E-3	6.11E-2
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	38	Apoptotic cleavage of cellular proteins	2	0.0526	3.18E-3	6.11E-2
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	38	Signaling by FGFR1 in disease	2	0.0526	3.18E-3	6.11E-2
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	39	Association of TriC/CCT with target proteins during biosynthesis	2	0.0513	3.35E-3	6.27E-2
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	39	SUMOylation of ubiquitinylation proteins	2	0.0513	3.35E-3	6.27E-2
REACTOME_GENE_SILENCING_BY_RNA	138	Gene Silencing by RNA	3	0.0217	3.54E-3	6.48E-2
REACTOME_HCMV_EARLY_EVENTS	138	HCMV Early Events	3	0.0217	3.54E-3	6.48E-2
REACTOME_CHROMOSOME_MAINTENANCE	140	Chromosome Maintenance	3	0.0214	3.69E-3	6.61E-2
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	NS1 Mediated Effects on Host Pathways	2	0.0488	3.7E-3	6.61E-2
REACTOME_CELL_CYCLE_CHECKPOINTS	292	Cell Cycle Checkpoints	4	0.0137	3.99E-3	7.04E-2
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	5	0.0104	4.15E-3	7.25E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	9	0.0063	4.22E-3	7.25E-2
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	44	Viral Messenger RNA Synthesis	2	0.0455	4.25E-3	7.25E-2
REACTOME_HIV_LIFE_CYCLE	149	HIV Life Cycle	3	0.0201	4.39E-3	7.41E-2
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46	SUMOylation of DNA replication proteins	2	0.0435	4.63E-3	7.74E-2
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	47	Cyclin D associated events in G1	2	0.0426	4.83E-3	7.99E-2
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	6	0.0083	5.28E-3	8.64E-2
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	3	0.0187	5.35E-3	8.66E-2
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	50	IRE1alpha activates chaperones	2	0.0400	5.45E-3	8.74E-2
REACTOME_HCMV_INFECTION	162	HCMV Infection	3	0.0185	5.54E-3	8.78E-2
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	51	Gap junction trafficking and regulation	2	0.0392	5.67E-3	8.9E-2
REACTOME_APOPTOTIC_EXECUTION_PHASE	52	Apoptotic execution phase	2	0.0385	5.89E-3	9.15E-2


